試合日,チーム,相手チーム,得セット,失セット,勝敗,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,総得点
2019-03-16,トヨタ車体クインシーズ,JTマーヴェラス,0,3,0,2,L,佐藤澪,3,〇,〇,〇,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2019-03-16,トヨタ車体クインシーズ,JTマーヴェラス,0,3,0,3,,高橋沙織,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2019-03-16,トヨタ車体クインシーズ,JTマーヴェラス,0,3,0,4,,比金桃子,3,□,■,■,nan,nan,0,0,0,,,-,0,0,0,-,0,-,13,1,1,3,11.5,0,0,0,-,1
2019-03-16,トヨタ車体クインシーズ,JTマーヴェラス,0,3,0,5,,内瀬戸真実,3,■,■,■,nan,nan,28,7,1,25.0,21.4,2.33,1,0,0,0.0,1,0.33,9,0,1,2,2.8,26,11,9,59.6,8
2019-03-16,トヨタ車体クインシーズ,JTマーヴェラス,0,3,0,6,,村永奈央,2,■,■,nan,nan,nan,12,2,1,16.7,8.3,1.00,0,0,0,-,0,-,2,0,0,0,0.0,20,3,10,40.0,2
2019-03-16,トヨタ車体クインシーズ,JTマーヴェラス,0,3,0,8,L,榊原美沙都,3,●,●,●,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,5,2,1,50.0,0
2019-03-16,トヨタ車体クインシーズ,JTマーヴェラス,0,3,0,10,,小田桃香,2,nan,□,■,nan,nan,12,3,0,25.0,25.0,1.50,0,0,0,-,0,-,7,0,0,2,7.1,20,4,9,42.5,3
2019-03-16,トヨタ車体クインシーズ,JTマーヴェラス,0,3,0,11,,荒木絵里香,3,■,■,■,nan,nan,15,5,0,33.3,33.3,1.67,0,0,0,-,2,0.67,14,0,1,4,5.4,0,0,0,-,7
2019-03-16,トヨタ車体クインシーズ,JTマーヴェラス,0,3,0,12,,渡邊彩,3,■,■,■,nan,nan,19,9,0,47.4,47.4,3.00,0,0,0,-,1,0.33,12,1,1,7,20.8,0,0,0,-,11
2019-03-16,トヨタ車体クインシーズ,JTマーヴェラス,0,3,0,13,,オズソイネリマン,3,■,■,■,nan,nan,46,17,8,37.0,19.6,5.67,13,4,5,30.8,0,-,9,0,0,1,2.8,0,0,0,-,17
2019-03-16,トヨタ車体クインシーズ,JTマーヴェラス,0,3,0,15,,杉郁香,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2019-03-16,トヨタ車体クインシーズ,JTマーヴェラス,0,3,0,17,,藪田美穂子,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2019-03-16,トヨタ車体クインシーズ,JTマーヴェラス,0,3,0,18,,山上有紀,1,■,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,2,1,1,0,37.5,0,0,0,-,1
2019-03-16,トヨタ車体クインシーズ,JTマーヴェラス,0,3,0,19,,安井由香子,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2019-03-16,トヨタ車体クインシーズ,JTマーヴェラス,0,3,0,チーム合計,チーム合計,チーム合計,3,nan,nan,nan,nan,nan,132,43,10,32.6,25.0,14.33,14,4,5,28.6,4,1.33,68,3,5,19,9.6,71,20,29,48.6,50
