名前,チーム,背番号,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
オズソイネリマン,トヨタ車体クインシーズ,13,13,183,65,17,35.5,26.2,68,24,9,4,40,1,1,7,0,0,0,35.3,5.0,0.3,6.2,
カムンタラーケオカラヤー,JTマーヴェラス,8,3,9,7,0,77.8,77.8,0,0,0,0,8,1,0,2,0,0,0,,2.3,0.0,18.8,
クラウジノファビアナ,久光製薬スプリングス,2,14,67,31,3,46.3,41.8,1,0,0,11,27,0,1,5,0,0,0,0.0,2.2,0.8,3.7,
ドルーズアンドレア,JTマーヴェラス,10,10,134,72,5,53.7,50.0,46,26,3,2,33,5,4,13,0,0,0,56.5,7.2,0.2,22.0,
ヒックマンジャスティス,JTマーヴェラス,14,1,4,0,1,0.0,-25.0,1,0,1,0,1,0,0,0,2,0,0,0.0,0.0,0.0,0.0,0.0
中屋夏澄,トヨタ車体クインシーズ,16,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
中川美柚,久光製薬スプリングス,14,9,12,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
丸山亜季,岡山シーガルズ,20,8,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
井上愛里沙,久光製薬スプリングス,5,14,175,62,8,35.4,30.9,10,3,1,3,46,0,3,14,52,19,12,30.0,4.4,0.2,6.0,48.1
佐々木萌,岡山シーガルズ,7,13,145,46,6,31.7,27.6,0,0,0,0,36,1,0,8,79,43,13,,3.5,0.0,8.3,62.7
内瀬戸真実,トヨタ車体クインシーズ,5,11,86,29,5,33.7,27.9,1,0,0,2,27,1,2,4,64,43,8,0.0,2.6,0.2,5.6,73.4
加藤光,久光製薬スプリングス,7,6,0,0,0,,,0,0,0,0,10,0,2,1,0,0,0,,0.0,0.0,-2.5,
及川真夢,岡山シーガルズ,8,10,40,21,1,52.5,50.0,0,0,0,3,42,2,2,16,0,0,0,,2.1,0.3,13.1,
吉岡美晴,岡山シーガルズ,4,1,5,0,0,0.0,0.0,0,0,0,1,2,0,0,0,2,1,0,,0.0,1.0,0.0,50.0
吉田みなみ,岡山シーガルズ,1,2,6,1,1,16.7,0.0,0,0,0,0,5,0,1,1,3,2,0,,0.5,0.0,0.0,66.7
宇賀神みずき,岡山シーガルズ,5,7,2,1,0,50.0,50.0,0,0,0,1,12,0,0,1,1,0,0,,0.1,0.1,2.1,0.0
宮下遥,岡山シーガルズ,14,12,2,0,0,0.0,0.0,0,0,0,1,34,1,3,9,1,0,0,,0.0,0.1,7.4,0.0
小島絢野,久光製薬スプリングス,24,14,9,4,0,44.4,44.4,0,0,0,2,51,2,1,14,0,0,0,,0.3,0.1,10.3,
小川杏奈,JTマーヴェラス,3,8,12,6,0,50.0,50.0,0,0,0,2,23,0,4,7,2,2,0,,0.8,0.2,3.3,100.0
小幡真子,JTマーヴェラス,15,10,0,0,0,,,0,0,0,0,0,0,0,0,38,21,7,,0.0,0.0,,64.5
居村杏奈,岡山シーガルズ,12,7,20,8,0,40.0,40.0,0,0,0,2,24,0,0,5,0,0,0,,1.1,0.3,5.2,
山上有紀,トヨタ車体クインシーズ,18,13,2,0,0,0.0,0.0,0,0,0,2,32,1,1,9,0,0,0,,0.0,0.2,9.4,
山形理沙子,トヨタ車体クインシーズ,20,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
山本美沙,JTマーヴェラス,16,1,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,,0.0,0.0,0.0,
岩坂名奈,久光製薬スプリングス,4,14,32,11,0,34.4,34.4,0,0,0,9,34,1,1,1,1,0,1,,0.8,0.6,2.9,50.0
川島亜依美,岡山シーガルズ,28,10,36,14,1,38.9,36.1,0,0,0,2,26,1,4,3,0,0,0,,1.4,0.2,2.9,
帯川きよら,久光製薬スプリングス,13,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
平山詩嫣,久光製薬スプリングス,19,6,0,0,0,,,0,0,0,0,8,1,0,3,0,0,0,,0.0,0.0,21.9,
座安琴希,久光製薬スプリングス,10,9,0,0,0,,,0,0,0,0,0,0,0,0,11,7,0,,0.0,0.0,,63.6
志智真梨奈,トヨタ車体クインシーズ,7,4,0,0,0,,,0,0,0,0,5,0,0,2,0,0,0,,0.0,0.0,10.0,
戸江真奈,久光製薬スプリングス,18,14,0,0,0,,,0,0,0,0,0,0,0,0,83,47,10,,0.0,0.0,,62.7
新鍋理沙,久光製薬スプリングス,3,14,86,24,7,27.9,19.8,1,0,1,3,51,1,5,11,41,27,5,0.0,1.7,0.2,4.9,72.0
杉郁香,トヨタ車体クインシーズ,15,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
村永奈央,トヨタ車体クインシーズ,6,2,11,0,1,0.0,-9.1,0,0,0,1,5,0,0,2,15,8,3,,0.0,0.5,10.0,63.3
林琴奈,JTマーヴェラス,2,10,101,36,8,35.6,27.7,12,4,1,0,39,0,3,13,47,28,4,33.3,3.6,0.0,6.4,63.8
柴田真果,JTマーヴェラス,5,7,1,0,0,0.0,0.0,0,0,0,0,5,0,1,1,0,0,0,,0.0,0.0,0.0,
栄絵里香,久光製薬スプリングス,11,5,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
森田夕貴,岡山シーガルズ,19,4,0,0,0,,,0,0,0,0,4,0,0,0,4,2,1,,0.0,0.0,0.0,62.5
楢崎慈恵,岡山シーガルズ,27,13,0,0,0,,,0,0,0,0,0,0,0,0,50,30,11,,0.0,0.0,,71.0
榊原美沙都,トヨタ車体クインシーズ,8,13,0,0,0,,,0,0,0,0,0,0,0,0,43,28,6,,0.0,0.0,,72.1
橘井友香,JTマーヴェラス,4,4,7,3,1,42.9,28.6,0,0,0,0,4,0,0,2,0,0,0,,0.8,0.0,12.5,
渡邊彩,トヨタ車体クインシーズ,12,13,57,21,5,36.8,28.1,0,0,0,5,59,1,4,15,0,0,0,,1.6,0.4,6.4,
渡邊真恵,岡山シーガルズ,6,12,89,36,6,40.4,33.7,4,0,1,1,23,0,3,5,3,1,0,0.0,3.0,0.1,2.2,33.3
田中瑞稀,JTマーヴェラス,6,10,70,24,2,34.3,31.4,8,2,1,3,42,4,6,11,96,47,21,25.0,2.4,0.3,12.5,59.9
田中美咲,JTマーヴェラス,7,1,1,1,0,100.0,100.0,0,0,0,0,1,0,0,1,0,0,0,,1.0,0.0,25.0,
目黒優佳,JTマーヴェラス,11,8,2,0,1,0.0,-50.0,2,0,1,0,20,2,1,5,12,8,4,0.0,0.0,0.0,15.0,83.3
石井優希,久光製薬スプリングス,6,14,170,54,8,31.8,27.1,16,1,0,2,49,1,2,12,98,47,23,6.2,3.9,0.1,7.1,59.7
籾井あき,JTマーヴェラス,19,10,3,1,0,33.3,33.3,0,0,0,1,28,1,2,5,0,0,0,,0.1,0.1,6.2,
芥川愛加,JTマーヴェラス,1,10,24,9,4,37.5,20.8,1,1,0,9,23,0,2,6,1,0,0,100.0,0.9,0.9,4.3,0.0
荒木絵里香,トヨタ車体クインシーズ,11,13,55,20,5,36.4,27.3,0,0,0,16,51,3,1,15,0,0,0,,1.5,1.2,12.7,
藪田美穂子,トヨタ車体クインシーズ,17,13,100,44,6,44.0,38.0,5,1,1,4,48,3,4,15,123,71,13,20.0,3.4,0.3,12.0,63.0
西川有喜,JTマーヴェラス,13,3,12,6,0,50.0,50.0,0,0,0,0,0,0,0,0,0,0,0,,2.0,0.0,,
西村弥菜美,岡山シーガルズ,10,11,20,9,2,45.0,35.0,0,0,0,1,21,0,0,3,19,9,6,,0.8,0.1,3.6,63.2
野本梨佳,久光製薬スプリングス,8,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
金本望,トヨタ車体クインシーズ,14,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
金田修佳,岡山シーガルズ,18,13,174,65,2,37.4,36.2,4,0,0,1,46,1,2,10,85,50,13,0.0,5.0,0.1,6.5,66.5
長瀬そら,岡山シーガルズ,26,2,4,0,0,0.0,0.0,0,0,0,0,2,0,1,0,0,0,0,,0.0,0.0,-12.5,
高橋沙織,トヨタ車体クインシーズ,3,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
高野由里加,岡山シーガルズ,21,6,17,6,1,35.3,29.4,0,0,0,2,12,1,0,3,0,0,0,,1.0,0.3,14.6,
鴫原ひなた,トヨタ車体クインシーズ,1,4,8,2,1,25.0,12.5,0,0,0,0,6,0,1,1,8,5,0,,0.5,0.0,0.0,62.5
