名前,チーム,背番号,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,総得点,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
サベリエフイリア,JTサンダーズ,21,9,77,42,4,54.5,49.4,22,10,2,1,39,3,12,13,36,28,0,46,45.5,4.7,0.1,8.3,77.8
ジルソンベルナルド,サントリーサンバーズ,16,8,127,73,13,57.5,47.2,45,25,6,4,30,4,13,9,0,0,0,81,55.6,9.1,0.5,10.0,
ファンダールミューレンオロフ,NECブルーロケッツ,29,10,101,50,11,49.5,38.6,41,17,5,4,38,3,5,17,0,0,0,57,41.5,5.0,0.4,15.8,
ホフトーマス,東レアローズ,19,10,39,22,3,56.4,48.7,0,0,0,4,34,2,7,4,0,0,0,28,,2.2,0.4,3.7,
下村英士,JTサンダーズ,16,5,1,1,0,100.0,100.0,0,0,0,0,14,0,0,3,0,0,0,1,,0.2,0.0,5.4,
下田悟,JTサンダーズ,7,6,13,5,1,38.5,30.8,1,0,0,2,5,0,0,2,28,15,0,7,0.0,0.8,0.3,10.0,53.6
中野順平,東レアローズ,1,3,0,0,0,,,0,0,0,0,3,0,1,0,0,0,0,0,,0.0,0.0,-8.3,
伊勢隆一,JTサンダーズ,14,9,24,13,4,54.2,37.5,1,0,1,3,41,0,4,7,0,0,0,16,0.0,1.4,0.3,1.8,
佐々木太一,サントリーサンバーズ,2,10,24,9,2,37.5,29.2,0,0,0,8,44,2,10,8,0,0,0,19,,0.9,0.8,3.4,
佐藤宝男,NECブルーロケッツ,16,2,3,1,0,33.3,33.3,0,0,0,0,0,0,0,0,0,0,0,1,,0.5,0.0,,
加藤陽一,東レアローズ,3,10,80,34,9,42.5,31.2,22,9,4,3,43,2,9,7,26,20,0,39,40.9,3.4,0.3,3.5,76.9
大森陽祐,NECブルーロケッツ,3,7,0,0,0,,,0,0,0,0,0,0,0,0,55,44,0,0,,0.0,0.0,,80.0
大竹秀之,NECブルーロケッツ,7,4,11,5,1,45.5,36.4,1,1,0,4,11,0,0,2,0,0,0,9,100.0,1.2,1.0,4.5,
大関元樹,NECブルーロケッツ,5,8,14,12,0,85.7,85.7,0,0,0,4,17,0,3,4,0,0,0,16,,1.5,0.5,1.5,
天谷陽介,東レアローズ,10,1,1,1,0,100.0,100.0,0,0,0,0,0,0,0,0,1,1,0,1,,1.0,0.0,,100.0
