名前,チーム,背番号,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,総得点,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
奥田晃,NECブルーロケッツ,12,6,1,1,0,100.0,100.0,0,0,0,1,9,0,1,2,0,0,0,2,,0.2,0.2,2.8,
守屋信次郎,サントリーサンバーズ,7,1,1,1,0,100.0,100.0,0,0,0,0,0,0,0,0,0,0,0,1,,1.0,0.0,,
宮本守,サントリーサンバーズ,3,9,27,16,1,59.3,55.6,9,4,0,1,21,1,4,7,0,0,0,18,44.4,1.8,0.1,8.3,
小坂慎吾,サントリーサンバーズ,5,5,18,7,5,38.9,11.1,3,3,0,3,12,1,2,3,27,19,0,11,100.0,1.4,0.6,10.4,70.4
小林敦,東レアローズ,11,9,28,13,3,46.4,35.7,0,0,0,7,35,0,2,6,1,1,0,20,,1.4,0.8,2.9,100.0
山口誠,東レアローズ,6,9,0,0,0,,,0,0,0,4,29,0,4,1,0,0,0,4,,0.0,0.4,-2.6,
山本健之,JTサンダーズ,12,11,0,0,0,,,0,0,0,0,0,0,0,0,44,37,0,0,,0.0,0.0,,84.1
山田忠一,JTサンダーズ,11,8,7,3,1,42.9,28.6,0,0,0,0,25,0,1,2,0,0,0,3,,0.4,0.0,1.0,
平野信孝,JTサンダーズ,2,2,12,4,1,33.3,25.0,4,2,0,0,7,0,2,2,3,2,0,4,50.0,2.0,0.0,0.0,66.7
徳元幸人,JTサンダーズ,8,9,42,15,4,35.7,26.2,1,0,1,4,29,0,0,3,90,69,0,19,0.0,1.7,0.4,2.6,76.7
朝日健太郎,サントリーサンバーズ,1,11,25,20,0,80.0,80.0,0,0,0,9,24,0,5,4,1,1,0,29,,1.8,0.8,-1.0,100.0
木原丈裕,サントリーサンバーズ,12,11,54,24,3,44.4,38.9,7,1,1,0,37,3,3,2,26,14,0,27,14.3,2.2,0.0,7.4,53.8
栗原功武,サントリーサンバーズ,15,8,5,2,0,40.0,40.0,0,0,0,0,12,1,1,2,0,0,0,3,,0.2,0.0,10.4,
栗原圭介,サントリーサンバーズ,6,2,0,0,0,,,0,0,0,0,7,1,1,1,0,0,0,1,,0.0,0.0,14.3,
河野裕輔,JTサンダーズ,4,9,83,47,11,56.6,43.4,37,23,5,3,36,0,3,1,4,2,0,50,62.2,5.2,0.3,-1.4,50.0
泉川正幸,東レアローズ,8,10,60,29,7,48.3,36.7,11,5,2,2,49,2,5,8,100,77,0,33,45.5,2.9,0.2,5.6,77.0
津曲勝利,サントリーサンバーズ,11,11,0,0,0,,,0,0,0,0,0,0,0,0,65,59,0,0,,0.0,0.0,,90.8
浅川敏,東レアローズ,18,10,0,0,0,,,0,0,0,0,0,0,0,0,84,62,0,0,,0.0,0.0,,73.8
清水雅之,サントリーサンバーズ,4,10,2,1,1,50.0,0.0,0,0,0,2,38,0,1,6,0,0,0,3,,0.1,0.2,3.3,
渡貫健三,東レアローズ,14,9,2,1,0,50.0,50.0,0,0,0,2,5,1,0,0,0,0,0,4,,0.1,0.2,20.0,
渡邉正堂,NECブルーロケッツ,11,9,26,11,5,42.3,23.1,0,0,0,7,37,2,2,2,0,0,0,20,,1.2,0.8,5.4,
直弘龍治,JTサンダーズ,10,3,16,7,2,43.8,31.2,9,5,1,2,6,0,1,0,1,0,0,9,55.6,2.3,0.7,-4.2,0.0
竹内実,NECブルーロケッツ,6,10,60,24,5,40.0,31.7,5,1,0,2,52,3,7,11,68,55,0,29,20.0,2.4,0.2,7.7,80.9
笠原紀久,東レアローズ,5,6,24,7,3,29.2,16.7,0,0,0,2,19,0,1,2,23,17,0,9,,1.2,0.3,1.3,73.9
細川延由,NECブルーロケッツ,2,10,79,32,8,40.5,30.4,4,0,3,4,39,3,2,8,60,46,0,39,0.0,3.2,0.4,11.5,76.7
脇戸新之助,NECブルーロケッツ,9,8,1,1,0,100.0,100.0,0,0,0,1,24,0,2,1,2,1,0,2,,0.1,0.1,-1.0,50.0
臺光章,JTサンダーズ,6,7,2,1,0,50.0,50.0,0,0,0,0,30,0,1,2,0,0,0,1,,0.1,0.0,0.8,
苅谷淳司,JTサンダーズ,3,10,13,9,2,69.2,53.8,0,0,0,5,24,0,3,0,0,0,0,14,,0.9,0.5,-3.1,
荻野正二,サントリーサンバーズ,10,9,23,7,2,30.4,21.7,2,0,1,4,35,2,4,4,93,80,0,13,0.0,0.8,0.4,5.7,86.0
藤井壮浩,NECブルーロケッツ,1,6,1,0,0,0.0,0.0,1,0,0,0,8,0,2,0,4,4,0,0,0.0,0.0,0.0,-6.2,100.0
西村晃一,NECブルーロケッツ,8,3,0,0,0,,,0,0,0,0,0,0,0,0,22,17,0,0,,0.0,0.0,,77.3
鎌田修,NECブルーロケッツ,14,7,0,0,0,,,0,0,0,0,9,0,0,2,0,0,0,0,,0.0,0.0,5.6,
青木一平,NECブルーロケッツ,10,1,1,1,0,100.0,100.0,0,0,0,0,0,0,0,0,0,0,0,1,,1.0,0.0,,
高杉洋平,東レアローズ,16,1,0,0,0,,,0,0,0,0,1,0,0,1,0,0,0,0,,0.0,0.0,25.0,
齋藤信治,東レアローズ,7,7,76,37,9,48.7,36.8,21,12,5,1,22,0,4,5,0,0,0,38,57.1,5.3,0.1,1.1,
