試合日,年月,チーム,相手チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,総得点
2014-11-15,2014-11,パナソニックパンサーズ,豊田合成トレフェルサ,1,,清水邦広,5,■,■,■,■,■,41,18,1,43.9,41.5,3.60,13,4,0,30.8,2,0.40,17,0,7,2,2.9,0,0,0,-,20
2014-11-15,2014-11,パナソニックパンサーズ,豊田合成トレフェルサ,2,,深津英臣,5,■,■,■,■,■,4,2,0,50.0,50.0,0.40,0,0,0,-,1,0.20,25,2,0,9,15.4,0,0,0,-,5
2014-11-15,2014-11,パナソニックパンサーズ,豊田合成トレフェルサ,3,,山添信也,5,■,■,■,■,■,5,2,0,40.0,40.0,0.40,0,0,0,-,3,0.60,12,0,1,1,2.1,0,0,0,-,5
2014-11-15,2014-11,パナソニックパンサーズ,豊田合成トレフェルサ,5,,渡辺奏吾,5,□,□,□,□,□,0,0,0,,,-,0,0,0,-,0,-,5,0,2,1,5.0,0,0,0,-,0
2014-11-15,2014-11,パナソニックパンサーズ,豊田合成トレフェルサ,6,,白澤健児,5,■,■,■,■,■,11,4,0,36.4,36.4,0.80,0,0,0,-,1,0.20,13,0,0,4,7.7,0,0,0,-,5
2014-11-15,2014-11,パナソニックパンサーズ,豊田合成トレフェルサ,8,,チアーゴアウヴェス,5,■,■,■,■,■,23,11,0,47.8,47.8,2.20,1,0,0,0.0,4,0.80,12,0,4,2,4.2,19,9,0,47.4,15
2014-11-15,2014-11,パナソニックパンサーズ,豊田合成トレフェルサ,9,L,吉村康佑,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2014-11-15,2014-11,パナソニックパンサーズ,豊田合成トレフェルサ,10,,日高裕次郎,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2014-11-15,2014-11,パナソニックパンサーズ,豊田合成トレフェルサ,11,,池田政之,4,,□,□,□,□,4,2,0,50.0,50.0,0.50,1,1,0,100.0,1,0.25,2,0,1,1,12.5,0,0,0,-,3
2014-11-15,2014-11,パナソニックパンサーズ,豊田合成トレフェルサ,13,,枩田優介,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2014-11-15,2014-11,パナソニックパンサーズ,豊田合成トレフェルサ,15,,福澤達哉,5,■,■,■,■,■,40,18,3,45.0,37.5,3.60,2,2,0,100.0,2,0.40,21,2,4,5,15.5,28,20,0,71.4,22
2014-11-15,2014-11,パナソニックパンサーズ,豊田合成トレフェルサ,16,,大竹貴久,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2014-11-15,2014-11,パナソニックパンサーズ,豊田合成トレフェルサ,17,L,永野健,5,●,●,●,●,●,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,30,18,0,60.0,0
2014-11-15,2014-11,パナソニックパンサーズ,豊田合成トレフェルサ,18,,谷村孝,2,,□,,,□,0,0,0,,,-,0,0,0,-,0,-,2,0,0,0,0.0,4,1,0,25.0,0
2014-11-15,2014-11,豊田合成トレフェルサ,パナソニックパンサーズ,2,,山近哲,2,■,■,,,,4,2,0,50.0,50.0,1.00,0,0,0,-,1,0.50,6,1,4,1,17.5,0,0,0,-,4
2014-11-15,2014-11,豊田合成トレフェルサ,パナソニックパンサーズ,3,,重村健太,4,□,,□,□,□,0,0,0,,,-,0,0,0,-,0,-,3,0,0,2,16.7,0,0,0,-,0
2014-11-15,2014-11,豊田合成トレフェルサ,パナソニックパンサーズ,4,,内山正平,5,■,■,■,■,■,0,0,0,,,-,0,0,0,-,2,0.40,17,0,0,5,7.4,0,0,0,-,2
2014-11-15,2014-11,豊田合成トレフェルサ,パナソニックパンサーズ,5,,前田一誠,1,,□,,,,0,0,0,,,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0,0,-,0
2014-11-15,2014-11,豊田合成トレフェルサ,パナソニックパンサーズ,6,,近裕崇,5,■,■,■,■,■,8,3,1,37.5,25.0,0.60,0,0,0,-,4,0.80,21,0,2,2,2.4,0,0,0,-,7
2014-11-15,2014-11,豊田合成トレフェルサ,パナソニックパンサーズ,7,,白岩直也,5,■,■,■,■,■,16,8,1,50.0,43.8,1.60,0,0,0,-,3,0.60,17,1,3,8,17.6,38,29,0,76.3,12
2014-11-15,2014-11,豊田合成トレフェルサ,パナソニックパンサーズ,8,,井上崇昭,3,,,□,□,□,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2014-11-15,2014-11,豊田合成トレフェルサ,パナソニックパンサーズ,10,L,古賀幸一郎,5,●,●,●,●,●,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,19,14,0,73.7,0
2014-11-15,2014-11,豊田合成トレフェルサ,パナソニックパンサーズ,12,,高松卓矢,2,■,■,,,,10,2,1,20.0,10.0,1.00,0,0,0,-,0,-,4,1,1,1,31.2,5,2,0,40.0,3
2014-11-15,2014-11,豊田合成トレフェルサ,パナソニックパンサーズ,13,,岡本秀明,4,,□,■,■,■,26,12,2,46.2,38.5,3.00,0,0,0,-,0,-,13,0,4,4,7.7,22,14,0,63.6,12
2014-11-15,2014-11,豊田合成トレフェルサ,パナソニックパンサーズ,15,,オムルチェンイゴール,5,■,■,■,■,■,70,33,5,47.1,40.0,6.60,34,18,2,52.9,2,0.40,18,2,5,7,19.7,0,0,0,-,37
2014-11-15,2014-11,豊田合成トレフェルサ,パナソニックパンサーズ,19,,古賀太一郎,3,□,,,□,□,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,4,2,0,50.0,0
2014-11-15,2014-11,豊田合成トレフェルサ,パナソニックパンサーズ,20,L,川口太一,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2014-11-15,2014-11,豊田合成トレフェルサ,パナソニックパンサーズ,22,,傳田亮太,3,,,■,■,■,6,4,0,66.7,66.7,1.33,0,0,0,-,0,-,5,0,2,1,5.0,0,0,0,-,4
2014-11-15,2014-11,東レアローズ,堺ブレイザーズ,1,,富松崇彰,4,■,■,■,■,,14,6,1,42.9,35.7,1.50,0,0,0,-,2,0.50,14,0,1,8,14.3,0,0,0,-,8
2014-11-15,2014-11,東レアローズ,堺ブレイザーズ,4,,佐野翔,2,,,□,□,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2014-11-15,2014-11,東レアローズ,堺ブレイザーズ,5,,米山裕太,4,■,■,■,■,,27,12,0,44.4,44.4,3.00,3,1,0,33.3,2,0.50,9,0,1,2,5.6,28,21,0,75.0,14
2014-11-15,2014-11,東レアローズ,堺ブレイザーズ,6,L,渡辺俊介,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2014-11-15,2014-11,東レアローズ,堺ブレイザーズ,7,,相澤寿,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2014-11-15,2014-11,東レアローズ,堺ブレイザーズ,8,,瀬戸口竜矢,4,■,■,■,■,,11,3,1,27.3,18.2,0.75,1,0,0,0.0,0,-,11,0,2,3,6.8,23,7,0,30.4,3
2014-11-15,2014-11,東レアローズ,堺ブレイザーズ,9,,梅野聡,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2014-11-15,2014-11,東レアローズ,堺ブレイザーズ,10,,星野秀知,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2014-11-15,2014-11,東レアローズ,堺ブレイザーズ,11,,王金剛,3,,□,□,□,,0,0,0,,,-,0,0,0,-,0,-,3,0,1,1,8.3,0,0,0,-,0
2014-11-15,2014-11,東レアローズ,堺ブレイザーズ,12,,ボヨビッチデヤン,4,■,■,■,■,,30,16,3,53.3,43.3,4.00,5,2,0,40.0,0,-,16,0,4,3,4.7,0,0,0,-,16
2014-11-15,2014-11,東レアローズ,堺ブレイザーズ,15,,李博,4,■,■,■,■,,9,4,0,44.4,44.4,1.00,0,0,0,-,5,1.25,19,1,1,5,11.8,1,0,0,0.0,10
2014-11-15,2014-11,東レアローズ,堺ブレイザーズ,18,,鈴木悠二,3,,□,□,□,,0,0,0,,,-,0,0,0,-,0,-,6,2,1,3,39.2,0,0,0,-,2
2014-11-15,2014-11,東レアローズ,堺ブレイザーズ,21,,藤井直伸,4,■,■,■,■,,1,1,0,100.0,100.0,0.25,0,0,0,-,1,0.25,19,0,0,7,9.2,0,0,0,-,2
2014-11-15,2014-11,東レアローズ,堺ブレイザーズ,22,L,井手智,4,●,●,●,●,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,11,9,0,81.8,0
