名前,年月,チーム,背番号,月,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,総得点,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
エバンドログエッラ,2014-11,サントリーサンバーズ,7,44,10,78,41,8,52.6,42.3,26,15,0,1,24,1,8,9,0,0,0,43,57.7,4.1,0.1,5.2,
エバンドログエッラ,2014-12,サントリーサンバーズ,7,24,8,80,36,8,45.0,35.0,35,13,4,2,30,5,12,5,0,0,0,43,37.1,4.5,0.25,10.8,
エバンドログエッラ,2015-01,サントリーサンバーズ,7,7,29,352,172,38,48.9,38.1,167,80,22,18,118,13,23,35,0,0,0,203,47.9,5.93,0.62,13.6,
エバンドログエッラ,2015-02,サントリーサンバーズ,7,14,25,282,162,24,57.4,48.9,132,73,13,13,91,9,26,36,0,0,0,184,55.3,6.48,0.52,12.6,
エルナンデスフェルナンド,2014-11,ジェイテクトSTINGS,19,55,18,219,97,20,44.3,35.2,87,33,6,4,73,5,25,31,0,0,0,106,37.9,5.39,0.22,8.9,
エルナンデスフェルナンド,2015-01,ジェイテクトSTINGS,19,7,24,267,127,28,47.6,37.1,107,51,10,6,99,7,31,36,0,0,0,140,47.7,5.29,0.25,8.3,
エルナンデスフェルナンド,2015-02,ジェイテクトSTINGS,19,14,25,234,100,23,42.7,32.9,83,40,13,4,88,8,28,31,0,0,0,112,48.2,4.0,0.16,9.9,
オムルチェンイゴール,2014-11,豊田合成トレフェルサ,15,55,23,288,143,14,49.7,44.8,116,68,4,10,90,6,28,44,0,0,0,159,58.6,6.22,0.43,11.1,
オムルチェンイゴール,2014-12,豊田合成トレフェルサ,15,24,9,106,57,6,53.8,48.1,46,26,3,7,35,3,6,17,0,0,0,67,56.5,6.33,0.78,16.4,
オムルチェンイゴール,2015-01,豊田合成トレフェルサ,15,6,22,279,118,24,42.3,33.7,94,35,11,8,87,4,20,36,0,0,0,130,37.2,5.36,0.36,9.2,
オムルチェンイゴール,2015-02,豊田合成トレフェルサ,15,14,30,406,210,25,51.7,45.6,190,92,19,5,120,12,30,37,0,0,0,227,48.4,7.0,0.17,11.5,
チアーゴアウヴェス,2014-11,パナソニックパンサーズ,8,44,18,94,48,11,51.1,39.4,5,1,1,11,68,6,13,22,80,54,0,65,20.0,2.67,0.61,12.1,67.5
チアーゴアウヴェス,2014-12,パナソニックパンサーズ,8,12,3,16,6,1,37.5,31.2,0,0,0,1,6,0,0,0,26,22,0,7,,2.0,0.33,0.0,84.6
チアーゴアウヴェス,2015-01,パナソニックパンサーズ,8,5,5,9,5,0,55.6,55.6,0,0,0,1,9,0,0,1,14,8,0,6,,1.0,0.2,2.8,57.1
チアーゴアウヴェス,2015-02,パナソニックパンサーズ,8,14,20,100,36,6,36.0,30.0,0,0,0,9,63,1,12,8,79,48,0,46,,1.8,0.45,0.0,60.8
ブロックソムジョエル,2014-11,パナソニックパンサーズ,7,11,2,0,0,0,,,0,0,0,0,2,0,0,1,0,0,0,0,,0.0,0.0,12.5,
ブロックソムジョエル,2014-12,パナソニックパンサーズ,7,24,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
ブロックソムジョエル,2015-01,パナソニックパンサーズ,7,5,10,0,0,0,,,0,0,0,0,14,0,2,5,0,0,0,0,,0.0,0.0,5.4,
ブロックソムジョエル,2015-02,パナソニックパンサーズ,7,14,19,0,0,0,,,0,0,0,0,28,1,9,6,0,0,0,1,,0.0,0.0,0.9,
ペピチミラン,2014-11,堺ブレイザーズ,6,55,21,178,84,21,47.2,35.4,61,27,12,16,68,8,28,12,0,0,0,108,44.3,4.0,0.76,5.9,
ペピチミラン,2014-12,堺ブレイザーズ,6,24,6,56,20,9,35.7,19.6,18,2,6,5,20,1,5,6,0,0,0,26,11.1,3.33,0.83,6.2,
ペピチミラン,2015-01,堺ブレイザーズ,6,7,25,237,103,31,43.5,30.4,96,50,13,11,84,4,24,23,0,0,0,118,52.1,4.12,0.44,4.5,
ペピチミラン,2015-02,堺ブレイザーズ,6,14,28,310,148,33,47.7,37.1,135,61,18,17,109,10,30,43,0,0,0,175,45.2,5.29,0.61,12.2,
ボヨビッチデヤン,2014-11,東レアローズ,12,55,20,159,68,17,42.8,32.1,59,24,7,4,80,5,23,21,2,0,0,77,40.7,3.4,0.2,5.6,0.0
ボヨビッチデヤン,2014-12,東レアローズ,12,24,7,43,20,4,46.5,37.2,13,5,0,6,23,1,9,6,0,0,0,27,38.5,2.86,0.86,1.1,
ボヨビッチデヤン,2015-01,東レアローズ,12,7,27,247,118,19,47.8,40.1,99,48,8,14,90,3,23,29,1,1,0,135,48.5,4.37,0.52,5.0,100.0
ボヨビッチデヤン,2015-02,東レアローズ,12,14,28,272,129,22,47.4,39.3,126,63,11,12,101,6,22,39,4,1,0,147,50.0,4.61,0.43,10.1,25.0
ミルシェフダナイル,2014-11,FC東京,11,55,16,142,57,17,40.1,28.2,53,20,10,7,54,2,21,16,0,0,0,66,37.7,3.56,0.44,1.4,
ミルシェフダナイル,2014-12,FC東京,11,24,7,58,25,3,43.1,37.9,33,18,2,1,19,1,3,3,0,0,0,27,54.5,3.57,0.14,5.3,
ミルシェフダナイル,2015-01,FC東京,11,7,23,201,92,12,45.8,39.8,76,39,7,7,74,6,24,18,0,0,0,105,51.3,4.0,0.3,6.1,
ミルシェフダナイル,2015-02,FC東京,11,14,26,226,96,20,42.5,33.6,97,45,8,10,83,2,31,28,0,0,0,108,46.4,3.69,0.38,1.5,
ヴィソットレアンドロ,2014-11,JTサンダーズ,18,55,20,209,86,17,41.1,33.0,97,45,9,8,86,9,24,35,2,2,0,103,46.4,4.3,0.4,13.7,100.0
ヴィソットレアンドロ,2014-12,JTサンダーズ,18,24,6,63,29,2,46.0,42.9,24,11,2,1,32,5,9,9,0,0,0,35,45.8,4.83,0.17,15.6,
ヴィソットレアンドロ,2015-01,JTサンダーズ,18,7,26,263,122,24,46.4,37.3,107,43,16,17,119,16,19,47,0,0,0,155,40.2,4.69,0.65,19.3,
ヴィソットレアンドロ,2015-02,JTサンダーズ,18,14,27,256,128,15,50.0,44.1,116,48,10,13,117,11,25,44,1,1,0,152,41.4,4.74,0.48,13.5,100.0
中島健太,2014-11,JTサンダーズ,4,44,4,2,2,0,100.0,100.0,0,0,0,1,6,0,1,2,0,0,0,3,,0.5,0.25,4.2,
中島健太,2014-12,JTサンダーズ,4,24,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
中島健太,2015-01,JTサンダーズ,4,2,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
久保山尚,2015-01,ジェイテクトSTINGS,5,6,2,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,0,,0.0,0.0,0.0,
久保山尚,2015-02,ジェイテクトSTINGS,5,14,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
久原大輝,2014-11,JTサンダーズ,8,55,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
久原大輝,2014-12,JTサンダーズ,8,24,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
久原大輝,2015-01,JTサンダーズ,8,7,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
久原大輝,2015-02,JTサンダーズ,8,14,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
井上俊輔,2014-11,JTサンダーズ,19,55,1,0,0,0,,,0,0,0,0,1,0,0,1,0,0,0,0,,0.0,0.0,25.0,
井上俊輔,2014-12,JTサンダーズ,19,24,2,2,1,0,50.0,50.0,0,0,0,0,6,0,3,0,0,0,0,1,,0.5,0.0,-12.5,
井上俊輔,2015-01,JTサンダーズ,19,7,1,0,0,0,,,0,0,0,0,0,0,0,0,1,0,0,0,,0.0,0.0,,0.0
井上俊輔,2015-02,JTサンダーズ,19,14,9,6,2,0,33.3,33.3,1,0,0,4,29,1,4,9,1,0,0,7,0.0,0.22,0.44,7.8,0.0
井上崇昭,2014-11,豊田合成トレフェルサ,8,55,11,2,1,0,50.0,50.0,0,0,0,0,2,0,0,1,0,0,0,1,,0.09,0.0,12.5,
井上崇昭,2014-12,豊田合成トレフェルサ,8,24,2,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
井上崇昭,2015-01,豊田合成トレフェルサ,8,2,6,6,4,0,66.7,66.7,0,0,0,1,5,0,0,0,2,1,0,5,,0.67,0.17,0.0,50.0
井上崇昭,2015-02,豊田合成トレフェルサ,8,8,7,2,0,0,0.0,0.0,0,0,0,1,2,0,0,0,1,0,0,1,,0.0,0.14,0.0,0.0
井上裕介,2014-11,堺ブレイザーズ,2,55,18,0,0,0,,,0,0,0,0,0,0,0,0,88,56,0,0,,0.0,0.0,,63.6
井上裕介,2014-12,堺ブレイザーズ,2,24,6,0,0,0,,,0,0,0,0,0,0,0,0,38,26,0,0,,0.0,0.0,,68.4
井上裕介,2015-01,堺ブレイザーズ,2,7,23,0,0,0,,,0,0,0,0,0,0,0,0,99,62,0,0,,0.0,0.0,,62.6
