大会,チーム,出場,出場,アタック,アタック,アタック,アタック,バックアタック,バックアタック,バックアタック,バックアタック,アタック決定本数,ブロック,ブロック,サーブ,サーブ,サーブ,サーブ,サーブ,サーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,総得点,総得点,総得点,総得点
大会,チーム,試合数,セット数,打数,得点,失点,決定率,打数,得点,失点,決定率,セット平均,得点,セット平均,打数,ノータッチ,エース,失点,効果,効果率,受数,成功・優,成功・良,成功率,アタック,ブロック,サーブ,得点合計
Ｖ・プレミアリーグ男子 2012/13,FC東京,6,13,0,0,0,-,0,0,0,-,-,0,-,20,0,0,7,5,6.2,0,0,0,-,0,0,0,0
レギュラーラウンド,FC東京,6,13,0,0,0,-,0,0,0,-,-,0,-,20,0,0,7,5,6.2,0,0,0,-,0,0,0,0
Ｖ・プレミアリーグ男子 2010/11,FC東京,2,0,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,0,0,0,-,0,0,0,0
レギュラーラウンド,FC東京,2,0,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,0,0,0,-,0,0,0,0
サマーリーグ男子 2010,,3,7,18,7,1,38.9,1,0,0,0.0,1.00,2,0.29,16,0,0,3,5,7.8,10,6,0,60.0,7,2,0,9
サマーリーグ,,3,7,18,7,1,38.9,1,0,0,0.0,1.00,2,0.29,16,0,0,3,5,7.8,10,6,0,60.0,7,2,0,9
Ｖ・プレミアリーグ男子 2009/10,FC東京,4,9,0,0,0,-,0,0,0,-,-,0,-,10,0,0,3,1,2.5,0,0,0,-,0,0,0,0
レギュラーラウンド,FC東京,4,9,0,0,0,-,0,0,0,-,-,0,-,10,0,0,3,1,2.5,0,0,0,-,0,0,0,0
Ｖ・チャレンジリーグ男子 2008/09,FC東京,10,37,1,1,0,100.0,1,1,0,100.0,0.03,0,-,62,1,3,13,15,11.5,0,0,0,-,1,0,4,5
レギュラーラウンド,FC東京,3,11,0,0,0,-,0,0,0,-,-,0,-,19,0,1,3,4,9.5,0,0,0,-,0,0,1,1
ファイナルリーグ,FC東京,7,26,1,1,0,100.0,1,1,0,100.0,0.04,0,-,43,1,2,10,11,12.4,0,0,0,-,1,0,3,4
レギュラーシーズン通算,,15,33,0,0,0,-,0,0,0,-,-,0,-,49,0,1,13,10,0.5,0,0,0,-,0,0,1,1
通算,,25,66,19,8,1,42.1,2,1,0,50.0,0.12,2,0.03,108,1,3,26,26,3.7,10,6,0,60.0,8,2,4,14
