試合日,チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,相手アタック打数,相手アタック得点,相手アタック失点,相手アタック決定率,相手ブロック得点,相手ブロックセット平均,相手サーブ効果率,相手サーブレシーブ成功率
2021-02-28,埼玉アザレア,1,L,川崎翔太,4,●,●,●,●,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,18,8,4,55.6,,,,,,,,
2021-02-28,埼玉アザレア,2,,加藤克貴,3,nan,□,■,■,nan,23,9,4,39.1,21.7,3.00,1,0,1,0.0,1,0.33,9,0,2,2,0.0,18,6,5,47.2,,,,,,,,
2021-02-28,埼玉アザレア,3,,石井和希,3,■,■,nan,■,nan,23,11,2,47.8,39.1,3.67,6,3,1,50.0,2,0.67,8,0,0,0,0.0,0,0,0,-,,,,,,,,
2021-02-28,埼玉アザレア,4,,中野竜,3,□,□,■,nan,nan,15,6,2,40.0,26.7,2.00,6,2,2,33.3,1,0.33,5,0,1,1,0.0,0,0,0,-,,,,,,,,
2021-02-28,埼玉アザレア,5,,佐藤匠,4,■,■,■,■,nan,16,5,3,31.2,12.5,1.25,0,0,0,-,3,0.75,15,1,0,1,8.3,0,0,0,-,,,,,,,,
2021-02-28,埼玉アザレア,6,,浜田翔太,4,■,■,■,■,nan,9,5,0,55.6,55.6,1.25,1,1,0,100.0,3,0.75,21,1,0,2,7.1,0,0,0,-,,,,,,,,
2021-02-28,埼玉アザレア,7,,笠原啓太,4,■,■,■,■,nan,12,3,1,25.0,16.7,0.75,0,0,0,-,1,0.25,13,1,0,0,7.7,0,0,0,-,,,,,,,,
2021-02-28,埼玉アザレア,8,,筒井匠,1,nan,□,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,0,1,25.0,0,0,0,-,,,,,,,,
2021-02-28,埼玉アザレア,9,,前田将武,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2021-02-28,埼玉アザレア,10,,川畑貴裕,3,■,■,nan,■,nan,17,4,0,23.5,23.5,1.33,1,0,0,0.0,3,1.00,7,0,0,0,0.0,11,4,1,40.9,,,,,,,,
2021-02-28,埼玉アザレア,13,,小島大輝,1,nan,nan,□,nan,nan,3,1,0,33.3,33.3,1.00,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2021-02-28,埼玉アザレア,14,,森田凌雅,3,■,■,■,nan,nan,17,9,0,52.9,52.9,3.00,1,0,0,0.0,1,0.33,10,0,0,1,2.5,29,10,12,55.2,,,,,,,,
2021-02-28,埼玉アザレア,16,,小堀優,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2021-02-28,埼玉アザレア,チーム合計,チーム合計,チーム合計,4,nan,nan,nan,nan,nan,135,53,12,39.3,30.4,13.25,16,6,4,37.5,15,3.75,89,3,3,8,4.8,76,28,22,51.3,156,59,9,37.8,9,2.25,7.7,69.4
