名前,チーム,背番号,月,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,総得点,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
山本隆弘,パナソニックパンサーズ,5,3,5,0,0,0,,,0,0,0,0,4,0,1,1,0,0,0,0,,0.0,0.0,0.0,
山村宏太,サントリーサンバーズ,1,3,4,10,4,0,40.0,40.0,0,0,0,2,18,0,1,7,1,1,0,6,,1.0,0.5,8.3,100.0
山添信也,パナソニックパンサーズ,3,3,1,0,0,0,,,0,0,0,1,1,0,0,0,0,0,0,1,,0.0,1.0,0.0,
岡本祥吾,サントリーサンバーズ,6,3,4,0,0,0,,,0,0,0,2,8,0,1,1,0,0,0,2,,0.0,0.5,0.0,
川村慎二,パナソニックパンサーズ,8,3,1,0,0,0,,,0,0,0,0,1,0,1,0,0,0,0,0,,0.0,0.0,-25.0,
松崎廣光,サントリーサンバーズ,21,3,1,0,0,0,,,0,0,0,0,0,0,0,0,1,1,0,0,,0.0,0.0,,100.0
松本慶彦,堺ブレイザーズ,1,3,1,2,0,1,0.0,-50.0,0,0,0,0,1,0,0,0,0,0,0,0,,0.0,0.0,0.0,
枩田優介,パナソニックパンサーズ,13,3,5,13,6,3,46.2,23.1,0,0,0,6,16,0,0,2,3,2,0,12,,1.2,1.2,3.1,66.7
柴小屋康行,サントリーサンバーズ,5,3,4,33,16,3,48.5,39.4,4,3,1,4,9,0,2,1,3,1,0,20,75.0,4.0,1.0,-2.8,33.3
横田一義,堺ブレイザーズ,12,3,4,10,2,2,20.0,0.0,0,0,0,0,9,0,0,2,0,0,0,2,,0.5,0.0,5.6,
武市康,サントリーサンバーズ,18,3,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
永野健,パナソニックパンサーズ,17,3,5,0,0,0,,,0,0,0,0,0,0,0,0,24,18,0,0,,0.0,0.0,,75.0
津曲勝利,サントリーサンバーズ,11,3,4,0,0,0,,,0,0,0,0,0,0,0,0,33,27,0,0,,0.0,0.0,,81.8
清水邦広,パナソニックパンサーズ,1,3,5,45,24,4,53.3,44.4,21,11,1,2,20,0,1,7,0,0,0,26,52.4,4.8,0.4,7.5,
渡辺俊介,東レアローズ,6,3,3,0,0,0,,,0,0,0,0,3,0,1,1,0,0,0,0,,0.0,0.0,0.0,
田辺修,東レアローズ,2,3,5,0,0,0,,,0,0,0,0,0,0,0,0,32,21,0,0,,0.0,0.0,,65.6
白澤健児,パナソニックパンサーズ,6,3,5,14,7,0,50.0,50.0,0,0,0,4,21,0,3,4,0,0,0,11,,1.4,0.8,1.2,
相澤寿,東レアローズ,7,3,2,0,0,0,,,0,0,0,1,0,0,0,0,0,0,0,1,,0.0,0.5,,
石島雄介,堺ブレイザーズ,3,3,4,16,7,0,43.8,43.8,4,2,0,0,16,0,2,5,28,20,0,7,50.0,1.75,0.0,4.7,71.4
福澤達哉,パナソニックパンサーズ,15,3,5,56,29,5,51.8,42.9,10,6,1,1,17,2,4,4,66,49,0,32,60.0,5.8,0.2,11.8,74.2
篠田歩,東レアローズ,17,3,5,7,4,1,57.1,42.9,0,0,0,4,16,0,1,1,1,1,0,8,,0.8,0.8,0.0,100.0
米山裕太,東レアローズ,5,3,5,34,20,0,58.8,58.8,7,2,0,0,19,0,3,5,30,23,0,20,28.6,4.0,0.0,2.6,76.7
米山達也,サントリーサンバーズ,20,3,4,20,10,0,50.0,50.0,1,1,0,0,20,2,2,8,27,18,0,12,100.0,2.5,0.0,17.5,66.7
西尾太作,堺ブレイザーズ,16,3,1,1,0,0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,,0.0,0.0,0.0,
角田辰徳,東レアローズ,16,3,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
谷村孝,パナソニックパンサーズ,18,3,1,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,0,,0.0,0.0,0.0,
越谷章,東レアローズ,10,3,5,20,8,2,40.0,30.0,3,1,1,0,16,0,2,4,39,30,0,8,33.3,1.6,0.0,3.1,76.9
近藤茂,東レアローズ,4,3,5,0,0,0,,,0,0,0,2,23,0,0,3,1,0,0,2,,0.0,0.4,3.3,0.0
金井修也,堺ブレイザーズ,8,3,4,1,1,0,100.0,100.0,0,0,0,1,9,0,0,2,0,0,0,2,,0.25,0.25,5.6,
金子隆行,サントリーサンバーズ,8,3,3,2,1,0,50.0,50.0,0,0,0,0,2,0,0,1,2,2,0,1,,0.33,0.0,12.5,100.0
鈴木寛史,サントリーサンバーズ,2,3,4,11,5,1,45.5,36.4,0,0,0,2,10,0,1,3,0,0,0,7,,1.25,0.5,5.0,
鈴木悠二,東レアローズ,18,3,3,2,1,0,50.0,50.0,0,0,0,0,2,0,2,0,1,0,0,1,,0.33,0.0,-25.0,0.0
阿部裕太,東レアローズ,9,3,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
高橋賢,サントリーサンバーズ,13,3,2,0,0,0,,,0,0,0,0,0,0,0,0,2,2,0,0,,0.0,0.0,,100.0
