名前,チーム,背番号,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
三芳健斗,富士通カワサキレッドスピリッツ,6,59,199,105,18,52.8,43.7,0,0,0,41,127,11,8,35,5,1,0,,1.8,0.7,14.0,20.0
上道映人,トヨタ自動車サンホークス,13,60,389,162,62,41.6,25.7,56,11,22,10,223,13,61,66,153,85,0,19.6,2.7,0.2,6.4,55.6
下田健一,警視庁フォートファイターズ,11,32,38,14,7,36.8,18.4,15,4,4,2,52,2,12,14,1,0,0,26.7,0.4,0.1,4.8,0.0
中島俊介,東京ヴェルディ,15,59,583,301,82,51.6,37.6,183,80,43,25,201,20,67,64,121,64,0,43.7,5.1,0.4,9.6,52.9
中島健太,近畿クラブスフィーダ,19,39,189,89,31,47.1,30.7,28,11,9,22,100,2,10,27,10,4,0,39.3,2.3,0.6,6.2,40.0
中川剛,富士通カワサキレッドスピリッツ,1,45,294,155,29,52.7,42.9,89,50,13,20,137,5,7,49,1,1,0,56.2,3.4,0.4,11.3,100.0
中村成輔,兵庫デルフィーノ,21,50,16,8,2,50.0,37.5,0,0,0,5,159,4,9,75,1,1,0,,0.2,0.1,12.9,100.0
中村航太朗,警視庁フォートファイターズ,13,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
中沢敏浩,東京トヨペットグリーンスパークル,4,56,0,0,0,,,0,0,0,0,0,0,0,0,369,209,0,,0.0,0.0,,56.6
中田学,警視庁フォートファイターズ,24,31,234,100,25,42.7,32.1,83,31,15,13,100,0,12,29,6,3,0,37.3,3.2,0.4,4.2,50.0
中西優介,きんでんトリニティーブリッツ,16,29,63,22,8,34.9,22.2,0,0,0,6,73,2,1,19,115,73,0,,0.8,0.2,8.9,63.5
中西教之,きんでんトリニティーブリッツ,5,25,79,32,4,40.5,35.4,0,0,0,12,75,2,6,24,11,7,0,,1.3,0.5,8.7,63.6
中道元貴,警視庁フォートファイターズ,14,64,485,208,59,42.9,30.7,24,7,7,19,235,15,40,83,416,283,0,29.2,3.2,0.3,11.0,68.0
中道淑人,大同特殊鋼レッドスター,17,49,0,0,0,,,0,0,0,0,44,3,8,16,78,41,0,,0.0,0.0,11.4,52.6
久原大輝,つくばユナイテッドSunGAIA,19,16,56,22,4,39.3,32.1,1,0,0,3,44,2,13,12,105,65,0,0.0,1.4,0.2,4.0,61.9
井上人哉,警視庁フォートファイターズ,7,28,0,0,0,,,0,0,0,0,41,1,0,8,0,0,0,,0.0,0.0,7.3,
井上佑馬,東京トヨペットグリーンスパークル,13,55,185,71,18,38.4,28.6,0,0,0,19,183,5,11,55,9,3,0,,1.3,0.3,8.7,33.3
井上優人,兵庫デルフィーノ,1,53,188,79,10,42.0,36.7,8,2,0,29,205,12,21,70,14,10,0,25.0,1.5,0.5,11.8,71.4
井上周二,兵庫デルフィーノ,6,57,362,141,22,39.0,32.9,17,6,2,12,250,8,24,63,540,347,0,35.3,2.5,0.2,7.1,64.3
今田善仁,きんでんトリニティーブリッツ,4,30,13,8,0,61.5,61.5,0,0,0,2,46,1,1,13,2,0,0,,0.3,0.1,8.7,0.0
伊勢谷将弘,近畿クラブスフィーダ,22,34,0,0,0,,,0,0,0,0,8,0,1,3,225,115,0,,0.0,0.0,6.2,51.1
