月,チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
10,ヴィクトリーナ姫路,13,,田中咲希,13,3,3,2,2,0,93,29,6,31.2,24.7,2.2,5,1,0,20.0,0,0.0,25,3,3,7,16.0,71,27,18,50.7
11,ヴィクトリーナ姫路,13,,田中咲希,8,0,0,1,1,0,24,15,1,62.5,58.3,1.9,0,0,0,,0,0.0,13,0,4,2,-3.8,16,8,4,62.5
12,ヴィクトリーナ姫路,13,,田中咲希,8,0,0,0,0,0,28,8,1,28.6,25.0,1.0,1,0,0,0.0,0,0.0,13,1,3,5,11.5,8,5,1,68.8
