月,チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
10,ヴィクトリーナ姫路,9,,吉岡可奈,14,3,4,5,1,0,40,12,0,30.0,30.0,0.9,1,0,0,0.0,7,0.5,38,2,8,9,5.9,2,1,0,50.0
11,ヴィクトリーナ姫路,9,,吉岡可奈,24,8,6,7,2,1,55,21,4,38.2,30.9,0.9,1,1,0,100.0,9,0.4,92,4,9,19,7.1,4,1,2,50.0
12,ヴィクトリーナ姫路,9,,吉岡可奈,28,8,8,8,3,1,71,27,1,38.0,36.6,1.0,0,0,0,,9,0.3,104,3,7,29,8.2,3,2,1,83.3
