大会,チーム,出場,出場,アタック,アタック,アタック,アタック,バックアタック,バックアタック,バックアタック,バックアタック,アタック決定本数,ブロック,ブロック,サーブ,サーブ,サーブ,サーブ,サーブ,サーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,総得点,総得点,総得点,総得点
大会,チーム,試合数,セット数,打数,得点,失点,決定率,打数,得点,失点,決定率,セット平均,得点,セット平均,打数,ノータッチ,エース,失点,効果,効果率,受数,成功・優,成功・良,成功率,アタック,ブロック,サーブ,得点合計
2019-20 V.LEAGUE DIVISION1 WOMEN,岡山シーガルズ,26,100,1305,490,45,37.5,19,0,2,0.0,4.9,17,0.17,340,3,5,11,76,7.1,614,340,120,65.1,490,17,8,515
プレミアカンファレンス,岡山シーガルズ,15,56,764,280,22,36.6,11,0,1,0.0,5.0,14,0.25,196,2,4,7,47,8.2,331,179,69,64.5,280,14,6,300
交流戦,岡山シーガルズ,6,21,238,100,13,42.0,1,0,1,0.0,4.76,2,0.10,71,1,0,1,16,6.7,131,76,25,67.6,100,2,1,103
ファイナル８・Ｂグループ,岡山シーガルズ,3,13,174,65,2,37.4,4,0,0,0.0,5.0,1,0.08,46,0,1,2,10,6.5,85,50,13,66.5,65,1,1,67
セミファイナル①,岡山シーガルズ,1,5,76,28,4,36.8,2,0,0,0.0,5.6,0,-,12,0,0,1,1,0.0,32,17,5,60.9,28,0,0,28
ファイナル,岡山シーガルズ,1,5,53,17,4,32.1,1,0,0,0.0,3.4,0,-,15,0,0,0,2,3.3,35,18,8,62.9,17,0,0,17
V.LEAGUE DIVISION1 WOMEN 2018-19,岡山シーガルズ,22,79,925,327,27,35.4,19,3,2,15.8,4.14,13,0.16,266,2,8,7,67,9.4,506,225,108,55.1,327,13,10,350
Western Conference,岡山シーガルズ,8,30,370,139,9,37.6,9,2,0,22.2,4.63,3,0.10,106,1,1,1,29,8.5,209,93,39,53.8,139,3,2,144
交流戦,岡山シーガルズ,12,43,479,157,17,32.8,9,0,2,0.0,3.65,9,0.21,140,1,5,4,35,9.8,253,114,61,57.1,157,9,6,172
チャレンジステージ,岡山シーガルズ,2,6,76,31,1,40.8,1,1,0,100.0,5.17,1,0.17,20,0,2,2,3,11.2,44,18,8,50.0,31,1,2,34
Ｖ・チャレンジリーグⅠ女子 2017/18,岡山シーガルズ,18,58,613,239,18,39.0,5,0,0,0.0,4.12,22,0.38,195,1,2,2,52,7.9,365,148,98,54.0,239,22,3,264
レギュラーラウンド,岡山シーガルズ,18,58,613,239,18,39.0,5,0,0,0.0,4.12,22,0.38,195,1,2,2,52,7.9,365,148,98,54.0,239,22,3,264
Ｖ・プレミアリーグ女子 2016/17,岡山シーガルズ,21,68,669,212,19,31.7,12,2,0,16.7,3.12,10,0.15,196,1,2,6,67,9.9,391,215,0,55.0,212,10,3,225
レギュラーラウンド,岡山シーガルズ,21,68,669,212,19,31.7,12,2,0,16.7,3.12,10,0.15,196,1,2,6,67,9.9,391,215,0,55.0,212,10,3,225
チャレンジマッチ女子2016/17,岡山シーガルズ,2,7,66,24,1,36.4,0,0,0,-,3.43,2,0.29,25,0,0,1,11,11.0,34,18,0,52.9,24,2,0,26
チャレンジマッチ,岡山シーガルズ,2,7,66,24,1,36.4,0,0,0,-,3.43,2,0.29,25,0,0,1,11,11.0,34,18,0,52.9,24,2,0,26
Ｖ・プレミアリーグ女子 2015/16,岡山シーガルズ,25,78,476,138,23,29.0,6,1,0,16.7,1.77,7,0.09,187,1,4,6,58,10.0,421,223,0,53.0,138,7,5,150
レギュラーラウンド,岡山シーガルズ,21,71,446,132,22,29.6,6,1,0,16.7,1.86,6,0.08,176,1,4,6,55,10.2,390,211,0,54.1,132,6,5,143
ファイナル６,岡山シーガルズ,4,7,30,6,1,20.0,0,0,0,-,0.86,1,0.14,11,0,0,0,3,6.8,31,12,0,38.7,6,1,0,7
Ｖ・プレミアリーグ女子 2014/15,岡山シーガルズ,14,28,127,33,9,26.0,2,1,0,50.0,1.18,2,0.07,45,0,0,1,14,7.8,55,30,0,54.5,33,2,0,35
レギュラーラウンド,岡山シーガルズ,9,20,93,29,6,31.2,1,0,0,0.0,1.45,1,0.05,36,0,0,1,11,7.6,47,27,0,57.4,29,1,0,30
ファイナル６,岡山シーガルズ,5,8,34,4,3,11.8,1,1,0,100.0,0.5,1,0.12,9,0,0,0,3,8.3,8,3,0,37.5,4,1,0,5
レギュラーシーズン通算,,110,367,3672,1288,126,35.1,54,5,4,9.3,3.51,67,0.18,1116,8,18,28,312,8.7,2117,1063,292,57.1,1288,67,26,1381
通算,,128,418,4181,1463,142,35.0,63,7,4,11.1,3.5,73,0.17,1254,8,21,34,345,8.5,2386,1199,326,57.1,1463,73,29,1565
