大会,チーム,出場,出場,アタック,アタック,アタック,アタック,バックアタック,バックアタック,バックアタック,バックアタック,アタック決定本数,ブロック,ブロック,サーブ,サーブ,サーブ,サーブ,サーブ,サーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,総得点,総得点,総得点,総得点
大会,チーム,試合数,セット数,打数,得点,失点,決定率,打数,得点,失点,決定率,セット平均,得点,セット平均,打数,ノータッチ,エース,失点,効果,効果率,受数,成功・優,成功・良,成功率,アタック,ブロック,サーブ,得点合計
2019-20 V.LEAGUE DIVISION1 WOMEN,岡山シーガルズ,13,10,17,4,0,23.5,0,0,0,-,0.40,1,0.10,13,0,0,2,3,1.9,0,0,0,-,4,1,0,5
プレミアカンファレンス,岡山シーガルズ,9,6,10,3,0,30.0,0,0,0,-,0.50,0,-,6,0,0,1,1,0.0,0,0,0,-,3,0,0,3
交流戦,岡山シーガルズ,3,2,3,1,0,33.3,0,0,0,-,0.50,1,0.50,5,0,0,0,2,10.0,0,0,0,-,1,1,0,2
ファイナル８・Ｂグループ,岡山シーガルズ,1,2,4,0,0,0.0,0,0,0,-,-,0,-,2,0,0,1,0,-12.5,0,0,0,-,0,0,0,0
V.LEAGUE DIVISION1 WOMEN 2018-19,岡山シーガルズ,2,3,5,2,0,40.0,0,0,0,-,0.67,0,-,0,0,0,0,0,-,1,0,0,0.0,2,0,0,2
Western Conference,岡山シーガルズ,1,2,1,1,0,100.0,0,0,0,-,0.50,0,-,0,0,0,0,0,-,1,0,0,0.0,1,0,0,1
交流戦,岡山シーガルズ,1,1,4,1,0,25.0,0,0,0,-,1.00,0,-,0,0,0,0,0,-,0,0,0,-,1,0,0,1
Ｖ・チャレンジリーグⅠ女子 2017/18,岡山シーガルズ,3,4,7,2,0,28.6,0,0,0,-,0.50,1,0.25,4,0,1,0,1,31.2,0,0,0,-,2,1,1,4
レギュラーラウンド,岡山シーガルズ,3,4,7,2,0,28.6,0,0,0,-,0.50,1,0.25,4,0,1,0,1,31.2,0,0,0,-,2,1,1,4
レギュラーシーズン通算,,17,15,25,8,0,32.0,0,0,0,-,0.53,2,0.13,15,0,1,1,4,11.7,1,0,0,0.0,8,2,1,11
通算,,18,17,29,8,0,27.6,0,0,0,-,0.47,2,0.12,17,0,1,2,4,8.8,1,0,0,0.0,8,2,1,11
