大会,チーム,出場,出場,アタック,アタック,アタック,アタック,バックアタック,バックアタック,バックアタック,バックアタック,アタック決定本数,ブロック,ブロック,サーブ,サーブ,サーブ,サーブ,サーブ,サーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,総得点,総得点,総得点,総得点
大会,チーム,試合数,セット数,打数,得点,失点,決定率,打数,得点,失点,決定率,セット平均,得点,セット平均,打数,ノータッチ,エース,失点,効果,効果率,受数,成功・優,成功・良,成功率,アタック,ブロック,サーブ,得点合計
2019-20 V.LEAGUE DIVISION1 WOMEN,岡山シーガルズ,26,90,260,102,7,39.2,0,0,0,-,1.13,33,0.37,322,2,7,9,90,9.1,7,6,1,92.9,102,33,9,144
プレミアカンファレンス,岡山シーガルズ,15,54,159,63,3,39.6,0,0,0,-,1.17,20,0.37,190,1,2,8,50,7.1,4,4,0,100.0,63,20,3,86
交流戦,岡山シーガルズ,6,21,62,23,3,37.1,0,0,0,-,1.10,10,0.48,87,1,3,1,32,13.5,3,2,1,83.3,23,10,4,37
ファイナル８・Ｂグループ,岡山シーガルズ,3,7,20,8,0,40.0,0,0,0,-,1.14,2,0.29,24,0,0,0,5,5.2,0,0,0,-,8,2,0,10
セミファイナル①,岡山シーガルズ,1,3,3,1,0,33.3,0,0,0,-,0.33,0,-,5,0,1,0,0,20.0,0,0,0,-,1,0,1,2
ファイナル,岡山シーガルズ,1,5,16,7,1,43.8,0,0,0,-,1.40,1,0.20,16,0,1,0,3,10.9,0,0,0,-,7,1,1,9
V.LEAGUE DIVISION1 WOMEN 2018-19,岡山シーガルズ,21,57,221,79,7,35.7,1,0,0,0.0,1.39,22,0.39,181,0,7,0,44,9.9,6,3,1,58.3,79,22,7,108
Western Conference,岡山シーガルズ,7,24,91,28,2,30.8,1,0,0,0.0,1.17,11,0.46,75,0,3,0,17,9.7,2,1,0,50.0,28,11,3,42
交流戦,岡山シーガルズ,12,30,119,48,5,40.3,0,0,0,-,1.60,10,0.33,93,0,4,0,23,10.5,3,1,1,50.0,48,10,4,62
チャレンジステージ,岡山シーガルズ,2,3,11,3,0,27.3,0,0,0,-,1.00,1,0.33,13,0,0,0,4,7.7,1,1,0,100.0,3,1,0,4
Ｖ・チャレンジリーグⅠ女子 2017/18,岡山シーガルズ,16,32,126,44,3,34.9,0,0,0,-,1.38,12,0.38,87,0,1,3,17,5.2,8,2,2,37.5,44,12,1,57
レギュラーラウンド,岡山シーガルズ,16,32,126,44,3,34.9,0,0,0,-,1.38,12,0.38,87,0,1,3,17,5.2,8,2,2,37.5,44,12,1,57
Ｖ・プレミアリーグ女子 2016/17,岡山シーガルズ,15,35,84,38,1,45.2,0,0,0,-,1.09,4,0.11,64,0,1,1,20,9.1,3,2,0,66.7,38,4,1,43
レギュラーラウンド,岡山シーガルズ,15,35,84,38,1,45.2,0,0,0,-,1.09,4,0.11,64,0,1,1,20,9.1,3,2,0,66.7,38,4,1,43
チャレンジマッチ女子2016/17,岡山シーガルズ,2,7,17,4,0,23.5,0,0,0,-,0.57,1,0.14,19,0,0,0,9,11.8,1,1,0,100.0,4,1,0,5
チャレンジマッチ,岡山シーガルズ,2,7,17,4,0,23.5,0,0,0,-,0.57,1,0.14,19,0,0,0,9,11.8,1,1,0,100.0,4,1,0,5
Ｖ・プレミアリーグ女子 2015/16,岡山シーガルズ,10,14,33,13,1,39.4,0,0,0,-,0.93,1,0.07,25,0,1,3,7,10.2,7,3,0,42.9,13,1,1,15
レギュラーラウンド,岡山シーガルズ,6,6,15,5,1,33.3,0,0,0,-,0.83,0,-,6,0,0,1,2,8.3,0,0,0,-,5,0,0,5
ファイナル６,岡山シーガルズ,4,8,18,8,0,44.4,0,0,0,-,1.00,1,0.12,19,0,1,2,5,10.8,7,3,0,42.9,8,1,1,10
Ｖ・プレミアリーグ女子 2014/15,岡山シーガルズ,1,2,1,0,0,0.0,1,0,0,0.0,-,0,-,2,0,0,0,0,0.0,0,0,0,-,0,0,0,0
レギュラーラウンド,岡山シーガルズ,1,2,1,0,0,0.0,1,0,0,0.0,-,0,-,2,0,0,0,0,0.0,0,0,0,-,0,0,0,0
レギュラーシーズン通算,,78,204,657,249,18,37.9,2,0,0,0.0,1.22,67,0.33,604,2,14,14,161,8.7,23,12,4,60.9,249,67,16,332
通算,,91,237,742,280,19,37.7,2,0,0,0.0,1.18,73,0.31,700,2,17,16,187,8.8,32,17,4,59.4,280,73,19,372
