月,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
10,13,,柳町逸太,0,0,0,0,0,0,0,0,0,,,,0,0,0,,0,,0,0,0,0,,0,0,0,
11,13,,柳町逸太,3,0,0,1,0,0,20,6,3,30.0,15.0,6.666666666666667,7,0,2,0.0,0,0.0,10,1,2,3,12.5,0,0,0,
01,13,,柳町逸太,6,0,1,1,0,0,17,7,3,41.17647058823529,23.52941176470588,2.8333333333333335,8,1,2,12.5,0,0.0,9,1,3,1,5.555555555555555,0,0,0,
11,13,,柳町逸太,4,0,0,1,0,0,23,6,3,26.08695652173913,13.043478260869565,5.75,11,1,3,9.090909090909092,0,0.0,10,1,2,3,12.5,0,0,0,
