試合日,月,チーム,相手チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,総得点
2006-03-11,03,サントリーサンバーズ,NECブルーロケッツ,1,,山村宏太,3,■,■,■,nan,nan,10,4,1,40.0,30.0,1.33,0,0,0,-,2,0.67,6,0,2,0,0.0,0,0,0,-,6
2006-03-11,03,サントリーサンバーズ,NECブルーロケッツ,3,,坂本雄一郎,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2006-03-11,03,サントリーサンバーズ,NECブルーロケッツ,6,,栗原圭介,3,■,■,■,nan,nan,0,0,0,,,-,0,0,0,-,0,-,18,0,1,1,1.4,0,0,0,-,0
2006-03-11,03,サントリーサンバーズ,NECブルーロケッツ,7,,越川優,3,■,■,■,nan,nan,18,13,0,72.2,72.2,4.33,4,3,0,75.0,3,1.00,11,2,3,3,21.4,16,12,0,75.0,18
2006-03-11,03,サントリーサンバーズ,NECブルーロケッツ,8,,西田靖宏,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2006-03-11,03,サントリーサンバーズ,NECブルーロケッツ,9,,桑田鎮典,2,□,nan,□,nan,nan,0,0,0,,,-,0,0,0,-,1,0.50,0,0,0,0,-,0,0,0,-,1
2006-03-11,03,サントリーサンバーズ,NECブルーロケッツ,10,,荻野正二,3,■,■,■,nan,nan,13,8,0,61.5,61.5,2.67,0,0,0,-,0,-,10,0,3,0,0.0,26,24,0,92.3,8
2006-03-11,03,サントリーサンバーズ,NECブルーロケッツ,11,L,津曲勝利,3,●,●,●,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,10,10,0,100.0,0
2006-03-11,03,サントリーサンバーズ,NECブルーロケッツ,13,,村上龍介,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2006-03-11,03,サントリーサンバーズ,NECブルーロケッツ,14,,モンテイロジョエル,3,■,■,■,nan,nan,27,13,3,48.1,37.0,4.33,6,3,1,50.0,0,-,14,1,2,5,16.1,0,0,0,-,14
