名前,年月,チーム,背番号,月,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
ルナカルロス,2007-01,東京ヴェルディ,16,5,18,135,72,10,53.3,45.9,19,9,4,7,80,2,14,19,154,113,0,47.4,4.0,0.39,4.1,73.4
ルナカルロス,2007-02,東京ヴェルディ,16,10,18,126,59,15,46.8,34.9,19,9,1,10,70,1,11,18,102,72,0,47.4,3.28,0.56,3.9,70.6
ルナカルロス,2007-03,東京ヴェルディ,16,18,23,159,85,9,53.5,47.8,20,9,2,9,93,3,12,23,198,131,0,45.0,3.7,0.39,6.2,66.2
三上圭治郎,2007-01,つくばユナイテッドSunGAIA,8,5,20,134,56,14,41.8,31.3,30,11,4,5,74,2,16,16,137,108,0,36.7,2.8,0.25,2.7,78.8
三上圭治郎,2007-02,つくばユナイテッドSunGAIA,8,12,23,188,80,24,42.6,29.8,36,11,7,11,92,4,13,30,109,90,0,30.6,3.48,0.48,9.0,82.6
三上圭治郎,2007-03,つくばユナイテッドSunGAIA,8,15,21,198,83,31,41.9,26.3,34,11,8,10,77,4,14,34,106,70,0,32.4,3.95,0.48,11.7,66.0
上場雄也,2007-01,東京ヴェルディ,20,5,6,10,2,0,20.0,20.0,2,0,0,0,4,1,0,0,0,0,0,0.0,0.33,0.0,25.0,
上場雄也,2007-02,東京ヴェルディ,20,10,4,0,0,0,,,0,0,0,0,6,0,2,2,0,0,0,,0.0,0.0,0.0,
上場雄也,2007-03,東京ヴェルディ,20,18,12,12,4,2,33.3,16.7,6,1,1,1,15,2,3,5,0,0,0,16.7,0.33,0.08,16.7,
上西園宏和,2007-01,警視庁フォートファイターズ,18,5,3,0,0,0,,,0,0,0,0,1,0,1,0,0,0,0,,0.0,0.0,-25.0,
上西園宏和,2007-02,警視庁フォートファイターズ,18,10,1,0,0,0,,,0,0,0,0,1,0,1,0,0,0,0,,0.0,0.0,-25.0,
上西園宏和,2007-03,警視庁フォートファイターズ,18,18,8,7,3,1,42.9,28.6,1,0,0,1,4,0,1,1,0,0,0,0.0,0.38,0.12,0.0,
上道映人,2007-01,トヨタ自動車サンホークス,13,5,18,131,57,17,43.5,30.5,5,2,0,3,64,5,20,25,6,3,0,40.0,3.17,0.17,9.8,50.0
上道映人,2007-02,トヨタ自動車サンホークス,13,10,14,99,40,15,40.4,25.3,18,7,5,0,41,2,17,11,6,3,0,38.9,2.86,0.0,1.2,50.0
