試合日,月,チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
2007-01-13,01,ジェイテクトSTINGS,1,,松田智人,1,nan,nan,□,nan,nan,6,5,0,0.8333333333333334,0.8333333333333334,5.00,2,2,0,100.0,2,2.00,2,0,0,1,12.5,1,1,0,100.0
2007-01-13,01,ジェイテクトSTINGS,2,,金丸晃大,3,■,■,■,nan,nan,9,4,2,0.4444444444444444,0.2222222222222222,1.33,0,0,0,-,5,1.67,12,0,0,4,8.3,0,0,0,-
2007-01-13,01,ジェイテクトSTINGS,3,,小野孝宏,1,nan,□,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,1,0,0.0,0,0,0,-
2007-01-13,01,ジェイテクトSTINGS,5,,豊田昇平,1,nan,nan,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,4,0,0,1,6.2,0,0,0,-
2007-01-13,01,ジェイテクトSTINGS,6,,反田光男,3,■,■,■,nan,nan,10,3,0,0.3,0.3,1.00,2,0,0,0.0,2,0.67,10,0,1,5,12.5,0,0,0,-
2007-01-13,01,ジェイテクトSTINGS,7,,寺嶋大樹,2,□,□,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2007-01-13,01,ジェイテクトSTINGS,8,,吉田雄一,3,■,■,■,nan,nan,6,1,1,0.16666666666666666,0.0,0.33,0,0,0,-,4,1.33,13,0,2,5,9.6,0,0,0,-
2007-01-13,01,ジェイテクトSTINGS,9,,石田敬喜,3,■,■,■,nan,nan,18,6,5,0.3333333333333333,0.05555555555555555,2.00,1,0,1,0.0,2,0.67,9,0,1,3,8.3,16,11,0,68.8
2007-01-13,01,ジェイテクトSTINGS,11,,其原健太,3,■,■,■,nan,nan,19,8,1,0.42105263157894735,0.3684210526315789,2.67,0,0,0,-,0,-,9,0,2,1,2.8,4,0,0,0.0
2007-01-13,01,ジェイテクトSTINGS,12,L,興梠亮,3,●,●,●,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,20,15,0,75.0
2007-01-13,01,ジェイテクトSTINGS,14,,後藤大輔,3,■,■,■,nan,nan,2,1,0,0.5,0.5,0.33,0,0,0,-,0,-,12,1,1,3,12.9,0,0,0,-
2007-01-13,01,ジェイテクトSTINGS,33,,泉川正幸,1,nan,nan,□,nan,nan,3,2,1,0.6666666666666666,0.3333333333333333,2.00,0,0,0,-,2,2.00,1,0,0,1,25.0,1,1,0,100.0
2007-01-13,01,トヨタ自動車サンホークス,1,,佐々木邦雄,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2007-01-13,01,トヨタ自動車サンホークス,3,,石田裕矢,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2007-01-13,01,トヨタ自動車サンホークス,4,,前田裕幸,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2007-01-13,01,トヨタ自動車サンホークス,6,,岩下剣士,2,■,■,nan,nan,nan,8,1,0,0.125,0.125,0.50,0,0,0,-,1,0.50,6,0,1,1,4.2,4,4,0,100.0
2007-01-13,01,トヨタ自動車サンホークス,7,,岩谷徹也,3,■,■,■,nan,nan,1,1,0,1.0,1.0,0.33,0,0,0,-,0,-,10,0,0,1,2.5,0,0,0,-
2007-01-13,01,トヨタ自動車サンホークス,8,,小山博志,3,■,■,■,nan,nan,38,12,7,0.3157894736842105,0.13157894736842105,4.00,17,4,3,23.5,1,0.33,8,0,4,1,3.1,1,0,0,0.0
2007-01-13,01,トヨタ自動車サンホークス,9,,小山純志,3,■,■,■,nan,nan,20,7,3,0.35,0.2,2.33,1,0,0,0.0,0,-,10,0,1,4,10.0,35,25,0,71.4
2007-01-13,01,トヨタ自動車サンホークス,12,,門田卓,3,■,■,■,nan,nan,8,2,0,0.25,0.25,0.67,0,0,0,-,0,-,7,0,0,3,10.7,2,1,0,50.0
2007-01-13,01,トヨタ自動車サンホークス,13,,上道映人,3,■,■,■,nan,nan,20,2,3,0.1,-0.05,0.67,1,0,0,0.0,1,0.33,8,1,5,2,16.2,0,0,0,-
2007-01-13,01,トヨタ自動車サンホークス,15,,木村友宣,2,nan,□,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,0,1,25.0,5,2,0,40.0
2007-01-13,01,トヨタ自動車サンホークス,16,,田中則雄,1,nan,nan,■,nan,nan,4,2,0,0.5,0.5,2.00,0,0,0,-,0,-,4,0,1,0,0.0,0,0,0,-
2007-01-13,01,トヨタ自動車サンホークス,17,L,片岡拓磨,3,●,●,●,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,18,8,0,44.4
2007-01-13,01,FC東京,2,,吉田成伸,3,□,□,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,4,0,2,1,6.2,0,0,0,-
2007-01-13,01,FC東京,3,,福田誉,3,■,■,■,nan,nan,29,14,2,0.4827586206896552,0.41379310344827586,4.67,1,1,0,100.0,2,0.67,14,0,3,2,3.6,20,16,0,80.0
2007-01-13,01,FC東京,6,,山内隆宏,3,■,■,■,nan,nan,2,1,0,0.5,0.5,0.33,0,0,0,-,1,0.33,10,0,0,4,10.0,1,0,0,0.0
2007-01-13,01,FC東京,8,,大庭健裕,3,■,■,■,nan,nan,11,9,0,0.8181818181818182,0.8181818181818182,3.00,0,0,0,-,5,1.67,7,0,0,0,0.0,0,0,0,-
2007-01-13,01,FC東京,9,,伊東克明,3,■,■,■,nan,nan,15,8,1,0.5333333333333333,0.4666666666666667,2.67,0,0,0,-,2,0.67,12,1,2,3,12.9,17,16,0,94.1
2007-01-13,01,FC東京,11,,高取諒平,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2007-01-13,01,FC東京,12,,阿部篤史,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2007-01-13,01,FC東京,13,,益永泰裕,3,■,■,■,nan,nan,24,11,1,0.4583333333333333,0.4166666666666667,3.67,8,3,1,37.5,2,0.67,14,0,2,6,10.7,0,0,0,-
2007-01-13,01,FC東京,14,,加賀龍哉,3,■,■,■,nan,nan,14,4,0,0.2857142857142857,0.2857142857142857,1.33,0,0,0,-,1,0.33,12,0,3,2,4.2,0,0,0,-
2007-01-13,01,FC東京,15,L,中谷宏大,3,●,●,●,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,23,18,0,78.3
2007-01-13,01,FC東京,16,,野中信也,1,nan,nan,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0,0,-
2007-01-13,01,FC東京,18,,山本雄史,2,nan,□,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2007-01-13,01,富士通カワサキレッドスピリッツ,2,,金子健太郎,2,nan,□,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,3,0,0,0,0.0,0,0,0,-
2007-01-13,01,富士通カワサキレッドスピリッツ,4,,竹内徳彦,3,■,■,■,nan,nan,13,8,1,0.6153846153846154,0.5384615384615384,2.67,0,0,0,-,4,1.33,10,0,0,0,0.0,0,0,0,-
2007-01-13,01,富士通カワサキレッドスピリッツ,5,,今一騎,3,■,■,□,nan,nan,23,7,4,0.30434782608695654,0.13043478260869565,2.33,10,2,2,20.0,0,-,6,0,1,1,4.2,0,0,0,-
2007-01-13,01,富士通カワサキレッドスピリッツ,7,,勝田祥平,3,■,■,■,nan,nan,19,7,1,0.3684210526315789,0.3157894736842105,2.33,4,2,0,50.0,1,0.33,12,0,0,3,6.2,20,13,0,65.0
2007-01-13,01,富士通カワサキレッドスピリッツ,9,,平澤徹,3,■,■,■,nan,nan,10,7,1,0.7,0.6,2.33,0,0,0,-,4,1.33,10,0,0,3,7.5,1,0,0,0.0
2007-01-13,01,富士通カワサキレッドスピリッツ,10,,増元真二,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2007-01-13,01,富士通カワサキレッドスピリッツ,11,,豊田直之,2,□,nan,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2007-01-13,01,富士通カワサキレッドスピリッツ,12,,松本健作,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
