名前,チーム,背番号,月,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
色摩知巳,GSS東京サンビームズ,5,161,71,725,222,23,30.6,27.4,1,0,0,9,157,3,3,34,174,67,36,0.0,3.13,0.13,6.8,48.9
菅原里奈,プレステージ・インターナショナルアランマーレ,19,159,45,224,82,8,36.6,33.0,4,0,0,31,141,5,4,28,9,4,2,0.0,1.82,0.69,7.8,55.6
菅原麻衣,ブレス浜松,8,149,49,171,57,11,33.3,26.9,0,0,0,12,173,10,25,49,9,5,2,,1.16,0.24,9.2,66.7
藤原ちひろ,ブレス浜松,14,160,79,386,112,18,29.0,24.4,2,1,0,41,219,11,11,56,8,5,2,50.0,1.42,0.52,10.2,75.0
藤原真理子,プレステージ・インターナショナルアランマーレ,18,161,66,628,184,42,29.3,22.6,86,17,10,5,226,20,31,55,407,167,124,19.8,2.79,0.08,11.5,56.3
西條華子,GSS東京サンビームズ,16,8,7,0,0,0,,,0,0,0,0,8,1,2,1,0,0,0,,0.0,0.0,9.4,
西田智美,大野石油広島オイラーズ,14,151,78,268,99,8,36.9,34.0,1,0,0,32,270,7,10,58,7,4,0,0.0,1.27,0.41,7.0,57.1
豊田みづき,GSS東京サンビームズ,7,23,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
賀谷明日光,GSS東京サンビームズ,25,161,75,345,122,18,35.4,30.1,0,0,0,27,211,4,16,34,15,6,2,,1.63,0.36,4.0,46.7
金田梨花,ブレス浜松,19,107,16,4,1,0,25.0,25.0,0,0,0,5,26,1,1,7,0,0,0,,0.06,0.31,9.6,
鈴木日葵,群馬銀行グリーンウイングス,3,138,74,324,144,13,44.4,40.4,0,0,0,41,307,8,21,78,4,2,0,,1.95,0.55,7.2,50.0
鈴木遥,柏エンゼルクロス,1,150,83,0,0,0,,,0,0,0,0,3,0,0,1,4,1,1,,0.0,0.0,8.3,37.5
長谷川侑南,大野石油広島オイラーズ,4,151,85,50,23,2,46.0,42.0,1,0,0,10,324,21,23,112,4,0,1,0.0,0.27,0.12,13.3,12.5
関根友香,柏エンゼルクロス,11,6,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
降籏実可,ルートインホテルズブリリアントアリーズ,9,152,14,0,0,0,,,0,0,0,0,16,0,0,3,0,0,0,,0.0,0.0,4.7,
高橋侑里,JAぎふリオレーナ,10,8,17,124,28,11,22.6,13.7,2,1,1,2,49,4,4,10,145,61,43,50.0,1.65,0.12,11.2,56.9
高橋愛未,ルートインホテルズブリリアントアリーズ,5,162,84,886,294,44,33.2,28.2,36,4,6,30,351,21,19,132,391,208,83,11.1,3.5,0.36,14.0,63.8
高田真央,ブレス浜松,12,160,5,43,12,3,27.9,20.9,1,0,0,0,5,0,0,1,0,0,0,0.0,2.4,0.0,5.0,
鬼塚雛子,GSS東京サンビームズ,20,161,72,228,71,14,31.1,25.0,2,0,0,6,198,6,8,47,554,322,89,0.0,0.99,0.08,8.0,66.2
鶴ヶ崎佳寿葉,柏エンゼルクロス,14,150,84,0,0,0,,,0,0,0,0,0,0,0,0,257,159,38,,0.0,0.0,,69.3
鶴田佳菜,柏エンゼルクロス,19,150,82,936,300,47,32.1,27.0,17,4,2,8,292,10,8,85,148,29,41,23.5,3.66,0.1,10.0,33.4
齊藤望,JAぎふリオレーナ,15,150,21,237,73,13,30.8,25.3,36,9,8,5,49,1,3,21,2,1,1,25.0,3.48,0.24,11.2,75.0
