名前,年月,チーム,背番号,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
中田唯香,2020-02,大野石油広島オイラーズ,11,14,152,43,8,28.3,23.0,14,3,1,6,48,1,2,11,60,34,13,21.4,3.07,0.43,6.8,67.5
中道香名子,2019-12,ブレス浜松,26,8,0,0,0,,,0,0,0,0,0,0,0,0,33,15,8,,0.0,0.0,,57.6
中道香名子,2020-01,ブレス浜松,26,5,0,0,0,,,0,0,0,0,0,0,0,0,25,10,6,,0.0,0.0,,52.0
中道香名子,2020-02,ブレス浜松,26,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
中野祐希,2020-01,ブレス浜松,2,5,85,20,3,23.5,20.0,3,0,0,1,12,0,0,7,6,3,2,0.0,4.0,0.2,14.6,66.7
中野祐希,2020-02,ブレス浜松,2,2,15,9,1,60.0,53.3,1,0,0,0,3,0,1,1,0,0,0,0.0,4.5,0.0,0.0,
井上実咲,2019-11,JAぎふリオレーナ,12,4,2,0,0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,,0.0,0.0,0.0,
井上実咲,2019-12,JAぎふリオレーナ,12,5,7,3,0,42.9,42.9,0,0,0,3,13,0,0,5,2,2,0,,0.6,0.6,9.6,100.0
井上実咲,2020-01,JAぎふリオレーナ,12,11,47,19,1,40.4,38.3,0,0,0,4,22,0,2,5,3,3,0,,1.73,0.36,3.4,100.0
井上実咲,2020-02,JAぎふリオレーナ,12,2,5,1,0,20.0,20.0,0,0,0,1,3,0,0,0,0,0,0,,0.5,0.5,0.0,
伊藤きわ美,2019-11,群馬銀行グリーンウイングス,14,1,3,1,0,33.3,33.3,0,0,0,0,0,0,0,0,2,0,1,,1.0,0.0,,25.0
伊藤きわ美,2019-12,群馬銀行グリーンウイングス,14,17,203,69,11,34.0,28.6,9,3,1,4,49,1,4,14,103,41,27,33.3,4.06,0.24,7.1,52.9
伊藤きわ美,2020-01,群馬銀行グリーンウイングス,14,9,83,17,5,20.5,14.5,9,1,0,1,25,0,4,6,61,28,20,11.1,1.89,0.11,2.0,62.3
伊藤きわ美,2020-02,群馬銀行グリーンウイングス,14,11,132,39,6,29.5,25.0,4,0,0,3,19,1,2,5,57,29,10,0.0,3.55,0.27,9.2,59.6
伊藤愛華,2019-11,大野石油広島オイラーズ,13,3,0,0,0,,,0,0,0,0,3,0,0,0,0,0,0,,0.0,0.0,0.0,
伊藤愛華,2019-12,大野石油広島オイラーズ,13,7,0,0,0,,,0,0,0,0,10,0,1,2,0,0,0,,0.0,0.0,2.5,
伊藤愛華,2020-01,大野石油広島オイラーズ,13,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
伊藤愛華,2020-02,大野石油広島オイラーズ,13,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
伊藤摩耶,2019-11,プレステージ・インターナショナルアランマーレ,17,24,119,50,7,42.0,36.1,0,0,0,14,114,5,5,41,5,3,1,,2.08,0.58,12.3,70.0
伊藤摩耶,2019-12,プレステージ・インターナショナルアランマーレ,17,27,142,47,12,33.1,24.6,0,0,0,17,101,7,6,36,2,2,0,,1.74,0.63,14.4,100.0
伊藤摩耶,2020-01,プレステージ・インターナショナルアランマーレ,17,21,116,43,11,37.1,27.6,0,0,0,11,80,6,6,32,8,4,1,,2.05,0.52,15.6,56.2
伊藤摩耶,2020-02,プレステージ・インターナショナルアランマーレ,17,12,61,20,2,32.8,29.5,0,0,0,11,47,3,2,14,4,2,2,,1.67,0.92,12.8,75.0
佐々原和,2019-11,JAぎふリオレーナ,2,20,207,62,13,30.0,23.7,5,0,1,1,63,1,5,13,169,81,54,0.0,3.1,0.05,4.8,63.9
佐々原和,2019-12,JAぎふリオレーナ,2,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
佐々原和,2020-01,JAぎふリオレーナ,2,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
佐々原和,2020-02,JAぎふリオレーナ,2,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
佐々木里菜,2019-11,ルートインホテルズブリリアントアリーズ,4,24,29,11,4,37.9,24.1,1,0,1,3,79,4,2,34,2,0,1,0.0,0.46,0.12,15.2,25.0
佐々木里菜,2019-12,ルートインホテルズブリリアントアリーズ,4,30,21,10,0,47.6,47.6,0,0,0,3,100,7,5,38,0,0,0,,0.33,0.1,15.2,
佐々木里菜,2020-01,ルートインホテルズブリリアントアリーズ,4,15,11,4,1,36.4,27.3,0,0,0,2,41,1,6,6,1,0,0,,0.27,0.13,2.4,0.0
佐々木里菜,2020-02,ルートインホテルズブリリアントアリーズ,4,18,20,8,1,40.0,35.0,0,0,0,6,54,2,4,17,2,0,0,,0.44,0.33,9.7,0.0
佐藤愛美,2019-11,大野石油広島オイラーズ,9,5,60,11,4,18.3,11.7,9,0,1,3,7,0,0,2,2,1,0,0.0,2.2,0.6,7.1,50.0
佐藤愛美,2019-12,大野石油広島オイラーズ,9,1,2,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
佐藤愛美,2020-01,大野石油広島オイラーズ,9,15,102,41,7,40.2,33.3,6,0,0,3,29,3,0,6,0,0,0,0.0,2.73,0.2,15.5,
佐藤愛美,2020-02,大野石油広島オイラーズ,9,3,31,8,3,25.8,16.1,0,0,0,1,13,0,1,4,0,0,0,,2.67,0.33,5.8,
前村明里,2019-11,GSS東京サンビームズ,24,29,1,0,0,0.0,0.0,0,0,0,0,39,2,2,12,49,20,18,,0.0,0.0,11.5,59.2
前村明里,2019-12,GSS東京サンビームズ,24,22,0,0,0,,,0,0,0,0,9,0,1,3,73,32,14,,0.0,0.0,5.6,53.4
前村明里,2020-01,GSS東京サンビームズ,24,14,0,0,0,,,0,0,0,0,0,0,0,0,7,3,2,,0.0,0.0,,57.1
前村明里,2020-02,GSS東京サンビームズ,24,18,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
加藤彩夏,2019-11,ブレス浜松,11,21,134,42,6,31.3,26.9,0,0,0,4,76,3,7,12,150,77,46,,2.0,0.19,5.6,66.7
加藤彩夏,2019-12,ブレス浜松,11,24,195,64,12,32.8,26.7,0,0,0,14,97,3,4,37,166,76,31,,2.67,0.58,11.6,55.1
加藤彩夏,2020-01,ブレス浜松,11,17,106,32,7,30.2,23.6,2,0,0,7,68,4,4,28,187,85,29,0.0,1.88,0.41,14.7,53.2
加藤彩夏,2020-02,ブレス浜松,11,11,75,22,4,29.3,24.0,0,0,0,2,46,0,5,13,69,32,20,,2.0,0.18,4.3,60.9
勝呂詩保,2019-11,ブレス浜松,15,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
勝呂詩保,2019-12,ブレス浜松,15,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
勝呂詩保,2020-01,ブレス浜松,15,1,0,0,0,,,0,0,0,0,1,0,0,1,0,0,0,,0.0,0.0,25.0,
勝呂詩保,2020-02,ブレス浜松,15,1,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,,0.0,0.0,0.0,
勝見咲子,2019-11,GSS東京サンビームズ,29,30,233,78,21,33.5,24.5,1,1,0,7,111,1,4,32,147,58,26,100.0,2.6,0.23,7.2,48.3
勝見咲子,2019-12,GSS東京サンビームズ,29,26,190,58,11,30.5,24.7,3,1,0,6,83,4,6,20,95,43,16,33.3,2.23,0.23,9.0,53.7
勝見咲子,2020-01,GSS東京サンビームズ,29,14,115,32,9,27.8,20.0,3,1,0,2,44,4,2,9,24,12,4,33.3,2.29,0.14,13.1,58.3
勝見咲子,2020-02,GSS東京サンビームズ,29,3,11,2,2,18.2,0.0,0,0,0,0,1,0,0,0,0,0,0,,0.67,0.0,0.0,
北川海育,2019-11,大野石油広島オイラーズ,1,23,127,49,3,38.6,36.2,0,0,0,4,66,4,1,23,2,1,0,,2.13,0.17,14.4,50.0
北川海育,2019-12,大野石油広島オイラーズ,1,26,172,65,3,37.8,36.0,0,0,0,12,62,0,2,16,11,7,3,,2.5,0.46,5.6,77.3
北川海育,2020-01,大野石油広島オイラーズ,1,19,106,40,5,37.7,33.0,0,0,0,10,45,0,3,11,10,7,1,,2.11,0.53,4.4,75.0
北川海育,2020-02,大野石油広島オイラーズ,1,14,111,51,7,45.9,39.6,0,0,0,11,42,1,3,10,2,2,0,,3.64,0.79,6.5,100.0
北村果穂,2019-11,プレステージ・インターナショナルアランマーレ,1,22,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
北村果穂,2019-12,プレステージ・インターナショナルアランマーレ,1,21,0,0,0,,,0,0,0,0,12,1,1,5,0,0,0,,0.0,0.0,16.7,
北村果穂,2020-01,プレステージ・インターナショナルアランマーレ,1,12,0,0,0,,,0,0,0,0,18,1,4,5,0,0,0,,0.0,0.0,6.9,
北村果穂,2020-02,プレステージ・インターナショナルアランマーレ,1,2,0,0,0,,,0,0,0,0,2,0,0,2,0,0,0,,0.0,0.0,25.0,
及川佑加,2020-02,GSS東京サンビームズ,18,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
古川ほのか,2020-01,GSS東京サンビームズ,10,6,38,12,3,31.6,23.7,1,0,0,1,16,1,1,1,0,0,0,0.0,2.0,0.17,6.2,
古川ほのか,2020-02,GSS東京サンビームズ,10,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
古川友,2019-11,柏エンゼルクロス,20,9,0,0,0,,,0,0,0,0,0,0,0,0,18,3,8,,0.0,0.0,,38.9
古川友,2019-12,柏エンゼルクロス,20,19,0,0,0,,,0,0,0,0,0,0,0,0,33,18,8,,0.0,0.0,,66.7
古川友,2020-01,柏エンゼルクロス,20,17,0,0,0,,,0,0,0,0,0,0,0,0,38,22,5,,0.0,0.0,,64.5
古川友,2020-02,柏エンゼルクロス,20,13,0,0,0,,,0,0,0,0,0,0,0,0,12,4,2,,0.0,0.0,,41.7
古市彩音,2019-11,群馬銀行グリーンウイングス,6,27,35,15,0,42.9,42.9,0,0,0,4,94,3,3,28,2,0,0,,0.56,0.15,9.8,0.0
古市彩音,2019-12,群馬銀行グリーンウイングス,6,17,13,7,0,53.8,53.8,0,0,0,4,88,5,1,28,0,0,0,,0.41,0.24,13.4,
古市彩音,2020-01,群馬銀行グリーンウイングス,6,23,21,10,0,47.6,47.6,0,0,0,5,71,3,4,18,0,0,0,,0.43,0.22,9.2,
古市彩音,2020-02,群馬銀行グリーンウイングス,6,13,7,3,0,42.9,42.9,0,0,0,4,37,1,2,7,0,0,0,,0.23,0.31,6.1,
吉井奎乃,2019-11,JAぎふリオレーナ,4,18,203,60,15,29.6,22.2,23,7,2,6,72,4,7,17,137,56,29,30.4,3.33,0.33,9.0,51.5
吉井奎乃,2019-12,JAぎふリオレーナ,4,26,307,87,21,28.3,21.5,25,6,3,7,118,6,6,41,328,126,104,24.0,3.35,0.27,12.5,54.3
吉井奎乃,2020-01,JAぎふリオレーナ,4,24,280,89,23,31.8,23.6,23,8,3,2,75,2,8,15,311,138,86,34.8,3.71,0.08,5.0,58.2
吉井奎乃,2020-02,JAぎふリオレーナ,4,10,127,36,6,28.3,23.6,3,0,2,9,42,5,5,20,112,44,28,0.0,3.6,0.9,20.8,51.8
吉岡みなみ,2019-11,群馬銀行グリーンウイングス,2,27,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
吉岡みなみ,2019-12,群馬銀行グリーンウイングス,2,17,0,0,0,,,0,0,0,0,0,0,0,0,34,15,12,,0.0,0.0,,61.8
吉岡みなみ,2020-01,群馬銀行グリーンウイングス,2,23,0,0,0,,,0,0,0,0,0,0,0,0,51,29,14,,0.0,0.0,,70.6
吉岡みなみ,2020-02,群馬銀行グリーンウイングス,2,13,0,0,0,,,0,0,0,0,0,0,0,0,22,11,5,,0.0,0.0,,61.4
吉本梓穂,2019-11,大野石油広島オイラーズ,8,17,60,20,7,33.3,21.7,6,1,1,0,39,0,4,6,76,38,14,16.7,1.18,0.0,1.3,59.2
吉本梓穂,2019-12,大野石油広島オイラーズ,8,11,21,3,0,14.3,14.3,7,0,0,0,21,0,2,7,22,14,5,0.0,0.27,0.0,6.0,75.0
吉本梓穂,2020-01,大野石油広島オイラーズ,8,12,34,15,2,44.1,38.2,1,0,1,0,27,1,1,3,59,30,9,0.0,1.25,0.0,5.6,58.5
吉本梓穂,2020-02,大野石油広島オイラーズ,8,9,45,7,4,15.6,6.7,0,0,0,1,31,1,3,7,59,34,14,,0.78,0.11,6.5,69.5
吉田奈未,2020-01,柏エンゼルクロス,12,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
吉田奈未,2020-02,柏エンゼルクロス,12,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
吉里遥,2019-11,GSS東京サンビームズ,15,30,309,133,20,43.0,36.6,43,15,5,13,111,9,20,33,98,31,23,34.9,4.43,0.43,11.0,43.4
吉里遥,2019-12,GSS東京サンビームズ,15,24,315,119,18,37.8,32.1,40,12,4,3,73,2,18,17,40,11,8,30.0,4.96,0.12,2.4,37.5
吉里遥,2020-01,GSS東京サンビームズ,15,14,184,61,10,33.2,27.7,20,6,1,3,41,1,5,11,15,2,4,30.0,4.36,0.21,6.1,26.7
吉里遥,2020-02,GSS東京サンビームズ,15,18,200,59,12,29.5,23.5,17,2,2,2,57,3,10,10,9,4,3,11.8,3.28,0.11,5.3,61.1
名原寧音,2019-11,柏エンゼルクロス,16,26,5,3,0,60.0,60.0,0,0,0,4,78,1,2,16,2,0,0,,0.12,0.15,5.8,0.0
名原寧音,2019-12,柏エンゼルクロス,16,21,2,1,0,50.0,50.0,0,0,0,0,62,4,2,12,1,0,0,,0.05,0.0,10.5,0.0
名原寧音,2020-01,柏エンゼルクロス,16,18,2,1,0,50.0,50.0,0,0,0,4,64,3,1,15,2,0,0,,0.06,0.22,10.2,0.0
名原寧音,2020-02,柏エンゼルクロス,16,17,9,1,0,11.1,11.1,0,0,0,3,60,0,1,17,0,0,0,,0.06,0.18,6.7,
和田法子,2019-11,ブレス浜松,9,17,94,25,4,26.6,22.3,9,5,1,4,29,0,8,8,1,0,1,55.6,1.47,0.24,0.0,50.0
和田法子,2019-12,ブレス浜松,9,14,5,0,2,0.0,-40.0,0,0,0,0,14,0,1,1,0,0,0,,0.0,0.0,0.0,
和田法子,2020-01,ブレス浜松,9,12,5,3,0,60.0,60.0,0,0,0,0,15,1,4,4,0,0,0,,0.25,0.0,6.7,
和田法子,2020-02,ブレス浜松,9,3,0,0,0,,,0,0,0,0,4,0,2,0,0,0,0,,0.0,0.0,-12.5,
唐川愛璃,2019-11,JAぎふリオレーナ,17,22,3,1,0,33.3,33.3,0,0,0,3,94,3,8,27,1,0,0,,0.05,0.14,8.2,0.0
唐川愛璃,2019-12,JAぎふリオレーナ,17,26,7,3,0,42.9,42.9,0,0,0,3,90,6,10,18,3,0,0,,0.12,0.12,8.9,0.0
唐川愛璃,2020-01,JAぎふリオレーナ,17,23,6,2,0,33.3,33.3,0,0,0,0,71,0,5,17,0,0,0,,0.09,0.0,4.2,
唐川愛璃,2020-02,JAぎふリオレーナ,17,11,2,0,0,0.0,0.0,0,0,0,2,43,2,3,14,0,0,0,,0.0,0.18,11.0,
土屋智菜実,2019-11,群馬銀行グリーンウイングス,12,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
土屋智菜実,2019-12,群馬銀行グリーンウイングス,12,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
土屋智菜実,2020-02,群馬銀行グリーンウイングス,12,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
土岡真央,2019-11,大野石油広島オイラーズ,17,26,0,0,0,,,0,0,0,0,0,0,0,0,69,42,12,,0.0,0.0,,69.6
土岡真央,2019-12,大野石油広島オイラーズ,17,26,0,0,0,,,0,0,0,0,0,0,0,0,64,29,13,,0.0,0.0,,55.5
土岡真央,2020-01,大野石油広島オイラーズ,17,19,0,0,0,,,0,0,0,0,0,0,0,0,46,23,12,,0.0,0.0,,63.0
土岡真央,2020-02,大野石油広島オイラーズ,17,14,0,0,0,,,0,0,0,0,0,0,0,0,42,20,10,,0.0,0.0,,59.5
坂口莉乃,2020-01,大野石油広島オイラーズ,7,4,0,0,0,,,0,0,0,1,7,0,1,1,0,0,0,,0.0,0.25,0.0,
坂口莉乃,2020-02,大野石油広島オイラーズ,7,1,1,0,0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,,0.0,0.0,0.0,
坂本陽菜,2019-11,群馬銀行グリーンウイングス,11,21,0,0,0,,,0,0,0,0,20,1,2,5,14,4,4,,0.0,0.0,8.8,42.9
坂本陽菜,2019-12,群馬銀行グリーンウイングス,11,5,0,0,0,,,0,0,0,0,5,0,1,2,0,0,0,,0.0,0.0,5.0,
坂本陽菜,2020-01,群馬銀行グリーンウイングス,11,6,1,0,1,0.0,-100.0,0,0,0,0,8,0,1,4,7,1,4,,0.0,0.0,9.4,42.9
坂本陽菜,2020-02,群馬銀行グリーンウイングス,11,5,0,0,0,,,0,0,0,0,4,0,0,0,6,3,2,,0.0,0.0,0.0,66.7
城野真衣,2019-11,柏エンゼルクロス,2,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
城野真衣,2019-12,柏エンゼルクロス,2,8,84,25,7,29.8,21.4,5,0,1,2,22,1,1,2,36,11,11,0.0,3.12,0.25,5.7,45.8
多田遥,2019-11,ブレス浜松,10,15,123,33,8,26.8,20.3,8,1,0,3,34,4,2,7,15,7,5,12.5,2.2,0.2,15.4,63.3
多田遥,2019-12,ブレス浜松,10,24,309,107,18,34.6,28.8,24,4,6,2,82,2,10,28,4,0,1,16.7,4.46,0.08,7.9,12.5
多田遥,2020-01,ブレス浜松,10,19,243,56,22,23.0,14.0,22,3,0,2,52,1,6,14,0,0,0,13.6,2.95,0.11,5.8,
多田遥,2020-02,ブレス浜松,10,10,143,31,10,21.7,14.7,15,1,3,1,30,2,3,9,0,0,0,6.7,3.1,0.1,11.7,
大原萌,2019-11,GSS東京サンビームズ,19,18,0,0,0,,,0,0,0,0,18,2,0,3,49,21,14,,0.0,0.0,15.3,57.1
大原萌,2019-12,GSS東京サンビームズ,19,22,0,0,0,,,0,0,0,0,29,1,1,7,36,18,9,,0.0,0.0,8.6,62.5
大原萌,2020-01,GSS東京サンビームズ,19,14,0,0,0,,,0,0,0,0,21,2,1,6,24,15,3,,0.0,0.0,15.5,68.8
大原萌,2020-02,GSS東京サンビームズ,19,17,0,0,0,,,0,0,0,0,17,1,0,3,23,8,4,,0.0,0.0,10.3,43.5
大西真咲,2019-11,大野石油広島オイラーズ,2,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
大西真咲,2019-12,大野石油広島オイラーズ,2,7,84,17,8,20.2,10.7,2,0,0,0,12,1,0,3,34,15,12,0.0,2.43,0.0,14.6,61.8
大西真咲,2020-01,大野石油広島オイラーズ,2,1,8,0,1,0.0,-12.5,0,0,0,0,1,0,0,0,5,1,2,,0.0,0.0,0.0,40.0
大西真咲,2020-02,大野石油広島オイラーズ,2,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
安福若菜,2019-11,群馬銀行グリーンウイングス,16,27,161,73,9,45.3,39.8,0,0,0,20,69,1,3,8,4,0,1,,2.7,0.74,3.3,12.5
安福若菜,2019-12,群馬銀行グリーンウイングス,16,17,104,41,3,39.4,36.5,0,0,0,11,56,0,1,8,1,0,0,,2.41,0.65,3.1,0.0
安福若菜,2020-01,群馬銀行グリーンウイングス,16,23,129,44,10,34.1,26.4,0,0,0,9,67,1,2,4,8,6,0,,1.91,0.39,2.2,75.0
安福若菜,2020-02,群馬銀行グリーンウイングス,16,13,79,31,6,39.2,31.6,0,0,0,7,30,1,2,1,2,0,0,,2.38,0.54,2.5,0.0
宮井遥,2019-11,JAぎふリオレーナ,6,15,63,22,4,34.9,28.6,7,3,1,1,31,3,3,7,1,1,0,42.9,1.47,0.07,12.9,100.0
宮井遥,2019-12,JAぎふリオレーナ,6,26,272,88,16,32.4,26.5,30,13,3,3,92,3,3,19,11,2,4,43.3,3.38,0.12,7.6,36.4
宮井遥,2020-01,JAぎふリオレーナ,6,24,285,86,20,30.2,23.2,42,13,5,6,90,2,4,16,1,0,1,31.0,3.58,0.25,5.6,50.0
宮井遥,2020-02,JAぎふリオレーナ,6,13,171,51,16,29.8,20.5,12,5,2,7,44,1,2,12,14,1,1,41.7,3.92,0.54,8.0,10.7
宮本菜月,2019-11,プレステージ・インターナショナルアランマーレ,16,20,98,30,8,30.6,22.4,9,2,1,8,27,2,3,7,3,1,1,22.2,1.5,0.4,11.1,50.0
宮本菜月,2019-12,プレステージ・インターナショナルアランマーレ,16,23,205,57,21,27.8,17.6,23,5,5,2,55,2,10,19,2,1,0,21.7,2.48,0.09,7.7,50.0
宮本菜月,2020-01,プレステージ・インターナショナルアランマーレ,16,15,108,29,11,26.9,16.7,14,0,2,4,36,1,1,11,1,1,0,0.0,1.93,0.27,9.7,100.0
宮本菜月,2020-02,プレステージ・インターナショナルアランマーレ,16,11,70,22,6,31.4,22.9,8,0,2,5,21,0,4,5,0,0,0,0.0,2.0,0.45,1.2,
富澤結花,2020-01,ルートインホテルズブリリアントアリーズ,19,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
寺坂茜,2020-01,群馬銀行グリーンウイングス,7,2,4,3,1,75.0,50.0,0,0,0,1,0,0,0,0,0,0,0,,1.5,0.5,,
寺坂茜,2020-02,群馬銀行グリーンウイングス,7,11,39,15,4,38.5,28.2,0,0,0,3,5,1,1,1,0,0,0,,1.36,0.27,20.0,
小坂亜未,2019-11,ルートインホテルズブリリアントアリーズ,2,15,7,1,0,14.3,14.3,0,0,0,0,13,0,2,2,41,23,8,,0.07,0.0,0.0,65.9
小坂亜未,2019-12,ルートインホテルズブリリアントアリーズ,2,20,6,3,1,50.0,33.3,0,0,0,0,12,1,2,0,22,5,5,,0.15,0.0,4.2,34.1
小坂亜未,2020-01,ルートインホテルズブリリアントアリーズ,2,8,7,1,1,14.3,0.0,0,0,0,0,4,0,0,0,7,2,1,,0.12,0.0,0.0,35.7
小坂亜未,2020-02,ルートインホテルズブリリアントアリーズ,2,5,0,0,0,,,0,0,0,0,6,0,0,0,3,2,1,,0.0,0.0,0.0,83.3
小川祐奈,2019-11,ブレス浜松,25,4,0,0,0,,,0,0,0,0,0,0,0,0,23,6,12,,0.0,0.0,,52.2
小川祐奈,2019-12,ブレス浜松,25,21,2,0,0,0.0,0.0,0,0,0,0,8,0,2,2,106,59,17,,0.0,0.0,0.0,63.7
小川祐奈,2020-01,ブレス浜松,25,15,35,4,3,11.4,2.9,0,0,0,1,21,0,3,5,61,25,15,,0.27,0.07,2.4,53.3
小川祐奈,2020-02,ブレス浜松,25,6,0,0,0,,,0,0,0,0,1,0,0,0,9,3,4,,0.0,0.0,0.0,55.6
小林愛里,2019-11,群馬銀行グリーンウイングス,4,11,114,42,10,36.8,28.1,5,2,2,1,29,3,1,14,56,23,13,40.0,3.82,0.09,21.6,52.7
小林愛里,2019-12,群馬銀行グリーンウイングス,4,12,102,33,10,32.4,22.5,0,0,0,1,28,3,4,8,70,28,17,,2.75,0.08,14.3,52.1
小林愛里,2020-01,群馬銀行グリーンウイングス,4,8,53,12,2,22.6,18.9,1,0,0,0,7,0,0,2,42,16,14,0.0,1.5,0.0,7.1,54.8
小茂田夏海,2019-12,ルートインホテルズブリリアントアリーズ,17,1,1,1,0,100.0,100.0,0,0,0,0,0,0,0,0,0,0,0,,1.0,0.0,,
小茂田夏海,2020-01,ルートインホテルズブリリアントアリーズ,17,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
小茂田夏海,2020-02,ルートインホテルズブリリアントアリーズ,17,2,7,1,1,14.3,0.0,0,0,0,1,5,0,0,0,2,1,1,,0.5,0.5,0.0,75.0
山内佑里子,2019-11,大野石油広島オイラーズ,10,18,149,43,8,28.9,23.5,5,1,0,5,51,2,2,13,113,56,23,20.0,2.39,0.28,9.3,59.7
山内佑里子,2019-12,大野石油広島オイラーズ,10,26,186,62,9,33.3,28.5,5,0,1,14,90,3,4,18,178,97,31,0.0,2.38,0.54,7.2,63.2
山内佑里子,2020-01,大野石油広島オイラーズ,10,6,21,2,0,9.5,9.5,1,0,0,0,15,0,0,3,8,4,1,0.0,0.33,0.0,5.0,56.2
