試合日,チーム,相手チーム,得セット,失セット,勝敗,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,総得点,被アタック打数,被アタック得点,被アタック失点,被アタック決定率,被ブロック得点,被ブロックセット平均,被サーブ効果率,被サーブレシーブ成功率
2021-02-20,東レアローズ,デンソーエアリービーズ,3,0,1,1,,井上奈々朱,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0,,,,,,,,
2021-02-20,東レアローズ,デンソーエアリービーズ,3,0,1,2,,大野果歩,3,■,■,■,nan,nan,12,5,0,41.7,41.7,1.67,0,0,0,-,3,1.00,8,0,0,2,6.2,0,0,0,-,8,,,,,,,,
2021-02-20,東レアローズ,デンソーエアリービーズ,3,0,1,4,,白井美沙紀,3,□,□,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,5,1,1,2,25.0,0,0,0,-,1,,,,,,,,
2021-02-20,東レアローズ,デンソーエアリービーズ,3,0,1,5,,中田紫乃,2,nan,□,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,2,0,0,2,25.0,0,0,0,-,0,,,,,,,,
2021-02-20,東レアローズ,デンソーエアリービーズ,3,0,1,6,L,中島未来,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0,,,,,,,,
2021-02-20,東レアローズ,デンソーエアリービーズ,3,0,1,7,,クランヤナ,3,■,■,■,nan,nan,19,7,1,36.8,31.6,2.33,4,1,1,25.0,1,0.33,12,0,2,5,6.2,0,0,0,-,8,,,,,,,,
2021-02-20,東レアローズ,デンソーエアリービーズ,3,0,1,8,,小川愛里奈,3,■,■,■,nan,nan,12,7,0,58.3,58.3,2.33,0,0,0,-,0,-,8,0,1,1,0.0,1,0,1,50.0,7,,,,,,,,
2021-02-20,東レアローズ,デンソーエアリービーズ,3,0,1,9,,黒後愛,3,■,■,■,nan,nan,32,16,1,50.0,46.9,5.33,2,0,0,0.0,1,0.33,8,1,0,5,28.1,14,6,5,60.7,18,,,,,,,,
2021-02-20,東レアローズ,デンソーエアリービーズ,3,0,1,10,,関菜々巳,3,■,■,■,nan,nan,0,0,0,,,-,0,0,0,-,0,-,19,3,0,8,26.3,0,0,0,-,3,,,,,,,,
2021-02-20,東レアローズ,デンソーエアリービーズ,3,0,1,11,L,水杉玲奈,3,●,●,●,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,9,3,2,44.4,0,,,,,,,,
2021-02-20,東レアローズ,デンソーエアリービーズ,3,0,1,12,,石川真佑,3,■,■,■,nan,nan,28,9,3,32.1,21.4,3.00,4,1,1,25.0,2,0.67,12,0,1,6,10.4,27,6,10,40.7,11,,,,,,,,
2021-02-20,東レアローズ,デンソーエアリービーズ,3,0,1,13,,野呂加南子,3,□,□,□,nan,nan,4,1,0,25.0,25.0,0.33,0,0,0,-,0,-,0,0,0,0,-,2,0,0,0.0,1,,,,,,,,
2021-02-20,東レアローズ,デンソーエアリービーズ,3,0,1,14,,大崎琴未,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0,,,,,,,,
2021-02-20,東レアローズ,デンソーエアリービーズ,3,0,1,15,,坂本侑,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0,,,,,,,,
2021-02-20,東レアローズ,デンソーエアリービーズ,3,0,1,チーム合計,チーム合計,チーム合計,3,nan,nan,nan,nan,nan,107,45,5,42.1,37.4,15.00,10,2,2,20.0,7,2.33,74,5,5,31,15.5,53,15,18,45.3,57,102,39,7,38.2,5,1.67,10.8,37.3
