試合日,年月,月,チーム,相手チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,総得点
2008-03-21,2008-03,3,デンソーエアリービーズ,久光製薬スプリングス,1,,眞恵子,4,□,□,□,□,,1,1,0,100.0,100.0,0.25,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,1
2008-03-21,2008-03,3,デンソーエアリービーズ,久光製薬スプリングス,2,,矢野美子,4,■,■,■,■,,11,6,0,54.5,54.5,1.50,0,0,0,-,8,2.00,15,0,0,8,13.3,0,0,0,-,14
2008-03-21,2008-03,3,デンソーエアリービーズ,久光製薬スプリングス,3,,福田舞,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2008-03-21,2008-03,3,デンソーエアリービーズ,久光製薬スプリングス,4,,細田絵理,4,■,■,■,■,,36,9,0,25.0,25.0,2.25,0,0,0,-,4,1.00,16,0,2,4,6.2,30,15,0,50.0,13
2008-03-21,2008-03,3,デンソーエアリービーズ,久光製薬スプリングス,5,,岡野知子,4,■,■,■,■,,44,15,3,34.1,27.3,3.75,0,0,0,-,2,0.50,9,0,0,2,5.6,24,18,0,75.0,17
2008-03-21,2008-03,3,デンソーエアリービーズ,久光製薬スプリングス,6,,横山雅美,4,■,■,■,■,,1,0,0,0.0,0.0,-,0,0,0,-,1,0.25,27,1,3,7,9.4,0,0,0,-,2
2008-03-21,2008-03,3,デンソーエアリービーズ,久光製薬スプリングス,8,,井上香織,4,■,■,■,■,,21,11,0,52.4,52.4,2.75,0,0,0,-,2,0.50,13,0,2,2,3.8,0,0,0,-,13
2008-03-21,2008-03,3,デンソーエアリービーズ,久光製薬スプリングス,9,L,櫻井由香,4,●,●,●,●,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,19,18,0,94.7,0
2008-03-21,2008-03,3,デンソーエアリービーズ,久光製薬スプリングス,10,,木村智香子,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2008-03-21,2008-03,3,デンソーエアリービーズ,久光製薬スプリングス,14,,大槻真弥,1,□,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,2,0,0,0.0,0
2008-03-21,2008-03,3,デンソーエアリービーズ,久光製薬スプリングス,16,,片下恭子,4,□,□,□,□,,0,0,0,,,-,0,0,0,-,0,-,6,0,0,4,16.7,9,6,0,66.7,0
2008-03-21,2008-03,3,デンソーエアリービーズ,久光製薬スプリングス,28,,ロンドンシンディ,4,■,■,■,■,,49,18,7,36.7,22.4,4.50,7,4,1,57.1,4,1.00,13,1,1,3,13.5,0,0,0,-,23
2008-03-21,2008-03,3,久光製薬スプリングス,デンソーエアリービーズ,1,,仁木希,4,■,■,■,■,,16,3,1,18.8,12.5,0.75,0,0,0,-,3,0.75,15,0,0,5,8.3,21,12,0,57.1,6
2008-03-21,2008-03,3,久光製薬スプリングス,デンソーエアリービーズ,2,,榛澤舞子,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2008-03-21,2008-03,3,久光製薬スプリングス,デンソーエアリービーズ,4,,先野久美子,4,■,■,■,■,,22,6,1,27.3,22.7,1.50,0,0,0,-,2,0.50,16,0,0,7,10.9,0,0,0,-,8
2008-03-21,2008-03,3,久光製薬スプリングス,デンソーエアリービーズ,7,,狩野美雪,4,■,■,■,■,,31,8,3,25.8,16.1,2.00,0,0,0,-,1,0.25,19,1,0,4,9.5,30,20,0,66.7,10
2008-03-21,2008-03,3,久光製薬スプリングス,デンソーエアリービーズ,8,,大村加奈子,4,■,■,■,■,,12,6,0,50.0,50.0,1.50,0,0,0,-,4,1.00,7,0,1,0,0.0,0,0,0,-,10
2008-03-21,2008-03,3,久光製薬スプリングス,デンソーエアリービーズ,9,,平井香菜子,3,□,,□,□,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2008-03-21,2008-03,3,久光製薬スプリングス,デンソーエアリービーズ,10,L,佐野優子,4,●,●,●,●,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,38,26,0,68.4,0
2008-03-21,2008-03,3,久光製薬スプリングス,デンソーエアリービーズ,11,,パブロワイエレナ,4,■,■,■,■,,69,30,5,43.5,36.2,7.50,11,5,2,45.5,1,0.25,15,0,4,3,5.0,1,1,0,100.0,31
2008-03-21,2008-03,3,久光製薬スプリングス,デンソーエアリービーズ,12,,渡辺真由美,3,□,,□,□,,0,0,0,,,-,0,0,0,-,0,-,4,1,1,1,26.2,0,0,0,-,1
