試合日,年月,チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
2019-11-23,2019-11,サフィルヴァ北海道,15,,河西孔明,1,,,,,□,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,1,0,1,50.0
2019-11-23,2019-11,サフィルヴァ北海道,17,,森元貴哉,5,■,■,■,■,■,24,12,0,0.5,0.5,2.40,7,3,0,42.9,1,0.20,19,0,5,4,-1.3,27,13,6,59.3
2019-11-23,2019-11,近畿クラブスフィーダ,1,,山本映樹,3,■,■,■,,,10,5,0,0.5,0.5,1.67,0,0,0,-,2,0.67,12,0,1,2,2.1,0,0,0,-
2019-11-23,2019-11,近畿クラブスフィーダ,3,,河戸俊亮,3,■,■,■,,,7,3,1,0.42857142857142855,0.2857142857142857,1.00,0,0,0,-,1,0.33,4,0,0,1,6.2,0,0,0,-
2019-11-23,2019-11,近畿クラブスフィーダ,4,,北村將,3,■,■,■,,,29,14,2,0.4827586206896552,0.4137931034482759,4.67,0,0,0,-,2,0.67,10,0,0,2,5.0,33,18,7,65.2
2019-11-23,2019-11,近畿クラブスフィーダ,8,,中谷芹,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2019-11-23,2019-11,近畿クラブスフィーダ,11,,本多駿,3,■,■,■,,,34,17,5,0.5,0.35294117647058826,5.67,6,3,2,50.0,1,0.33,17,0,2,2,0.0,2,0,2,50.0
2019-11-23,2019-11,近畿クラブスフィーダ,12,,中田雄大,3,■,■,■,,,0,0,0,,,-,0,0,0,-,0,-,12,0,2,0,-4.2,0,0,0,-
2019-11-23,2019-11,近畿クラブスフィーダ,13,,那須野裕進,3,■,■,■,,,9,4,0,0.4444444444444444,0.4444444444444444,1.33,0,0,0,-,2,0.67,11,0,0,4,9.1,0,0,0,-
2019-11-23,2019-11,近畿クラブスフィーダ,15,,久門伸司,2,□,□,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,1,-,1,0,0,0.0
2019-11-23,2019-11,近畿クラブスフィーダ,16,L,大原悠,3,●,●,●,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,22,12,4,63.6
2019-11-23,2019-11,近畿クラブスフィーダ,17,,帖佐力弥,3,□,□,□,,,0,0,0,,,-,0,0,0,-,0,-,3,0,0,0,0.0,0,0,0,-
2019-11-23,2019-11,近畿クラブスフィーダ,23,,井上尚人,1,,,□,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2019-11-23,2019-11,近畿クラブスフィーダ,27,,吉良悠飛,3,□,□,□,,,0,0,0,,,-,0,0,0,-,0,-,4,0,1,1,0.0,0,0,0,-
2019-11-23,2019-11,トヨタモビリティ東京スパークル,1,,岩阪健太郎,3,■,■,■,,,15,8,1,0.5333333333333333,0.4666666666666667,2.67,0,0,0,-,1,0.33,8,0,1,1,0.0,0,0,0,-
2019-11-23,2019-11,トヨタモビリティ東京スパークル,2,,為我井太也,3,■,■,■,,,4,4,0,1.0,1.0,1.33,0,0,0,-,1,0.33,7,0,3,1,-7.1,0,0,0,-
2019-11-23,2019-11,トヨタモビリティ東京スパークル,4,,西河孝太,3,■,■,■,,,32,11,3,0.34375,0.25,3.67,4,1,0,25.0,0,-,15,0,2,2,0.0,30,18,6,70.0
2019-11-23,2019-11,トヨタモビリティ東京スパークル,5,L,峰尾拓,3,●,●,●,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,22,17,4,86.4
2019-11-23,2019-11,トヨタモビリティ東京スパークル,6,,大貫智博,2,,□,■,,,2,1,1,0.5,0.0,0.50,0,0,0,-,0,-,1,0,0,1,25.0,0,0,0,-
2019-11-23,2019-11,トヨタモビリティ東京スパークル,7,,石井琢也,3,■,■,■,,,42,15,3,0.35714285714285715,0.2857142857142857,5.00,2,1,0,50.0,1,0.33,10,0,0,2,5.0,14,6,4,57.1
2019-11-23,2019-11,トヨタモビリティ東京スパークル,8,,西片圭佑,1,■,,,,,5,2,0,0.4,0.4,2.00,0,0,0,-,0,-,2,0,0,0,0.0,0,0,0,-
2019-11-23,2019-11,トヨタモビリティ東京スパークル,9,,大楽祥生,2,□,■,,,,7,0,0,0.0,0.0,-,1,0,0,0.0,0,-,4,0,3,0,-18.8,0,0,0,-
2019-11-23,2019-11,トヨタモビリティ東京スパークル,13,,田中湧朔,3,□,□,□,,,0,0,0,,,-,0,0,0,-,0,-,4,0,2,0,-12.5,0,0,0,-
2019-11-23,2019-11,トヨタモビリティ東京スパークル,14,,岸海斗,1,,,□,,,0,0,0,,,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0,0,-
2019-11-23,2019-11,トヨタモビリティ東京スパークル,21,,伊藤優介,3,■,■,■,,,9,6,1,0.6666666666666666,0.5555555555555556,2.00,0,0,0,-,2,0.67,16,1,0,8,18.8,1,0,0,0.0
2019-11-23,2019-11,トヨタモビリティ東京スパークル,22,,松枝寿明,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2019-11-23,2019-11,トヨタモビリティ東京スパークル,28,,槌尾健,1,,,□,,,0,0,0,,,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0,0,-
2019-11-24,2019-11,奈良ドリーマーズ,2,,言上真一,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2019-11-24,2019-11,奈良ドリーマーズ,3,,壇上正健,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2019-11-24,2019-11,奈良ドリーマーズ,4,,下町浩二,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2019-11-24,2019-11,奈良ドリーマーズ,5,L,小寺秀哉,5,●,●,●,●,●,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2019-11-24,2019-11,奈良ドリーマーズ,7,,有津翔太,5,■,■,■,■,■,25,16,2,0.64,0.56,3.20,1,0,0,0.0,4,0.80,14,2,2,4,17.9,1,0,1,50.0
2019-11-24,2019-11,奈良ドリーマーズ,9,,高橋和希,5,■,■,■,■,■,5,1,1,0.2,0.0,0.20,0,0,0,-,0,-,16,0,1,2,1.6,0,0,0,-
2019-11-24,2019-11,奈良ドリーマーズ,11,,後藤和志,1,□,,,,,1,1,0,1.0,1.0,1.00,1,1,0,100.0,0,-,2,0,1,0,-12.5,0,0,0,-
2019-11-24,2019-11,奈良ドリーマーズ,12,,川村幸司,5,■,■,■,■,■,31,14,1,0.4516129032258064,0.41935483870967744,2.80,7,3,0,42.9,3,0.60,15,1,1,5,13.3,38,15,15,59.2
2019-11-24,2019-11,奈良ドリーマーズ,14,,杉谷祐磨,3,□,,,□,□,0,0,0,,,-,0,0,0,-,0,-,3,0,2,0,-16.7,0,0,0,-
2019-11-24,2019-11,奈良ドリーマーズ,15,,上竣,5,■,■,■,■,■,23,10,2,0.43478260869565216,0.3478260869565217,2.00,13,7,0,53.8,2,0.40,17,2,6,6,11.8,0,0,0,-
2019-11-24,2019-11,奈良ドリーマーズ,16,,片野坂拓人,5,■,■,■,■,■,38,20,3,0.5263157894736842,0.4473684210526316,4.00,6,4,0,66.7,1,0.20,20,0,2,3,1.2,18,9,6,66.7
2019-11-24,2019-11,奈良ドリーマーズ,17,,碩幸輝,5,■,■,■,■,■,16,4,1,0.25,0.1875,0.80,0,0,0,-,3,0.60,20,1,0,5,11.2,0,0,0,-
2019-11-24,2019-11,奈良ドリーマーズ,18,,南本大貴,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2019-11-24,2019-11,奈良ドリーマーズ,19,L,石渡瑛法,5,〇,〇,〇,〇,〇,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,24,8,10,54.2
2019-11-24,2019-11,トヨタモビリティ東京スパークル,1,,岩阪健太郎,5,■,■,■,■,■,15,8,1,0.5333333333333333,0.4666666666666667,1.60,0,0,0,-,0,-,6,0,1,0,-4.2,0,0,0,-
2019-11-24,2019-11,トヨタモビリティ東京スパークル,2,,為我井太也,5,■,■,■,■,■,3,1,0,0.3333333333333333,0.3333333333333333,0.20,0,0,0,-,3,0.60,16,1,4,6,9.4,0,0,0,-
2019-11-24,2019-11,トヨタモビリティ東京スパークル,4,,西河孝太,5,■,■,■,■,■,37,14,4,0.3783783783783784,0.2702702702702703,2.80,1,1,0,100.0,1,0.20,19,0,1,2,1.3,56,16,23,49.1
2019-11-24,2019-11,トヨタモビリティ東京スパークル,5,L,峰尾拓,5,●,●,●,●,●,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,21,8,7,54.8
2019-11-24,2019-11,トヨタモビリティ東京スパークル,6,,大貫智博,4,□,,□,□,■,1,1,0,1.0,1.0,0.25,0,0,0,-,2,0.50,4,0,0,1,6.2,0,0,0,-
2019-11-24,2019-11,トヨタモビリティ東京スパークル,7,,石井琢也,5,■,■,■,■,■,38,17,3,0.4473684210526316,0.3684210526315789,3.40,3,2,0,66.7,1,0.20,10,0,0,2,5.0,6,4,2,83.3
2019-11-24,2019-11,トヨタモビリティ東京スパークル,8,,西片圭佑,5,□,□,□,■,■,9,4,0,0.4444444444444444,0.4444444444444444,0.80,5,2,0,40.0,0,-,13,0,1,4,5.8,1,0,1,50.0
2019-11-24,2019-11,トヨタモビリティ東京スパークル,9,,大楽祥生,2,,□,□,,,3,1,0,0.3333333333333333,0.3333333333333333,0.50,1,1,0,100.0,0,-,1,0,0,0,0.0,1,0,1,50.0
2019-11-24,2019-11,トヨタモビリティ東京スパークル,13,,田中湧朔,4,□,,□,□,□,0,0,0,,,-,0,0,0,-,0,-,4,0,1,0,-6.2,5,2,1,50.0
2019-11-24,2019-11,トヨタモビリティ東京スパークル,14,,岸海斗,4,■,■,■,■,,5,0,1,0.0,-0.2,-,0,0,0,-,2,0.50,10,1,3,1,5.0,0,0,0,-
2019-11-24,2019-11,トヨタモビリティ東京スパークル,21,,伊藤優介,3,■,■,■,,,15,8,0,0.5333333333333333,0.5333333333333333,2.67,2,1,0,50.0,0,-,10,0,1,1,0.0,0,0,0,-
2019-11-24,2019-11,トヨタモビリティ東京スパークル,22,,松枝寿明,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2019-11-24,2019-11,トヨタモビリティ東京スパークル,28,,槌尾健,2,,□,,□,,0,0,0,,,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0,0,-
2019-11-24,2019-11,近畿クラブスフィーダ,1,,山本映樹,2,■,■,,,,10,4,2,0.4,0.2,2.00,1,1,0,100.0,0,-,5,0,1,1,0.0,1,0,1,50.0
2019-11-24,2019-11,近畿クラブスフィーダ,3,,河戸俊亮,5,■,■,■,■,■,13,7,2,0.5384615384615384,0.38461538461538464,1.40,1,1,0,100.0,6,1.20,13,0,0,4,7.7,0,0,0,-
2019-11-24,2019-11,近畿クラブスフィーダ,4,,北村將,5,■,■,■,■,■,49,20,1,0.4081632653061225,0.3877551020408163,4.00,0,0,0,-,3,0.60,17,0,1,2,1.5,50,23,13,59.0
2019-11-24,2019-11,近畿クラブスフィーダ,8,,中谷芹,4,,□,□,□,□,0,0,0,,,-,0,0,0,-,0,-,5,0,0,3,15.0,0,0,0,-
2019-11-24,2019-11,近畿クラブスフィーダ,11,,本多駿,5,■,■,■,■,■,38,12,3,0.3157894736842105,0.2368421052631579,2.40,6,2,2,33.3,1,0.20,23,1,2,6,8.7,7,1,1,21.4
2019-11-24,2019-11,近畿クラブスフィーダ,12,,中田雄大,5,■,■,■,■,■,1,1,0,1.0,1.0,0.20,0,0,0,-,1,0.20,20,0,2,6,5.0,0,0,0,-
2019-11-24,2019-11,近畿クラブスフィーダ,13,,那須野裕進,5,■,■,■,■,■,16,12,2,0.75,0.625,2.40,0,0,0,-,1,0.20,12,0,3,3,0.0,0,0,0,-
2019-11-24,2019-11,近畿クラブスフィーダ,15,,久門伸司,5,□,□,□,□,□,0,0,0,,,-,0,0,0,-,0,-,4,0,1,0,-6.2,3,1,1,50.0
2019-11-24,2019-11,近畿クラブスフィーダ,16,L,大原悠,5,●,●,●,●,●,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,24,13,7,68.8
2019-11-24,2019-11,近畿クラブスフィーダ,22,,中川郁也,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2019-11-24,2019-11,近畿クラブスフィーダ,23,,井上尚人,4,,□,■,■,■,8,3,0,0.375,0.375,0.75,0,0,0,-,0,-,10,0,2,5,7.5,0,0,0,-
2019-11-24,2019-11,近畿クラブスフィーダ,27,,吉良悠飛,5,□,□,□,□,□,0,0,0,,,-,0,0,0,-,0,-,7,0,0,2,7.1,0,0,0,-
2019-11-24,2019-11,サフィルヴァ北海道,1,,青島賢司,2,□,,,□,,0,0,0,,,-,0,0,0,-,0,-,2,0,1,0,-12.5,0,0,0,-
2019-11-24,2019-11,サフィルヴァ北海道,2,L,神園時,5,●,●,●,●,●,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,27,12,9,61.1
2019-11-24,2019-11,サフィルヴァ北海道,3,,河西智洋,5,■,■,■,■,■,42,13,3,0.30952380952380953,0.2380952380952381,2.60,5,0,1,0.0,1,0.20,21,0,7,3,-4.8,51,12,23,46.1
2019-11-24,2019-11,サフィルヴァ北海道,4,,奥田基嗣,5,■,■,■,■,■,24,14,2,0.5833333333333334,0.5,2.80,0,0,0,-,2,0.40,14,0,3,2,-1.8,0,0,0,-
2019-11-24,2019-11,サフィルヴァ北海道,5,,吉田康祐,5,□,□,■,□,□,8,7,0,0.875,0.875,1.40,0,0,0,-,0,-,4,0,1,0,-6.2,0,0,0,-
2019-11-24,2019-11,サフィルヴァ北海道,7,,笠原佑斗,4,■,■,,■,■,11,7,0,0.6363636363636364,0.6363636363636364,1.75,0,0,0,-,4,1.00,17,0,0,4,5.9,0,0,0,-
2019-11-24,2019-11,サフィルヴァ北海道,8,,清水久雄,4,■,■,,□,□,2,1,0,0.5,0.5,0.25,0,0,0,-,0,-,8,0,2,1,-3.1,0,0,0,-
2019-11-24,2019-11,サフィルヴァ北海道,9,,小林洸,5,■,■,□,■,■,26,9,4,0.3461538461538461,0.19230769230769232,1.80,3,0,2,0.0,1,0.20,9,0,3,2,-2.8,0,0,0,-
2019-11-24,2019-11,サフィルヴァ北海道,10,,三浦拓,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2019-11-24,2019-11,サフィルヴァ北海道,11,,十良澤太一,5,□,□,■,■,■,1,1,0,1.0,1.0,0.20,0,0,0,-,0,-,13,0,2,5,5.8,0,0,0,-
2019-11-24,2019-11,サフィルヴァ北海道,12,L,白戸謙伸,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2019-11-24,2019-11,サフィルヴァ北海道,14,,山口拓馬,2,,□,■,,,8,3,2,0.375,0.125,1.50,1,1,0,100.0,0,-,4,0,1,2,6.2,0,0,0,-
2019-11-24,2019-11,サフィルヴァ北海道,15,,河西孔明,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2019-11-24,2019-11,サフィルヴァ北海道,17,,森元貴哉,5,■,■,■,■,■,46,19,4,0.4130434782608696,0.32608695652173914,3.80,10,4,2,40.0,2,0.40,19,1,6,5,3.9,26,6,11,44.2
2019-12-07,2019-12,近畿クラブスフィーダ,3,,河戸俊亮,4,■,■,■,■,,14,9,1,0.6428571428571429,0.5714285714285714,2.25,0,0,0,-,5,1.25,10,0,1,2,2.5,0,0,0,-
2019-12-07,2019-12,近畿クラブスフィーダ,4,,北村將,4,■,■,■,■,,24,7,2,0.2916666666666667,0.2083333333333333,1.75,0,0,0,-,4,1.00,20,0,0,8,10.0,23,9,9,58.7
2019-12-07,2019-12,近畿クラブスフィーダ,8,,中谷芹,1,,,,□,,0,0,0,,,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0,0,-
2019-12-07,2019-12,近畿クラブスフィーダ,10,,上山太樹,3,,□,□,□,,0,0,0,,,-,0,0,0,-,0,-,3,0,0,2,16.7,0,0,0,-
2019-12-07,2019-12,近畿クラブスフィーダ,11,,本多駿,4,■,■,■,■,,47,19,5,0.40425531914893614,0.2978723404255319,4.75,6,2,1,33.3,6,1.50,17,2,3,2,10.3,0,0,0,-
2019-12-07,2019-12,近畿クラブスフィーダ,12,,中田雄大,4,■,■,■,■,,1,0,0,0.0,0.0,-,0,0,0,-,0,-,15,0,1,2,1.7,0,0,0,-
2019-12-07,2019-12,近畿クラブスフィーダ,13,,那須野裕進,4,■,■,■,■,,20,9,1,0.45,0.4,2.25,0,0,0,-,5,1.25,9,0,1,1,0.0,0,0,0,-
2019-12-07,2019-12,近畿クラブスフィーダ,15,L,久門伸司,4,●,●,●,●,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,44,14,11,44.3
2019-12-07,2019-12,近畿クラブスフィーダ,16,,大原悠,4,■,■,■,■,,14,4,0,0.2857142857142857,0.2857142857142857,1.00,0,0,0,-,0,-,11,0,0,2,4.5,16,9,1,59.4
2019-12-07,2019-12,近畿クラブスフィーダ,22,,中川郁也,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2019-12-07,2019-12,近畿クラブスフィーダ,23,,井上尚人,3,□,,□,□,,0,0,0,,,-,0,0,0,-,0,-,2,0,0,0,0.0,0,0,0,-
2019-12-07,2019-12,近畿クラブスフィーダ,27,,吉良悠飛,3,□,□,□,,,0,0,0,,,-,0,0,0,-,0,-,3,0,1,1,0.0,0,0,0,-
2019-12-07,2019-12,奈良ドリーマーズ,1,,渡邊徹,2,,,□,□,,0,0,0,,,-,0,0,0,-,0,-,3,0,0,0,0.0,0,0,0,-
2019-12-07,2019-12,奈良ドリーマーズ,2,,言上真一,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2019-12-07,2019-12,奈良ドリーマーズ,3,,壇上正健,4,□,■,■,■,,28,14,2,0.5,0.42857142857142855,3.50,5,2,1,40.0,4,1.00,8,0,4,2,-6.2,0,0,0,-
2019-12-07,2019-12,奈良ドリーマーズ,4,,下町浩二,3,,■,■,■,,11,6,0,0.5454545454545454,0.5454545454545454,2.00,0,0,0,-,1,0.33,8,0,0,2,6.2,0,0,0,-
2019-12-07,2019-12,奈良ドリーマーズ,5,L,小寺秀哉,4,●,●,●,●,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2019-12-07,2019-12,奈良ドリーマーズ,7,,有津翔太,4,■,■,■,■,,21,12,1,0.5714285714285714,0.5238095238095238,3.00,1,1,0,100.0,3,0.75,13,2,2,6,23.1,1,0,0,0.0
2019-12-07,2019-12,奈良ドリーマーズ,9,,高橋和希,4,■,■,■,■,,5,1,0,0.2,0.2,0.25,0,0,0,-,1,0.25,22,1,0,8,13.6,2,1,0,50.0
2019-12-07,2019-12,奈良ドリーマーズ,11,,後藤和志,1,■,,,,,11,5,2,0.4545454545454545,0.2727272727272727,5.00,3,1,1,33.3,0,-,2,0,0,1,12.5,0,0,0,-
2019-12-07,2019-12,奈良ドリーマーズ,12,,川村幸司,4,■,■,■,■,,38,12,5,0.3157894736842105,0.18421052631578946,3.00,5,0,2,0.0,0,-,14,0,0,5,8.9,24,16,6,79.2
2019-12-07,2019-12,奈良ドリーマーズ,14,,杉谷祐磨,4,■,■,■,■,,25,9,3,0.36,0.24,2.25,0,0,0,-,1,0.25,17,0,2,3,1.5,27,8,11,50.0
2019-12-07,2019-12,奈良ドリーマーズ,17,,碩幸輝,3,■,,□,□,,1,0,0,0.0,0.0,-,0,0,0,-,0,-,4,0,0,1,6.2,0,0,0,-
2019-12-07,2019-12,奈良ドリーマーズ,18,,南本大貴,2,,,□,□,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2019-12-07,2019-12,奈良ドリーマーズ,19,L,石渡瑛法,4,〇,〇,〇,〇,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,30,13,9,58.3
2019-12-07,2019-12,トヨタモビリティ東京スパークル,1,,岩阪健太郎,5,■,■,■,■,■,24,12,0,0.5,0.5,2.40,0,0,0,-,5,1.00,9,0,3,1,-5.6,0,0,0,-
2019-12-07,2019-12,トヨタモビリティ東京スパークル,2,,為我井太也,5,■,■,■,■,■,5,4,0,0.8,0.8,0.80,0,0,0,-,0,-,11,0,4,5,2.3,0,0,0,-
2019-12-07,2019-12,トヨタモビリティ東京スパークル,4,,西河孝太,5,■,■,■,■,■,55,18,5,0.3272727272727273,0.2363636363636364,3.60,2,1,0,50.0,1,0.20,18,0,0,5,6.9,41,21,11,64.6
2019-12-07,2019-12,トヨタモビリティ東京スパークル,5,L,峰尾拓,5,●,●,●,●,●,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,27,10,11,57.4
2019-12-07,2019-12,トヨタモビリティ東京スパークル,6,,大貫智博,5,■,■,□,■,■,11,2,1,0.18181818181818185,0.09090909090909093,0.40,0,0,0,-,1,0.20,25,1,0,6,10.0,0,0,0,-
2019-12-07,2019-12,トヨタモビリティ東京スパークル,9,,大楽祥生,4,□,■,■,■,,16,4,2,0.25,0.125,1.00,0,0,0,-,0,-,9,0,2,4,5.6,0,0,0,-
2019-12-07,2019-12,トヨタモビリティ東京スパークル,11,,早川紘司,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2019-12-07,2019-12,トヨタモビリティ東京スパークル,12,,宇野佑樹,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2019-12-07,2019-12,トヨタモビリティ東京スパークル,13,L,田中湧朔,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2019-12-07,2019-12,トヨタモビリティ東京スパークル,14,,岸海斗,5,□,□,■,□,□,2,0,0,0.0,0.0,-,0,0,0,-,0,-,8,0,2,2,0.0,0,0,0,-
