月,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
11,2,,松浦未波,30,7,7,7,5,4,20,6,1,30.0,25.0,0.6666666666666666,0,0,0,,1,0.03333333333333333,118,6,3,29,10.59322033898305,3,0,1,16.666666666666668
12,2,,松浦未波,26,6,6,6,4,4,14,7,0,50.0,50.0,0.5384615384615384,0,0,0,,3,0.11538461538461539,91,4,2,21,9.615384615384615,3,0,0,0.0
01,2,,松浦未波,14,4,4,4,2,0,10,4,0,40.0,40.0,0.7142857142857143,0,0,0,,1,0.07142857142857142,55,1,1,13,7.2727272727272725,1,0,0,0.0
02,2,,松浦未波,18,4,4,4,3,3,8,3,0,37.5,37.5,0.4444444444444444,0,0,0,,1,0.05555555555555555,77,5,2,21,12.662337662337663,1,0,0,0.0
