名前,チーム,背番号,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
アキンラデウォフォルケ,久光製薬スプリングス,16,6,29,20,1,69.0,65.5,0,0,0,1,28,3,1,8,0,0,0,,3.3,0.2,17.0,
ミハイロビッチブランキツァ,JTマーヴェラス,9,6,84,31,13,36.9,21.4,34,14,6,2,24,4,2,3,0,0,0,41.2,5.2,0.3,17.7,
井上愛里沙,久光製薬スプリングス,22,6,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
井上琴絵,JTマーヴェラス,10,6,0,0,0,,,0,0,0,0,5,0,1,0,7,5,2,,0.0,0.0,-5.0,85.7
今村優香,久光製薬スプリングス,12,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
加藤光,久光製薬スプリングス,25,6,0,0,0,,,0,0,0,0,10,2,0,2,0,0,0,,0.0,0.0,25.0,
古藤千鶴,久光製薬スプリングス,2,6,0,0,0,,,0,0,0,0,30,2,2,11,1,0,0,,0.0,0.0,14.2,0.0
奥村麻依,JTマーヴェラス,3,6,22,9,0,40.9,40.9,0,0,0,0,12,0,0,4,0,0,0,,1.5,0.0,8.3,
小川杏奈,JTマーヴェラス,13,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
小幡真子,JTマーヴェラス,15,6,0,0,0,,,0,0,0,0,0,0,0,0,34,17,10,,0.0,0.0,,64.7
山本美沙,JTマーヴェラス,16,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
岩坂名奈,久光製薬スプリングス,4,6,15,7,0,46.7,46.7,0,0,0,8,8,0,1,2,2,0,0,,1.2,1.3,3.1,0.0
座安琴希,久光製薬スプリングス,10,6,0,0,0,,,0,0,0,0,0,0,0,0,8,3,3,,0.0,0.0,,56.2
戸江真奈,久光製薬スプリングス,18,6,0,0,0,,,0,0,0,0,0,0,0,0,17,5,5,,0.0,0.0,,44.1
新鍋理沙,久光製薬スプリングス,3,6,27,13,2,48.1,40.7,0,0,0,2,30,1,3,4,30,14,6,,2.2,0.3,4.2,56.7
林琴奈,JTマーヴェラス,12,5,24,5,2,20.8,12.5,5,1,0,1,8,0,0,4,19,6,6,20.0,1.0,0.2,12.5,47.4
柴田真果,JTマーヴェラス,5,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
栄絵里香,久光製薬スプリングス,11,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
森谷史佳,久光製薬スプリングス,14,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
橋本梨紗,JTマーヴェラス,18,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
橘井友香,JTマーヴェラス,4,5,1,0,0,0.0,0.0,0,0,0,0,6,0,1,2,5,1,2,,0.0,0.0,4.2,40.0
田中瑞稀,JTマーヴェラス,2,3,21,4,1,19.0,14.3,0,0,0,1,5,0,0,1,37,9,13,,1.3,0.3,5.0,41.9
田中美咲,JTマーヴェラス,7,6,0,0,0,,,0,0,0,1,22,0,2,7,0,0,0,,0.0,0.2,5.7,
目黒優佳,JTマーヴェラス,11,6,32,11,2,34.4,28.1,0,0,0,0,8,0,0,4,32,11,12,,1.8,0.0,12.5,53.1
石井優希,久光製薬スプリングス,6,6,68,32,1,47.1,45.6,1,0,0,1,21,0,3,4,32,15,7,0.0,5.3,0.2,1.2,57.8
筒井さやか,久光製薬スプリングス,20,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
芥川愛加,JTマーヴェラス,1,6,28,13,1,46.4,42.9,0,0,0,2,13,1,1,4,1,0,1,,2.2,0.3,13.5,50.0
野本梨佳,久光製薬スプリングス,8,6,67,23,2,34.3,31.3,3,1,0,1,20,0,0,3,8,4,3,33.3,3.8,0.2,3.8,68.8
金杉由香,JTマーヴェラス,6,3,0,0,0,,,0,0,0,0,5,1,0,1,0,0,0,,0.0,0.0,25.0,
