名前,チーム,背番号,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
オリヴェイラスエレ,ヴィクトリーナ姫路,2,15,127,43,8,33.9,27.6,1,0,0,11,62,3,5,18,101,51,22,0.0,2.9,0.7,10.1,61.4
三好紗弥香,群馬銀行グリーンウイングス,11,1,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,,0.0,0.0,0.0,
三浦あゆみ,GSS東京サンビームズ,8,13,0,0,0,,,0,0,0,0,0,0,0,0,89,37,22,,0.0,0.0,,53.9
上地野乃香,群馬銀行グリーンウイングス,9,14,0,0,0,,,0,0,0,0,9,0,0,1,18,6,5,,0.0,0.0,2.8,47.2
中村早紀子,JAぎふリオレーナ,10,14,7,1,1,14.3,0.0,0,0,0,0,13,0,0,4,29,13,4,,0.1,0.0,7.7,51.7
中條美月,GSS東京サンビームズ,17,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
中田唯香,大野石油広島オイラーズ,11,7,51,17,3,33.3,27.5,3,0,0,0,20,0,0,6,9,2,3,0.0,2.4,0.0,7.5,38.9
丹野瑞希,プレステージ・インターナショナルアランマーレ,12,11,33,9,2,27.3,21.2,0,0,0,0,18,0,0,7,0,0,0,,0.8,0.0,9.7,
久保亜宥美,GSS東京サンビームズ,16,3,13,3,2,23.1,7.7,0,0,0,0,15,0,2,3,9,0,5,,1.0,0.0,1.7,27.8
井上実咲,JAぎふリオレーナ,12,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
今井里美,JAぎふリオレーナ,3,18,182,61,15,33.5,25.3,7,2,2,0,71,2,2,16,111,36,31,28.6,3.4,0.0,7.7,46.4
伊藤摩耶,プレステージ・インターナショナルアランマーレ,17,8,26,12,2,46.2,38.5,0,0,0,2,14,0,1,3,0,0,0,,1.5,0.2,3.6,
佐々木美帆,JAぎふリオレーナ,11,18,51,21,1,41.2,39.2,0,0,0,8,81,1,1,19,5,1,2,,1.2,0.4,6.8,40.0
佐藤愛美,大野石油広島オイラーズ,9,14,53,16,4,30.2,22.6,2,1,0,2,16,0,2,8,10,4,3,50.0,1.1,0.1,9.4,55.0
佐野遥香,JAぎふリオレーナ,14,8,0,0,0,,,0,0,0,0,11,0,0,3,0,0,0,,0.0,0.0,6.8,
先崎早織,GSS東京サンビームズ,15,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
勝見咲子,GSS東京サンビームズ,29,15,192,72,16,37.5,29.2,21,5,5,0,33,1,0,7,3,1,0,23.8,4.8,0.0,8.3,33.3
北川海育,大野石油広島オイラーズ,1,18,93,40,4,43.0,38.7,0,0,0,13,54,4,1,14,17,7,3,,2.2,0.7,13.4,50.0
北村果穂,プレステージ・インターナショナルアランマーレ,1,17,3,1,0,33.3,33.3,2,0,0,0,24,2,3,7,27,13,2,0.0,0.1,0.0,12.5,51.9
古市彩音,群馬銀行グリーンウイングス,6,21,3,3,0,100.0,100.0,0,0,0,1,35,2,1,9,0,0,0,,0.1,0.0,11.4,
吉井奎乃,JAぎふリオレーナ,4,18,218,87,18,39.9,31.7,32,14,5,5,60,1,9,20,126,62,30,43.8,4.8,0.3,6.2,61.1
吉岡みなみ,群馬銀行グリーンウイングス,2,21,0,0,0,,,0,0,0,0,0,0,0,0,72,40,12,,0.0,0.0,,63.9
吉岡可奈,ヴィクトリーナ姫路,9,15,45,19,1,42.2,40.0,0,0,0,6,54,2,11,15,9,3,1,,1.3,0.4,5.6,38.9
吉本梓穂,大野石油広島オイラーズ,8,13,72,19,1,26.4,25.0,2,0,0,2,37,1,0,9,50,24,14,0.0,1.5,0.2,8.8,62.0
吉里遥,大野石油広島オイラーズ,6,15,127,54,10,42.5,34.6,11,4,1,1,43,8,8,14,1,0,1,36.4,3.6,0.1,22.1,50.0
土屋智菜実,群馬銀行グリーンウイングス,12,1,3,1,1,33.3,0.0,0,0,0,0,1,0,0,0,3,1,0,,1.0,0.0,0.0,33.3
土岡真央,大野石油広島オイラーズ,17,18,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
堀部ジェニファー,GSS東京サンビームズ,13,6,0,0,0,,,0,0,0,0,11,1,1,2,5,1,3,,0.0,0.0,11.4,50.0
大元朱菜,ヴィクトリーナ姫路,15,7,23,8,3,34.8,21.7,0,0,0,1,17,1,4,4,0,0,0,,1.1,0.1,5.9,
大原萌,GSS東京サンビームズ,19,11,0,0,0,,,0,0,0,0,6,1,0,3,38,15,7,,0.0,0.0,29.2,48.7
大田知香,ヴィクトリーナ姫路,5,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
天澤優奈,GSS東京サンビームズ,23,15,100,22,7,22.0,15.0,0,0,0,1,49,2,4,7,158,82,34,,1.5,0.1,5.6,62.7
安福若菜,群馬銀行グリーンウイングス,16,21,84,31,6,36.9,29.8,0,0,0,10,59,0,1,6,2,1,0,,1.5,0.5,2.1,50.0
寺坂茜,群馬銀行グリーンウイングス,7,16,43,12,6,27.9,14.0,0,0,0,0,1,0,1,0,0,0,0,,0.8,0.0,-25.0,
小室祐里,GSS東京サンビームズ,9,6,31,6,1,19.4,16.1,0,0,0,1,10,0,0,4,19,14,1,,1.0,0.2,10.0,76.3
小林愛里,群馬銀行グリーンウイングス,4,7,56,15,7,26.8,14.3,0,0,0,2,14,0,0,6,40,22,2,,2.1,0.3,10.7,57.5
山内佑里子,大野石油広島オイラーズ,10,13,86,24,5,27.9,22.1,0,0,0,2,38,2,1,8,89,41,24,,1.8,0.2,9.9,59.6
山本紗貴,GSS東京サンビームズ,27,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
山本裕香,JAぎふリオレーナ,5,18,186,70,12,37.6,31.2,4,0,0,10,53,4,9,14,1,0,0,0.0,3.9,0.6,9.9,0.0
岡田倫奈,JAぎふリオレーナ,13,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
岩永明奈,JAぎふリオレーナ,8,6,0,0,0,,,0,0,0,0,8,0,0,2,0,0,0,,0.0,0.0,6.2,
愛宕諒子,群馬銀行グリーンウイングス,13,16,167,61,10,36.5,30.5,0,0,0,5,47,3,2,15,5,3,1,,3.8,0.3,13.3,70.0
戸田さやか,プレステージ・インターナショナルアランマーレ,9,4,5,2,1,40.0,20.0,0,0,0,0,0,0,0,0,0,0,0,,0.5,0.0,,
斉藤千佳,群馬銀行グリーンウイングス,8,20,132,40,15,30.3,18.9,3,1,1,5,43,2,3,11,0,0,0,33.3,2.0,0.2,9.3,
斉藤有香,大野石油広島オイラーズ,15,15,145,39,9,26.9,20.7,3,0,1,2,54,0,4,15,163,71,36,0.0,2.6,0.1,5.1,54.6
新井祥,群馬銀行グリーンウイングス,10,19,181,71,9,39.2,34.3,0,0,0,4,75,2,1,15,187,86,47,,3.7,0.2,7.3,58.6
有川由季乃,GSS東京サンビームズ,3,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
木村友里,プレステージ・インターナショナルアランマーレ,3,19,189,66,6,34.9,31.7,8,1,0,1,79,1,1,21,161,69,42,12.5,3.5,0.1,7.6,55.9
本間有貴,プレステージ・インターナショナルアランマーレ,13,19,120,44,1,36.7,35.8,0,0,0,3,51,0,2,18,4,2,1,,2.3,0.2,7.8,62.5
本間真樹子,JAぎふリオレーナ,9,18,23,11,0,47.8,47.8,0,0,0,5,57,1,0,13,0,0,0,,0.6,0.3,7.5,
松尾由紀子,プレステージ・インターナショナルアランマーレ,6,11,0,0,0,,,0,0,0,0,2,0,0,1,0,0,0,,0.0,0.0,12.5,
松浦未波,GSS東京サンビームズ,2,15,11,2,0,18.2,18.2,0,0,0,0,51,3,3,10,0,0,0,,0.1,0.0,9.3,
柳沢紫子,プレステージ・インターナショナルアランマーレ,10,17,66,22,4,33.3,27.3,0,0,0,14,64,3,3,30,3,3,0,,1.3,0.8,15.2,100.0
栗田楓,群馬銀行グリーンウイングス,1,21,7,0,0,0.0,0.0,0,0,0,0,67,2,3,14,1,0,0,,0.0,0.0,7.1,0.0
