名前,チーム,背番号,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
森寿実子,プレステージ・インターナショナルアランマーレ,11,19,0,0,0,,,0,0,0,0,0,0,0,0,78,49,11,,0.0,0.0,,69.9
櫻井美樹,ヴィクトリーナ姫路,19,5,0,0,0,,,0,0,0,0,8,0,1,1,0,0,0,,0.0,0.0,0.0,
江川優貴,プレステージ・インターナショナルアランマーレ,2,19,217,67,20,30.9,21.7,36,8,3,2,61,7,16,15,0,0,0,22.2,3.5,0.1,11.1,
河合由貴,ヴィクトリーナ姫路,7,17,8,2,1,25.0,12.5,0,0,0,2,70,5,2,22,1,1,0,,0.1,0.1,14.3,100.0
浅川希,プレステージ・インターナショナルアランマーレ,5,19,176,50,17,28.4,18.8,2,0,1,3,31,2,8,14,140,73,30,0.0,2.6,0.2,11.3,62.9
浅津ゆうこ,ヴィクトリーナ姫路,4,15,106,52,5,49.1,44.3,7,0,1,6,39,2,1,14,0,0,0,0.0,3.5,0.4,13.5,
浜田栞,JAぎふリオレーナ,18,2,2,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
溝口由利香,ヴィクトリーナ姫路,18,17,0,0,0,,,0,0,0,0,0,0,0,0,56,25,12,,0.0,0.0,,55.4
片下恭子,ヴィクトリーナ姫路,8,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
田中咲希,ヴィクトリーナ姫路,21,7,41,15,4,36.6,26.8,2,0,0,0,8,0,1,3,0,0,0,0.0,2.1,0.0,6.2,
田中瑠奈,群馬銀行グリーンウイングス,5,12,89,35,2,39.3,37.1,0,0,0,5,29,0,2,6,65,33,20,,2.9,0.4,3.4,66.2
田代麻樹,JAぎふリオレーナ,1,18,71,35,3,49.3,45.1,0,0,0,8,45,1,0,10,4,3,0,,1.9,0.4,7.8,75.0
田村愛美,プレステージ・インターナショナルアランマーレ,8,19,13,3,1,23.1,15.4,0,0,0,0,59,1,1,9,0,0,0,,0.2,0.0,5.1,
百瀬彩夏,GSS東京サンビームズ,12,11,45,18,0,40.0,40.0,0,0,0,2,41,0,0,11,3,0,3,,1.6,0.2,6.7,50.0
目加田莉央,JAぎふリオレーナ,16,18,0,0,0,,,0,0,0,0,0,0,0,0,71,46,13,,0.0,0.0,,73.9
磯部成里,大野石油広島オイラーズ,3,10,23,8,2,34.8,26.1,0,0,0,9,30,2,5,8,2,0,1,,0.8,0.9,9.2,25.0
福田有里,プレステージ・インターナショナルアランマーレ,20,19,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
竹内沙月,GSS東京サンビームズ,14,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
筒井視穂子,ヴィクトリーナ姫路,1,10,0,0,0,,,0,0,0,0,22,0,1,7,11,3,5,,0.0,0.0,6.8,50.0
縄田香世子,GSS東京サンビームズ,24,1,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,,0.0,0.0,0.0,
色摩知巳,GSS東京サンビームズ,5,15,155,53,9,34.2,28.4,3,0,1,4,48,3,2,15,17,5,2,0.0,3.5,0.3,13.0,35.3
菅原里奈,プレステージ・インターナショナルアランマーレ,19,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
藤原真理子,プレステージ・インターナショナルアランマーレ,18,2,4,1,2,25.0,-25.0,0,0,0,0,2,0,2,0,4,0,0,,0.5,0.0,-25.0,0.0
藤田萠英,大野石油広島オイラーズ,5,18,0,0,0,,,0,0,0,0,0,0,0,0,44,22,9,,0.0,0.0,,60.2
西田智美,大野石油広島オイラーズ,14,3,9,2,0,22.2,22.2,0,0,0,0,4,0,1,1,3,1,2,,0.7,0.0,0.0,66.7
谷岡初生,大野石油広島オイラーズ,12,9,35,12,6,34.3,17.1,0,0,0,6,22,1,4,9,2,1,0,,1.3,0.7,10.2,50.0
豊田みづき,GSS東京サンビームズ,7,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
貞包里穂,ヴィクトリーナ姫路,20,17,159,63,5,39.6,36.5,8,0,1,4,52,0,2,11,78,19,21,0.0,3.7,0.2,4.3,37.8
賀谷明日光,GSS東京サンビームズ,25,15,89,31,9,34.8,24.7,0,0,0,4,45,3,1,20,1,1,0,,2.1,0.3,17.2,100.0
重松史乃,GSS東京サンビームズ,1,8,0,0,0,,,0,0,0,0,10,0,2,3,0,0,0,,0.0,0.0,2.5,
金杉由香,ヴィクトリーナ姫路,10,5,51,16,5,31.4,21.6,5,0,1,0,10,0,1,3,19,8,4,0.0,3.2,0.0,5.0,52.6
鈴木日葵,群馬銀行グリーンウイングス,3,21,92,45,4,48.9,44.6,0,0,0,5,87,5,11,33,0,0,0,,2.1,0.2,12.1,
長谷川侑南,大野石油広島オイラーズ,4,12,5,1,1,20.0,0.0,0,0,0,0,20,0,2,5,0,0,0,,0.1,0.0,3.8,
馬渡晴菜,大野石油広島オイラーズ,7,17,6,1,1,16.7,0.0,0,0,0,1,40,0,3,12,2,0,0,,0.1,0.1,5.6,0.0
高木理江,ヴィクトリーナ姫路,14,15,62,28,3,45.2,40.3,0,0,0,5,40,2,2,11,1,0,0,,1.9,0.3,10.6,0.0
高橋咲妃惠,ヴィクトリーナ姫路,3,11,0,0,0,,,0,0,0,0,18,0,1,4,12,9,0,,0.0,0.0,4.2,75.0
齊藤望,JAぎふリオレーナ,15,3,7,2,0,28.6,28.6,0,0,0,0,3,0,0,0,0,0,0,,0.7,0.0,0.0,
