試合日,チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
2020-01-18,大野石油広島オイラーズ,1,,北川海育,3,■,■,■,nan,nan,16,4,0,0.25,0.25,1.33,0,0,0,-,0,-,7,0,0,2,7.1,0,0,0,-
2020-01-18,大野石油広島オイラーズ,2,,大西真咲,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2020-01-18,大野石油広島オイラーズ,3,,磯部成里,2,nan,□,■,nan,nan,9,4,0,0.4444444444444444,0.4444444444444444,2.00,0,0,0,-,3,1.50,5,0,1,2,5.0,0,0,0,-
2020-01-18,大野石油広島オイラーズ,4,,長谷川侑南,3,■,■,■,nan,nan,1,1,0,1.0,1.0,0.33,0,0,0,-,0,-,9,0,2,2,0.0,0,0,0,-
2020-01-18,大野石油広島オイラーズ,9,,佐藤愛美,3,■,■,□,nan,nan,13,5,0,0.38461538461538464,0.38461538461538464,1.67,2,0,0,0.0,0,-,7,1,0,2,21.4,0,0,0,-
2020-01-18,大野石油広島オイラーズ,10,,山内佑里子,2,nan,□,■,nan,nan,8,2,0,0.25,0.25,1.00,0,0,0,-,0,-,7,0,0,0,0.0,2,1,1,75.0
2020-01-18,大野石油広島オイラーズ,11,,中田唯香,3,■,■,■,nan,nan,39,10,2,0.2564102564102564,0.20512820512820512,3.33,5,1,1,20.0,1,0.33,11,0,1,1,0.0,41,16,13,54.9
2020-01-18,大野石油広島オイラーズ,13,,伊藤愛華,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2020-01-18,大野石油広島オイラーズ,14,,西田智美,2,■,■,nan,nan,nan,5,2,0,0.4,0.4,1.00,0,0,0,-,0,-,3,0,0,1,8.3,0,0,0,-
2020-01-18,大野石油広島オイラーズ,15,,斉藤有香,3,■,■,■,nan,nan,59,16,4,0.2711864406779661,0.2033898305084746,5.33,8,1,1,12.5,0,-,11,0,2,3,2.3,19,7,5,50.0
2020-01-18,大野石油広島オイラーズ,16,,三井梨愛,1,nan,nan,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,3,0,0,1,8.3,0,0,0,-
2020-01-18,大野石油広島オイラーズ,17,L,土岡真央,3,●,●,●,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,6,3,3,75.0
2020-01-18,大野石油広島オイラーズ,チーム合計,チーム合計,チーム合計,3,nan,nan,nan,nan,nan,150,44,6,0.29333333333333333,0.25333333333333335,14.67,15,2,2,13.3,4,1.33,63,1,6,14,4.8,68,27,22,55.9
