試合日,チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,相手アタック打数,相手アタック得点,相手アタック失点,相手アタック決定率,相手ブロック得点,相手ブロックセット平均,相手サーブ効果率,相手サーブレシーブ成功率
2021-02-14,JTサンダーズ広島,1,,安永拓弥,2,nan,□,■,nan,nan,3,2,0,66.7,66.7,1.00,0,0,0,-,0,-,3,0,0,0,0.0,0,0,0,-,,,,,,,,
2021-02-14,JTサンダーズ広島,2,,小野寺太志,3,■,■,■,nan,nan,11,6,0,54.5,54.5,2.00,0,0,0,-,3,1.00,12,0,3,2,-2.1,3,2,1,83.3,,,,,,,,
2021-02-14,JTサンダーズ広島,3,,深津旭弘,3,■,■,■,nan,nan,4,2,0,50.0,50.0,0.67,1,0,0,0.0,4,1.33,9,0,0,4,11.1,1,0,0,0.0,,,,,,,,
2021-02-14,JTサンダーズ広島,4,,中島健太,2,■,■,nan,nan,nan,5,2,0,40.0,40.0,1.00,0,0,0,-,0,-,5,1,1,2,25.0,0,0,0,-,,,,,,,,
2021-02-14,JTサンダーズ広島,5,,井上慎一朗,1,nan,□,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,1,0,-25.0,0,0,0,-,,,,,,,,
2021-02-14,JTサンダーズ広島,6,,エドガートーマス,3,■,■,■,nan,nan,25,15,0,60.0,60.0,5.00,7,3,0,42.9,2,0.67,20,3,5,8,18.8,0,0,0,-,,,,,,,,
2021-02-14,JTサンダーズ広島,7,,八子大輔,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2021-02-14,JTサンダーズ広島,8,,武智洸史,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2021-02-14,JTサンダーズ広島,9,,新井雄大,3,■,■,■,nan,nan,22,9,1,40.9,36.4,3.00,3,1,1,33.3,1,0.33,11,0,2,0,-4.5,15,6,3,50.0,,,,,,,,
2021-02-14,JTサンダーズ広島,10,L,井上航,3,〇,〇,〇,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,9,5,1,61.1,,,,,,,,
2021-02-14,JTサンダーズ広島,15,L,唐川大志,3,●,●,●,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2021-02-14,JTサンダーズ広島,17,,金子聖輝,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2021-02-14,JTサンダーズ広島,18,,山本将平,3,■,■,■,nan,nan,14,6,0,42.9,42.9,2.00,1,0,0,0.0,1,0.33,12,1,2,2,8.3,25,13,6,64.0,,,,,,,,
2021-02-14,JTサンダーズ広島,20,,坂下純也,3,□,□,□,nan,nan,2,2,0,100.0,100.0,0.67,1,1,0,100.0,0,-,1,0,1,0,-25.0,4,0,3,37.5,,,,,,,,
2021-02-14,JTサンダーズ広島,チーム合計,チーム合計,チーム合計,3,nan,nan,nan,nan,nan,86,44,1,51.2,50.0,14.67,13,5,1,38.5,11,3.67,74,5,15,18,7.8,57,26,14,57.9,91,37,7,40.7,3,1.00,11.9,50.9
