試合日,チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,被アタック打数,被アタック得点,被アタック失点,被アタック決定率,被ブロック得点,被ブロックセット平均,被サーブ効果率,被サーブレシーブ成功率
2020-11-14,JTサンダーズ広島,1,,安永拓弥,5,■,■,■,■,■,9,7,0,0.7777777777777778,0.7777777777777778,1.40,0,0,0,-,2,0.40,10,0,1,0,-2.5,0,0,0,-,,,,,,,,
2020-11-14,JTサンダーズ広島,2,,小野寺太志,5,■,■,■,■,■,23,16,0,0.6956521739130435,0.6956521739130435,3.20,0,0,0,-,3,0.60,22,2,3,5,11.4,1,1,0,100.0,,,,,,,,
2020-11-14,JTサンダーズ広島,3,,深津旭弘,5,■,■,■,■,■,0,0,0,,,-,0,0,0,-,1,0.20,27,0,2,14,11.1,0,0,0,-,,,,,,,,
2020-11-14,JTサンダーズ広島,5,,井上慎一朗,3,□,□,□,nan,nan,5,2,0,0.4,0.4,0.67,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-11-14,JTサンダーズ広島,7,,八子大輔,5,■,■,■,■,■,22,13,2,0.5909090909090909,0.5,2.60,5,3,1,60.0,0,-,13,1,2,1,5.8,0,0,0,-,,,,,,,,
2020-11-14,JTサンダーズ広島,8,,武智洸史,3,nan,nan,■,■,■,14,9,1,0.6428571428571429,0.5714285714285714,3.00,2,1,0,50.0,1,0.33,8,0,2,0,-6.2,12,6,2,58.3,,,,,,,,
2020-11-14,JTサンダーズ広島,10,L,井上航,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-11-14,JTサンダーズ広島,11,,久原大輝,5,□,□,□,□,□,0,0,0,,,-,0,0,0,-,0,-,8,0,0,2,6.2,0,0,0,-,,,,,,,,
2020-11-14,JTサンダーズ広島,12,,合田心平,3,□,□,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,2,0,0,0,0.0,0,0,0,-,,,,,,,,
2020-11-14,JTサンダーズ広島,15,L,唐川大志,5,●,●,●,●,●,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,29,16,5,63.8,,,,,,,,
2020-11-14,JTサンダーズ広島,16,,西知恕,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-11-14,JTサンダーズ広島,17,,金子聖輝,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-11-14,JTサンダーズ広島,18,,山本将平,2,■,■,nan,nan,nan,13,2,1,0.15384615384615385,0.07692307692307693,1.00,4,0,0,0.0,0,-,6,0,3,0,-12.5,12,7,1,62.5,,,,,,,,
2020-11-14,JTサンダーズ広島,19,,陳建禎,5,■,■,■,■,■,43,24,3,0.5581395348837209,0.4883720930232558,4.80,5,2,1,40.0,3,0.60,15,0,3,1,-3.3,27,16,6,70.4,,,,,,,,
2020-11-14,JTサンダーズ広島,チーム合計,チーム合計,チーム合計,5,nan,nan,nan,nan,nan,129,73,7,0.5658914728682171,0.5116279069767442,14.60,16,6,2,37.5,10,2.00,111,3,16,23,4.3,81,46,14,65.4,147,65,6,44.2,8,1.60,3.0,63.8
