試合日,チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,被アタック打数,被アタック得点,被アタック失点,被アタック決定率,被ブロック得点,被ブロックセット平均,被サーブ効果率,被サーブレシーブ成功率
2020-11-07,JTサンダーズ広島,1,,安永拓弥,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-11-07,JTサンダーズ広島,2,,小野寺太志,5,■,■,■,■,■,18,11,1,0.6111111111111112,0.5555555555555556,2.20,0,0,0,-,3,0.60,16,0,1,5,6.2,3,1,0,33.3,,,,,,,,
2020-11-07,JTサンダーズ広島,3,,深津旭弘,5,■,■,■,■,■,3,1,0,0.3333333333333333,0.3333333333333333,0.20,1,0,0,0.0,1,0.20,27,2,2,8,13.0,1,0,1,50.0,,,,,,,,
2020-11-07,JTサンダーズ広島,4,,中島健太,2,nan,nan,nan,■,■,3,1,0,0.3333333333333333,0.3333333333333333,0.50,0,0,0,-,0,-,7,1,1,3,21.4,0,0,0,-,,,,,,,,
2020-11-07,JTサンダーズ広島,5,,井上慎一朗,2,□,nan,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,2,0,1,0,-12.5,0,0,0,-,,,,,,,,
2020-11-07,JTサンダーズ広島,6,,エドガートーマス,5,■,■,■,■,■,50,19,4,0.38,0.3,3.80,13,8,2,61.5,2,0.40,13,0,3,1,-3.8,0,0,0,-,,,,,,,,
2020-11-07,JTサンダーズ広島,7,,八子大輔,4,nan,□,□,□,□,3,2,1,0.6666666666666666,0.3333333333333333,0.50,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-11-07,JTサンダーズ広島,8,,武智洸史,5,■,■,■,■,■,22,5,2,0.22727272727272727,0.13636363636363635,1.00,0,0,0,-,0,-,14,0,2,0,-3.6,28,12,8,57.1,,,,,,,,
2020-11-07,JTサンダーズ広島,10,L,井上航,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-11-07,JTサンダーズ広島,12,,合田心平,2,nan,□,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-11-07,JTサンダーズ広島,15,L,唐川大志,5,●,●,●,●,●,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,25,13,6,64.0,,,,,,,,
2020-11-07,JTサンダーズ広島,16,,西知恕,3,■,■,■,nan,nan,4,2,0,0.5,0.5,0.67,0,0,0,-,1,0.33,9,1,1,3,16.7,1,1,0,100.0,,,,,,,,
2020-11-07,JTサンダーズ広島,18,,山本将平,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-11-07,JTサンダーズ広島,19,,陳建禎,5,■,■,■,■,■,38,17,1,0.4473684210526316,0.42105263157894735,3.40,4,2,0,50.0,2,0.40,18,0,5,4,-1.4,33,7,8,33.3,,,,,,,,
2020-11-07,JTサンダーズ広島,チーム合計,チーム合計,チーム合計,5,nan,nan,nan,nan,nan,141,58,9,0.41134751773049644,0.3475177304964539,11.60,18,10,2,55.6,9,1.80,106,4,16,24,5.7,91,34,23,50.0,146,74,9,50.7,5,1.00,6.9,55.2
