試合日,チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,被アタック打数,被アタック得点,被アタック失点,被アタック決定率,被ブロック得点,被ブロックセット平均,被サーブ効果率,被サーブレシーブ成功率
2021-02-13,JTサンダーズ広島,1,,安永拓弥,4,■,■,■,■,nan,9,4,0,0.4444444444444444,0.4444444444444444,1.00,0,0,0,-,0,-,4,0,0,1,6.2,0,0,0,-,,,,,,,,
2021-02-13,JTサンダーズ広島,2,,小野寺太志,4,■,■,■,■,nan,14,12,1,0.8571428571428571,0.7857142857142857,3.00,0,0,0,-,3,0.75,18,1,2,5,9.7,4,2,1,62.5,,,,,,,,
2021-02-13,JTサンダーズ広島,3,,深津旭弘,4,■,■,■,■,nan,2,1,0,0.5,0.5,0.25,0,0,0,-,0,-,17,0,1,3,2.9,2,0,0,0.0,,,,,,,,
2021-02-13,JTサンダーズ広島,4,,中島健太,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2021-02-13,JTサンダーズ広島,5,,井上慎一朗,2,□,□,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,2,0,2,0,-25.0,0,0,0,-,,,,,,,,
2021-02-13,JTサンダーズ広島,6,,エドガートーマス,4,■,■,■,■,nan,29,16,0,0.5517241379310345,0.5517241379310345,4.00,9,7,0,77.8,0,-,15,3,1,11,36.7,0,0,0,-,,,,,,,,
2021-02-13,JTサンダーズ広島,8,,武智洸史,1,nan,□,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,2,0,1,0,-12.5,0,0,0,-,,,,,,,,
2021-02-13,JTサンダーズ広島,9,,新井雄大,4,■,■,■,■,nan,18,10,4,0.5555555555555556,0.3333333333333333,2.50,2,1,1,50.0,3,0.75,14,1,2,6,14.3,17,6,3,44.1,,,,,,,,
2021-02-13,JTサンダーズ広島,10,,井上航,3,□,□,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,1,0,1,50.0,,,,,,,,
2021-02-13,JTサンダーズ広島,12,,合田心平,1,nan,nan,nan,□,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0,0,-,,,,,,,,
2021-02-13,JTサンダーズ広島,15,L,唐川大志,4,●,●,●,●,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,27,5,8,33.3,,,,,,,,
2021-02-13,JTサンダーズ広島,17,,金子聖輝,1,nan,nan,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0,0,-,,,,,,,,
2021-02-13,JTサンダーズ広島,18,,山本将平,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2021-02-13,JTサンダーズ広島,19,,陳建禎,4,■,■,■,■,nan,25,12,0,0.48,0.48,3.00,4,2,0,50.0,2,0.50,21,2,2,10,19.0,17,8,7,67.6,,,,,,,,
2021-02-13,JTサンダーズ広島,チーム合計,チーム合計,チーム合計,4,nan,nan,nan,nan,nan,97,55,5,0.5670103092783505,0.5154639175257731,13.75,15,10,1,66.7,8,2.00,95,7,11,36,13.9,68,21,20,45.6,110,54,7,49.1,3,0.75,12.8,42.3
