試合日,チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,被アタック打数,被アタック得点,被アタック失点,被アタック決定率,被ブロック得点,被ブロックセット平均,被サーブ効果率,被サーブレシーブ成功率
2020-11-28,JTサンダーズ広島,1,,安永拓弥,3,■,■,■,nan,nan,5,0,1,0.0,-0.2,-,0,0,0,-,0,-,4,0,0,0,0.0,1,0,0,0.0,,,,,,,,
2020-11-28,JTサンダーズ広島,2,,小野寺太志,3,■,■,■,nan,nan,5,4,0,0.8,0.8,1.33,0,0,0,-,2,0.67,9,0,0,1,2.8,3,1,0,33.3,,,,,,,,
2020-11-28,JTサンダーズ広島,3,,深津旭弘,3,■,■,■,nan,nan,1,1,0,1.0,1.0,0.33,0,0,0,-,1,0.33,3,0,0,1,8.3,0,0,0,-,,,,,,,,
2020-11-28,JTサンダーズ広島,5,,井上慎一朗,1,nan,□,nan,nan,nan,2,0,1,0.0,-0.5,-,1,0,0,0.0,0,-,2,0,1,0,-12.5,4,1,2,50.0,,,,,,,,
2020-11-28,JTサンダーズ広島,7,,八子大輔,1,nan,□,nan,nan,nan,4,1,0,0.25,0.25,1.00,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-11-28,JTサンダーズ広島,8,,武智洸史,3,■,■,■,nan,nan,17,8,2,0.47058823529411764,0.35294117647058826,2.67,3,1,0,33.3,2,0.67,6,0,2,2,0.0,17,6,5,50.0,,,,,,,,
2020-11-28,JTサンダーズ広島,10,L,井上航,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-11-28,JTサンダーズ広島,11,,久原大輝,2,□,nan,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,2,0,0,0,0.0,1,1,0,100.0,,,,,,,,
2020-11-28,JTサンダーズ広島,12,,合田心平,2,□,nan,□,nan,nan,2,0,0,0.0,0.0,-,0,0,0,-,0,-,5,0,0,1,5.0,0,0,0,-,,,,,,,,
2020-11-28,JTサンダーズ広島,15,L,唐川大志,3,●,●,●,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,9,1,6,44.4,,,,,,,,
2020-11-28,JTサンダーズ広島,16,,西知恕,1,nan,nan,□,nan,nan,3,1,0,0.3333333333333333,0.3333333333333333,1.00,0,0,0,-,0,-,2,0,0,0,0.0,0,0,0,-,,,,,,,,
2020-11-28,JTサンダーズ広島,17,,金子聖輝,3,■,■,■,nan,nan,17,6,2,0.35294117647058826,0.23529411764705882,2.00,4,2,1,50.0,1,0.33,10,2,0,3,27.5,1,0,1,50.0,,,,,,,,
2020-11-28,JTサンダーズ広島,18,,山本将平,3,■,■,■,nan,nan,12,5,0,0.4166666666666667,0.4166666666666667,1.67,5,2,0,40.0,0,-,8,1,3,2,9.4,24,12,8,66.7,,,,,,,,
2020-11-28,JTサンダーズ広島,21,,ロジャーズ海,2,nan,□,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,2,0,0,0,0.0,0,0,0,-,,,,,,,,
2020-11-28,JTサンダーズ広島,チーム合計,チーム合計,チーム合計,3,nan,nan,nan,nan,nan,68,26,6,0.38235294117647056,0.29411764705882354,8.67,13,5,1,38.5,6,2.00,53,3,6,10,7.5,60,22,22,55.0,83,54,4,65.1,4,1.33,4.4,67.4
