大会,チーム,出場,出場,アタック,アタック,アタック,アタック,バックアタック,バックアタック,バックアタック,バックアタック,アタック決定本数,ブロック,ブロック,サーブ,サーブ,サーブ,サーブ,サーブ,サーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,総得点,総得点,総得点,総得点
大会,チーム,試合数,セット数,打数,得点,失点,決定率,打数,得点,失点,決定率,セット平均,得点,セット平均,打数,ノータッチ,エース,失点,効果,効果率,受数,成功・優,成功・良,成功率,アタック,ブロック,サーブ,得点合計
2019-20 V.LEAGUE DIVISION2 WOMEN,JAぎふリオレーナ,21,21,237,73,13,30.8,36,9,8,25.0,3.48,5,0.24,49,0,1,3,21,11.2,2,1,1,75.0,73,5,1,79
レギュラーラウンド,JAぎふリオレーナ,21,21,237,73,13,30.8,36,9,8,25.0,3.48,5,0.24,49,0,1,3,21,11.2,2,1,1,75.0,73,5,1,79
V.LEAGUE DIVISION2 WOMEN 2018-19,JAぎふリオレーナ,23,33,138,48,8,34.8,6,3,1,50.0,1.45,5,0.15,45,0,1,8,14,5.6,1,1,0,100.0,48,5,1,54
レギュラーラウンド,JAぎふリオレーナ,18,30,131,46,8,35.1,6,3,1,50.0,1.53,5,0.17,42,0,1,8,14,6.0,1,1,0,100.0,46,5,1,52
ファイナル６,JAぎふリオレーナ,5,3,7,2,0,28.6,0,0,0,-,0.67,0,-,3,0,0,0,0,0.0,0,0,0,-,2,0,0,2
チャレンジマッチ女子2018-19,JAぎふリオレーナ,2,5,37,14,4,37.8,8,1,1,12.5,2.8,0,-,14,0,0,1,4,5.4,2,2,0,100.0,14,0,0,14
チャレンジマッチ,JAぎふリオレーナ,2,5,37,14,4,37.8,8,1,1,12.5,2.8,0,-,14,0,0,1,4,5.4,2,2,0,100.0,14,0,0,14
レギュラーシーズン通算,,39,51,368,119,21,32.3,42,12,9,28.6,2.33,10,0.20,91,0,2,11,35,8.8,3,2,1,83.3,119,10,2,131
通算,,46,59,412,135,25,32.8,50,13,10,26.0,2.29,10,0.17,108,0,2,12,39,8.1,5,4,1,90.0,135,10,2,147
