大会,チーム,出場,出場,アタック,アタック,アタック,アタック,バックアタック,バックアタック,バックアタック,バックアタック,アタック決定本数,ブロック,ブロック,サーブ,サーブ,サーブ,サーブ,サーブ,サーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,総得点,総得点,総得点,総得点
大会,チーム,試合数,セット数,打数,得点,失点,決定率,打数,得点,失点,決定率,セット平均,得点,セット平均,打数,ノータッチ,エース,失点,効果,効果率,受数,成功・優,成功・良,成功率,アタック,ブロック,サーブ,得点合計
2019-20 V.LEAGUE DIVISION2 WOMEN,JAぎふリオレーナ,21,85,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,249,141,62,69.1,0,0,0,0
レギュラーラウンド,JAぎふリオレーナ,21,85,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,249,141,62,69.1,0,0,0,0
V.LEAGUE DIVISION2 WOMEN 2018-19,JAぎふリオレーナ,23,85,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,293,171,71,70.5,0,0,0,0
レギュラーラウンド,JAぎふリオレーナ,18,67,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,222,125,58,69.4,0,0,0,0
ファイナル６,JAぎふリオレーナ,5,18,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,71,46,13,73.9,0,0,0,0
チャレンジマッチ女子2018-19,JAぎふリオレーナ,2,6,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,33,15,13,65.2,0,0,0,0
チャレンジマッチ,JAぎふリオレーナ,2,6,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,33,15,13,65.2,0,0,0,0
レギュラーシーズン通算,,39,152,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,471,266,120,69.2,0,0,0,0
通算,,46,176,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,575,327,146,69.6,0,0,0,0
