大会,チーム,出場,出場,アタック,アタック,アタック,アタック,バックアタック,バックアタック,バックアタック,バックアタック,アタック決定本数,ブロック,ブロック,サーブ,サーブ,サーブ,サーブ,サーブ,サーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,総得点,総得点,総得点,総得点
大会,チーム,試合数,セット数,打数,得点,失点,決定率,打数,得点,失点,決定率,セット平均,得点,セット平均,打数,ノータッチ,エース,失点,効果,効果率,受数,成功・優,成功・良,成功率,アタック,ブロック,サーブ,得点合計
2019-20 V.LEAGUE DIVISION2 WOMEN,JAぎふリオレーナ,21,22,61,23,1,37.7,0,0,0,-,1.05,8,0.36,39,0,0,2,10,5.1,5,5,0,100.0,23,8,0,31
レギュラーラウンド,JAぎふリオレーナ,21,22,61,23,1,37.7,0,0,0,-,1.05,8,0.36,39,0,0,2,10,5.1,5,5,0,100.0,23,8,0,31
V.LEAGUE DIVISION2 WOMEN 2018-19,JAぎふリオレーナ,23,5,9,2,1,22.2,0,0,0,-,0.40,6,1.20,14,0,0,1,6,8.9,0,0,0,-,2,6,0,8
レギュラーラウンド,JAぎふリオレーナ,18,5,9,2,1,22.2,0,0,0,-,0.40,6,1.20,14,0,0,1,6,8.9,0,0,0,-,2,6,0,8
ファイナル６,JAぎふリオレーナ,5,0,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,0,0,0,-,0,0,0,0
チャレンジマッチ女子2018-19,JAぎふリオレーナ,2,0,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,0,0,0,-,0,0,0,0
チャレンジマッチ,JAぎふリオレーナ,2,0,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,0,0,0,-,0,0,0,0
Ｖ・チャレンジリーグⅠ女子 2017/18,JAぎふリオレーナ,18,12,52,13,6,25.0,0,0,0,-,1.08,2,0.17,28,0,1,2,7,8.0,0,0,0,-,13,2,1,16
レギュラーラウンド,JAぎふリオレーナ,18,12,52,13,6,25.0,0,0,0,-,1.08,2,0.17,28,0,1,2,7,8.0,0,0,0,-,13,2,1,16
Ｖ・チャレンジリーグⅠ女子 2016/17,仙台ベルフィーユ,21,47,161,61,7,37.9,0,0,0,-,1.30,17,0.36,143,0,2,14,45,9.0,3,2,0,66.7,61,17,2,80
レギュラーラウンド,仙台ベルフィーユ,21,47,161,61,7,37.9,0,0,0,-,1.30,17,0.36,143,0,2,14,45,9.0,3,2,0,66.7,61,17,2,80
Ｖ・チャレンジリーグⅠ女子 2015/16,仙台ベルフィーユ,21,70,241,95,6,39.4,0,0,0,-,1.36,30,0.43,231,3,7,25,97,14.2,5,3,0,60.0,95,30,10,135
レギュラーラウンド,仙台ベルフィーユ,21,70,241,95,6,39.4,0,0,0,-,1.36,30,0.43,231,3,7,25,97,14.2,5,3,0,60.0,95,30,10,135
Ｖ・チャレンジリーグ女子 2014/15,仙台ベルフィーユ,11,27,50,13,2,26.0,0,0,0,-,0.48,4,0.15,68,0,2,12,31,13.7,1,0,0,0.0,13,4,2,19
レギュラーラウンド,仙台ベルフィーユ,11,27,50,13,2,26.0,0,0,0,-,0.48,4,0.15,68,0,2,12,31,13.7,1,0,0,0.0,13,4,2,19
レギュラーシーズン通算,,110,183,574,207,23,36.1,0,0,0,-,1.13,67,0.37,523,3,12,56,196,9.6,14,10,0,71.4,207,67,15,289
通算,,117,183,574,207,23,36.1,0,0,0,-,1.13,67,0.37,523,3,12,56,196,9.6,14,10,0,71.4,207,67,15,289
