名前,月,チーム,背番号,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,総得点,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
岡本祥吾,01,サントリーサンバーズ,6,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
岡本祥吾,10,サントリーサンバーズ,6,7,0,0,0,,,0,0,0,0,10,0,1,0,1,0,0,0,,0.0,0.0,-2.5,0.0
岡本祥吾,11,サントリーサンバーズ,6,13,1,0,0,0.0,0.0,0,0,0,1,30,0,0,5,1,0,0,1,,0.0,0.1,4.2,0.0
岡本祥吾,12,サントリーサンバーズ,6,7,1,1,0,100.0,100.0,0,0,0,1,20,1,1,3,0,0,0,3,,0.1,0.1,7.5,
岡本秀明,01,豊田合成トレフェルサ,13,16,6,2,0,33.3,33.3,0,0,0,0,25,1,6,3,2,0,1,3,,0.1,0.0,1.0,25.0
岡本秀明,10,豊田合成トレフェルサ,13,3,0,0,0,,,0,0,0,0,4,0,1,2,0,0,0,0,,0.0,0.0,6.2,
岡本秀明,11,豊田合成トレフェルサ,13,12,22,4,0,18.2,18.2,2,0,0,0,17,1,3,5,14,10,4,5,0.0,0.3,0.0,8.8,85.7
岡本秀明,12,豊田合成トレフェルサ,13,13,1,1,0,100.0,100.0,0,0,0,0,18,0,0,3,4,1,1,1,,0.1,0.0,4.2,37.5
峯村雄大,10,東レアローズ,7,4,0,0,0,,,0,0,0,0,4,0,1,1,0,0,0,0,,0.0,0.0,0.0,
峯村雄大,11,東レアローズ,7,18,27,7,1,25.9,22.2,0,0,0,0,48,1,4,9,68,28,20,8,,0.4,0.0,4.7,55.9
峯村雄大,12,東レアローズ,7,7,7,0,0,0.0,0.0,0,0,0,0,11,0,3,3,11,2,7,0,,0.0,0.0,0.0,50.0
川口太一,01,豊田合成トレフェルサ,20,27,0,0,0,,,0,0,0,0,0,0,0,0,81,43,19,0,,0.0,0.0,,64.8
川口太一,10,豊田合成トレフェルサ,20,11,0,0,0,,,0,0,0,0,0,0,0,0,14,6,4,0,,0.0,0.0,,57.1
川口太一,11,豊田合成トレフェルサ,20,21,0,0,0,,,0,0,0,0,0,0,0,0,21,12,4,0,,0.0,0.0,,66.7
川口太一,12,豊田合成トレフェルサ,20,7,0,0,0,,,0,0,0,0,0,0,0,0,11,4,3,0,,0.0,0.0,,50.0
廣瀬優希,01,ジェイテクトSTINGS,21,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
廣瀬優希,10,ジェイテクトSTINGS,21,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
廣瀬優希,11,ジェイテクトSTINGS,21,2,8,4,1,50.0,37.5,0,0,0,0,5,0,1,1,0,0,0,4,,2.0,0.0,0.0,
廣瀬優希,12,ジェイテクトSTINGS,21,2,2,1,1,50.0,0.0,0,0,0,0,2,0,0,0,0,0,0,1,,0.5,0.0,0.0,
戸嵜嵩大,01,東レアローズ,11,26,151,69,12,45.7,37.7,19,7,5,5,69,1,31,19,85,29,24,75,36.8,2.7,0.2,-2.9,48.2
手原紳,01,FC東京,16,18,2,1,0,50.0,50.0,0,0,0,1,44,0,0,8,3,0,0,2,,0.1,0.1,4.5,0.0
手原紳,10,FC東京,16,10,4,4,0,100.0,100.0,0,0,0,0,25,0,2,1,1,0,0,4,,0.4,0.0,-1.0,0.0
手原紳,11,FC東京,16,26,12,7,0,58.3,58.3,0,0,0,1,63,0,2,9,3,0,0,8,,0.3,0.0,2.8,0.0
手原紳,12,FC東京,16,4,0,0,0,,,0,0,0,0,3,0,0,0,0,0,0,0,,0.0,0.0,0.0,
手塚大,01,FC東京,9,10,63,36,2,57.1,54.0,4,3,0,3,31,1,8,6,43,11,19,40,75.0,3.6,0.3,1.6,47.7
手塚大,10,FC東京,9,10,64,19,6,29.7,20.3,3,2,1,5,32,3,8,8,54,18,16,27,66.7,1.9,0.5,9.4,48.1
手塚大,11,FC東京,9,27,163,74,13,45.4,37.4,4,1,2,5,87,1,23,22,109,35,24,80,25.0,2.7,0.2,0.9,43.1
手塚大,12,FC東京,9,15,90,42,3,46.7,43.3,2,0,1,3,48,4,9,10,100,29,35,49,0.0,2.8,0.2,8.9,46.5
新井洋介,01,豊田合成トレフェルサ,18,4,24,5,3,20.8,8.3,5,2,0,0,6,0,3,0,10,2,2,5,40.0,1.2,0.0,-12.5,30.0
新井洋介,10,豊田合成トレフェルサ,18,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
新井洋介,11,豊田合成トレフェルサ,18,3,14,5,1,35.7,28.6,1,1,0,0,6,0,1,0,17,6,4,5,100.0,1.7,0.0,-4.2,47.1
新井洋介,12,豊田合成トレフェルサ,18,1,3,0,0,0.0,0.0,0,0,0,0,1,0,1,0,2,1,0,0,,0.0,0.0,-25.0,50.0
星谷健太朗,01,サントリーサンバーズ,17,26,45,23,3,51.1,44.4,0,0,0,11,64,0,3,8,4,3,0,34,,0.9,0.4,2.0,75.0
星谷健太朗,10,サントリーサンバーズ,17,8,15,8,0,53.3,53.3,0,0,0,4,32,0,2,2,1,1,0,12,,1.0,0.5,0.0,100.0
星谷健太朗,11,サントリーサンバーズ,17,24,49,25,1,51.0,49.0,2,1,0,10,69,0,4,13,1,0,0,35,50.0,1.0,0.4,3.3,0.0
星谷健太朗,12,サントリーサンバーズ,17,15,28,14,3,50.0,39.3,0,0,0,10,41,0,2,3,1,0,1,24,,0.9,0.7,0.6,50.0
星野秀知,01,東レアローズ,10,9,24,7,1,29.2,25.0,1,0,0,0,7,0,2,1,22,14,4,7,0.0,0.8,0.0,-3.6,72.7
星野秀知,10,東レアローズ,10,5,26,12,0,46.2,46.2,1,1,0,3,11,0,4,2,38,25,6,15,100.0,2.4,0.6,-4.5,73.7
星野秀知,11,東レアローズ,10,9,26,14,1,53.8,50.0,0,0,0,2,22,1,5,1,54,22,19,17,,1.6,0.2,0.0,58.3
星野秀知,12,東レアローズ,10,11,34,14,1,41.2,38.2,0,0,0,0,25,0,7,6,71,46,11,14,,1.3,0.0,-1.0,72.5
木村泰輔,01,堺ブレイザーズ,15,2,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
木村泰輔,11,堺ブレイザーズ,15,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
木村泰輔,12,堺ブレイザーズ,15,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
本間隆太,01,ジェイテクトSTINGS,17,26,0,0,0,,,0,0,0,0,0,0,0,0,10,7,1,0,,0.0,0.0,,75.0
本間隆太,10,ジェイテクトSTINGS,17,11,0,0,0,,,0,0,0,0,0,0,0,0,19,9,5,0,,0.0,0.0,,60.5
本間隆太,11,ジェイテクトSTINGS,17,25,0,0,0,,,0,0,0,0,0,0,0,0,58,30,20,0,,0.0,0.0,,69.0
本間隆太,12,ジェイテクトSTINGS,17,15,0,0,0,,,0,0,0,0,0,0,0,0,34,14,11,0,,0.0,0.0,,57.4
李博,01,東レアローズ,15,27,73,47,4,64.4,58.9,0,0,0,14,97,8,14,23,9,2,3,69,,1.7,0.5,10.6,38.9
李博,10,東レアローズ,15,11,29,21,0,72.4,72.4,0,0,0,3,40,1,8,16,0,0,0,25,,1.9,0.3,7.5,
李博,11,東レアローズ,15,17,37,28,3,75.7,67.6,0,0,0,8,49,2,9,11,3,2,0,38,,1.6,0.5,5.1,66.7
李博,12,東レアローズ,15,17,38,20,3,52.6,44.7,0,0,0,7,57,3,10,19,0,0,0,30,,1.2,0.4,9.2,
松原広輔,01,ジェイテクトSTINGS,10,13,0,0,0,,,0,0,0,0,12,0,3,2,3,1,1,0,,0.0,0.0,-2.1,50.0
松原広輔,10,ジェイテクトSTINGS,10,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
松原広輔,11,ジェイテクトSTINGS,10,5,7,3,0,42.9,42.9,0,0,0,0,4,0,1,0,15,5,5,3,,0.6,0.0,-6.2,50.0
松原広輔,12,ジェイテクトSTINGS,10,9,13,6,1,46.2,38.5,0,0,0,0,16,2,2,2,35,14,12,8,,0.7,0.0,12.5,57.1
松岡祐太,01,堺ブレイザーズ,13,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
松岡祐太,10,堺ブレイザーズ,13,1,1,1,0,100.0,100.0,0,0,0,0,0,0,0,0,0,0,0,1,,1.0,0.0,,
松岡祐太,11,堺ブレイザーズ,13,5,7,3,0,42.9,42.9,2,0,0,0,3,0,1,1,0,0,0,3,0.0,0.6,0.0,0.0,
松岡祐太,12,堺ブレイザーズ,13,4,28,13,2,46.4,39.3,12,7,1,0,8,2,2,0,0,0,0,15,58.3,3.2,0.0,18.8,
松本慶彦,01,堺ブレイザーズ,1,27,72,43,2,59.7,56.9,0,0,0,18,80,2,5,16,5,5,0,63,,1.6,0.7,5.9,100.0
松本慶彦,10,堺ブレイザーズ,1,11,25,14,1,56.0,52.0,0,0,0,4,32,0,6,4,3,3,0,18,,1.3,0.4,-1.6,100.0
松本慶彦,11,堺ブレイザーズ,1,12,23,12,2,52.2,43.5,0,0,0,4,28,1,2,2,0,0,0,17,,1.0,0.3,3.6,
松本慶彦,12,堺ブレイザーズ,1,12,34,18,1,52.9,50.0,0,0,0,2,31,0,2,5,1,1,0,20,,1.5,0.2,2.4,100.0
松林憲太郎,01,サントリーサンバーズ,13,1,0,0,0,,,0,0,0,0,1,0,1,0,0,0,0,0,,0.0,0.0,-25.0,
松林憲太郎,10,サントリーサンバーズ,13,1,0,0,0,,,0,0,0,0,1,0,1,0,0,0,0,0,,0.0,0.0,-25.0,
松林憲太郎,11,サントリーサンバーズ,13,3,0,0,0,,,0,0,0,0,4,0,3,1,0,0,0,0,,0.0,0.0,-12.5,
松林憲太郎,12,サントリーサンバーズ,13,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
柳澤広平,01,ジェイテクトSTINGS,7,6,33,9,2,27.3,21.2,6,1,1,0,26,1,3,4,13,7,2,10,16.7,1.5,0.0,4.8,61.5
柳澤広平,10,ジェイテクトSTINGS,7,4,3,2,0,66.7,66.7,0,0,0,0,3,0,0,1,2,1,0,2,,0.5,0.0,8.3,50.0
柳澤広平,11,ジェイテクトSTINGS,7,24,131,57,7,43.5,38.2,18,10,2,7,77,4,13,20,78,21,19,68,55.6,2.4,0.3,7.5,39.1
柳澤広平,12,ジェイテクトSTINGS,7,13,74,30,8,40.5,29.7,7,3,1,3,35,0,7,6,58,14,19,33,42.9,2.3,0.2,-0.7,40.5
栗山英之,01,FC東京,18,22,59,35,3,59.3,54.2,0,0,0,2,89,2,7,27,6,5,1,39,,1.6,0.1,7.9,91.7
栗山英之,10,FC東京,18,10,38,21,2,55.3,50.0,1,0,0,3,32,0,6,1,5,2,2,24,0.0,2.1,0.3,-3.9,60.0
栗山英之,11,FC東京,18,17,57,37,4,64.9,57.9,0,0,0,7,62,1,9,16,8,3,2,45,,2.2,0.4,4.4,50.0
栗山英之,12,FC東京,18,15,48,26,2,54.2,50.0,0,0,0,2,50,0,4,13,2,0,2,28,,1.7,0.1,4.5,50.0
栗山雅史,01,サントリーサンバーズ,19,29,157,62,6,39.5,35.7,25,6,2,11,98,1,11,20,164,60,36,74,24.0,2.1,0.4,3.3,47.6
栗山雅史,10,サントリーサンバーズ,19,11,76,28,5,36.8,30.3,18,8,2,7,35,1,3,8,45,12,20,36,44.4,2.5,0.6,6.4,48.9
栗山雅史,11,サントリーサンバーズ,19,23,146,65,12,44.5,36.3,18,7,3,8,68,2,11,19,116,48,28,75,38.9,2.8,0.3,5.9,53.4
栗山雅史,12,サントリーサンバーズ,19,15,89,43,5,48.3,42.7,6,2,0,9,48,2,9,8,98,31,25,54,33.3,2.9,0.6,3.6,44.4
椿山竜介,10,豊田合成トレフェルサ,14,3,0,0,0,,,0,0,0,0,3,0,2,0,0,0,0,0,,0.0,0.0,-16.7,
椿山竜介,11,豊田合成トレフェルサ,14,10,66,28,7,42.4,31.8,26,10,5,0,25,3,4,6,0,0,0,31,38.5,2.8,0.0,14.0,
橘尚吾,01,FC東京,13,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
橘裕也,01,FC東京,3,25,0,0,0,,,0,0,0,0,0,0,0,0,143,58,38,0,,0.0,0.0,,53.8
橘裕也,10,FC東京,3,7,0,0,0,,,0,0,0,0,0,0,0,0,25,10,8,0,,0.0,0.0,,56.0
橘裕也,11,FC東京,3,23,0,0,0,,,0,0,0,0,0,0,0,0,142,66,32,0,,0.0,0.0,,57.7
橘裕也,12,FC東京,3,15,0,0,0,,,0,0,0,0,0,0,0,0,67,27,23,0,,0.0,0.0,,57.5
武智洸史,01,JTサンダーズ,24,17,51,25,4,49.0,41.2,5,3,1,1,63,3,8,15,63,30,21,29,60.0,1.5,0.1,7.5,64.3
永野健,01,パナソニックパンサーズ,17,20,0,0,0,,,0,0,0,0,0,0,0,0,80,43,18,0,,0.0,0.0,,65.0
永野健,10,パナソニックパンサーズ,17,11,0,0,0,,,0,0,0,0,0,0,0,0,46,25,11,0,,0.0,0.0,,66.3
永野健,11,パナソニックパンサーズ,17,28,0,0,0,,,0,0,0,0,0,0,0,0,101,56,29,0,,0.0,0.0,,69.8
永野健,12,パナソニックパンサーズ,17,15,0,0,0,,,0,0,0,0,0,0,0,0,56,23,22,0,,0.0,0.0,,60.7
江頭広樹,01,ジェイテクトSTINGS,20,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
江頭広樹,11,ジェイテクトSTINGS,20,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
池田政之,01,パナソニックパンサーズ,11,7,11,2,0,18.2,18.2,1,1,0,1,0,0,0,0,0,0,0,3,100.0,0.3,0.1,,
浅野博亮,01,ジェイテクトSTINGS,19,21,124,59,9,47.6,40.3,9,5,0,4,65,2,9,19,105,53,24,65,55.6,2.8,0.2,6.9,61.9
浅野博亮,10,ジェイテクトSTINGS,19,11,57,25,2,43.9,40.4,8,2,0,2,43,2,6,11,71,35,19,29,25.0,2.3,0.2,7.6,62.7
浅野博亮,11,ジェイテクトSTINGS,19,24,107,38,8,35.5,28.0,10,4,2,4,74,3,4,13,108,52,28,45,40.0,1.6,0.2,7.1,61.1
浅野博亮,12,ジェイテクトSTINGS,19,15,75,26,5,34.7,28.0,3,1,0,4,64,1,7,21,93,44,25,31,33.3,1.7,0.3,7.0,60.8
深津旭弘,01,JTサンダーズ,3,28,5,1,1,20.0,0.0,1,0,0,4,109,4,4,24,0,0,0,9,0.0,0.0,0.1,8.3,
深津旭弘,10,JTサンダーズ,3,13,1,0,0,0.0,0.0,1,0,0,5,54,0,4,6,0,0,0,5,0.0,0.0,0.4,0.9,
深津旭弘,11,JTサンダーズ,3,23,5,5,0,100.0,100.0,0,0,0,9,105,7,5,24,1,0,1,21,,0.2,0.4,11.2,50.0
深津旭弘,12,JTサンダーズ,3,17,7,3,1,42.9,28.6,0,0,0,4,74,3,4,14,0,0,0,10,,0.2,0.2,7.4,
深津英臣,01,パナソニックパンサーズ,2,18,3,2,0,66.7,66.7,0,0,0,0,58,3,4,13,1,1,0,5,,0.1,0.0,9.1,100.0
深津英臣,10,パナソニックパンサーズ,2,11,4,3,0,75.0,75.0,0,0,0,3,56,5,4,22,2,0,0,11,,0.3,0.3,17.0,0.0
深津英臣,11,パナソニックパンサーズ,2,27,5,3,0,60.0,60.0,1,0,0,3,104,5,6,26,3,0,0,11,0.0,0.1,0.1,9.6,0.0
深津英臣,12,パナソニックパンサーズ,2,15,1,0,0,0.0,0.0,0,0,0,0,57,3,3,14,0,0,0,3,,0.0,0.0,10.1,
清水邦広,01,パナソニックパンサーズ,1,18,166,91,6,54.8,51.2,67,29,4,9,65,3,14,16,0,0,0,103,43.3,5.1,0.5,5.4,
清水邦広,10,パナソニックパンサーズ,1,11,95,57,5,60.0,54.7,30,18,2,8,37,3,3,13,1,0,1,68,60.0,5.2,0.7,14.9,50.0
清水邦広,11,パナソニックパンサーズ,1,28,210,113,14,53.8,47.1,70,39,7,9,107,9,15,38,4,1,0,131,55.7,4.0,0.3,13.8,25.0
清水邦広,12,パナソニックパンサーズ,1,14,76,38,8,50.0,39.5,29,13,4,5,37,3,5,11,0,0,0,46,44.8,2.7,0.4,12.2,
清野真一,01,ジェイテクトSTINGS,5,4,22,8,1,36.4,31.8,9,2,1,0,6,0,1,1,0,0,0,8,22.2,2.0,0.0,0.0,
清野真一,10,ジェイテクトSTINGS,5,11,77,36,4,46.8,41.6,27,12,2,3,39,0,6,8,0,0,0,39,44.4,3.3,0.3,1.3,
清野真一,11,ジェイテクトSTINGS,5,4,26,9,3,34.6,23.1,15,6,2,0,8,0,1,1,0,0,0,9,40.0,2.2,0.0,0.0,
清野真一,12,ジェイテクトSTINGS,5,3,7,2,1,28.6,14.3,2,1,0,0,2,0,0,0,0,0,0,2,50.0,0.7,0.0,0.0,
渡辺俊介,01,東レアローズ,6,21,0,0,0,,,0,0,0,0,0,0,0,0,84,43,20,0,,0.0,0.0,,63.1
渡辺俊介,10,東レアローズ,6,10,0,0,0,,,0,0,0,0,0,0,0,0,64,34,15,0,,0.0,0.0,,64.8
渡辺俊介,11,東レアローズ,6,22,0,0,0,,,0,0,0,0,0,0,0,0,109,60,29,0,,0.0,0.0,,68.3
渡辺俊介,12,東レアローズ,6,17,0,0,0,,,0,0,0,0,0,0,0,0,76,43,17,0,,0.0,0.0,,67.8
渡辺奏吾,01,パナソニックパンサーズ,5,9,5,2,0,40.0,40.0,0,0,0,0,15,0,4,5,24,8,6,2,,0.2,0.0,1.7,45.8
渡辺奏吾,10,パナソニックパンサーズ,5,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
渡辺奏吾,11,パナソニックパンサーズ,5,3,3,1,0,33.3,33.3,1,0,0,0,0,0,0,0,1,1,0,1,0.0,0.3,0.0,,100.0
渡辺奏吾,12,パナソニックパンサーズ,5,3,2,1,0,50.0,50.0,0,0,0,0,2,0,1,0,4,3,0,1,,0.3,0.0,-12.5,75.0
渡邉峻,01,ジェイテクトSTINGS,3,6,2,0,0,0.0,0.0,0,0,0,0,8,0,2,1,0,0,0,0,,0.0,0.0,-3.1,
渡邉峻,10,ジェイテクトSTINGS,3,9,0,0,0,,,0,0,0,0,11,0,2,4,0,0,0,0,,0.0,0.0,4.5,
渡邉峻,11,ジェイテクトSTINGS,3,11,1,0,0,0.0,0.0,0,0,0,2,23,0,4,3,0,0,0,2,,0.0,0.2,-1.1,
渡邉峻,12,ジェイテクトSTINGS,3,7,0,0,0,,,0,0,0,0,7,0,1,2,0,0,0,0,,0.0,0.0,3.6,
渡邊侑磨,01,豊田合成トレフェルサ,17,2,0,0,0,,,0,0,0,0,4,1,0,1,0,0,0,1,,0.0,0.0,31.2,
渡邊侑磨,11,豊田合成トレフェルサ,17,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
渡邊侑磨,12,豊田合成トレフェルサ,17,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
瀬戸口竜矢,01,東レアローズ,8,13,2,0,0,0.0,0.0,0,0,0,0,2,0,1,1,15,5,4,0,,0.0,0.0,0.0,46.7
瀬戸口竜矢,10,東レアローズ,8,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
瀬戸口竜矢,11,東レアローズ,8,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
瀬戸口竜矢,12,東レアローズ,8,2,0,0,0,,,0,0,0,0,1,0,0,1,1,1,0,0,,0.0,0.0,25.0,100.0
玉宅健太郎,10,FC東京,2,6,1,1,0,100.0,100.0,0,0,0,2,3,0,1,1,0,0,0,3,,0.2,0.3,0.0,
玉宅健太郎,11,FC東京,2,10,1,1,0,100.0,100.0,0,0,0,0,8,0,0,3,0,0,0,1,,0.1,0.0,9.4,
町野仁志,10,JTサンダーズ,2,8,13,5,0,38.5,38.5,0,0,0,2,18,0,2,3,1,0,1,7,,0.6,0.2,1.4,50.0
町野仁志,11,JTサンダーズ,2,7,7,2,0,28.6,28.6,0,0,0,0,19,0,0,5,4,1,2,2,,0.3,0.0,6.6,50.0
町野仁志,12,JTサンダーズ,2,8,8,6,0,75.0,75.0,0,0,0,0,21,1,1,1,1,1,0,7,,0.8,0.0,4.8,100.0
白岩直也,01,豊田合成トレフェルサ,7,25,26,13,0,50.0,50.0,0,0,0,3,61,0,9,10,119,56,29,16,,0.5,0.1,0.4,59.2
白岩直也,10,豊田合成トレフェルサ,7,10,14,5,0,35.7,35.7,0,0,0,2,14,0,3,1,46,19,12,7,,0.5,0.2,-3.6,54.3
白岩直也,11,豊田合成トレフェルサ,7,22,47,15,3,31.9,25.5,0,0,0,2,49,3,12,8,108,43,26,20,,0.7,0.1,4.1,51.9
白岩直也,12,豊田合成トレフェルサ,7,14,71,25,5,35.2,28.2,1,0,0,0,43,1,3,11,121,59,28,26,0.0,1.8,0.0,7.0,60.3
白澤健児,01,パナソニックパンサーズ,6,23,50,35,3,70.0,64.0,0,0,0,9,77,0,11,13,1,1,0,44,,1.5,0.4,0.6,100.0
白澤健児,10,パナソニックパンサーズ,6,7,21,12,1,57.1,52.4,0,0,0,6,22,2,5,4,2,1,0,20,,1.7,0.9,8.0,50.0
白澤健児,11,パナソニックパンサーズ,6,27,58,34,1,58.6,56.9,0,0,0,22,96,10,13,16,3,0,1,66,,1.3,0.8,11.2,16.7
白澤健児,12,パナソニックパンサーズ,6,10,20,13,1,65.0,60.0,0,0,0,14,48,1,9,6,1,1,0,28,,1.3,1.4,0.5,100.0
福山汰一,01,ジェイテクトSTINGS,4,24,56,28,1,50.0,48.2,0,0,0,10,84,3,12,17,1,0,0,41,,1.2,0.4,5.1,0.0
福山汰一,10,ジェイテクトSTINGS,4,11,33,14,3,42.4,33.3,0,0,0,6,39,1,10,5,3,0,2,21,,1.3,0.5,-0.6,33.3
福山汰一,11,ジェイテクトSTINGS,4,19,44,25,2,56.8,52.3,0,0,0,10,65,3,7,15,3,1,1,38,,1.3,0.5,7.7,50.0
福山汰一,12,ジェイテクトSTINGS,4,12,38,22,1,57.9,55.3,0,0,0,7,35,3,7,5,6,2,3,32,,1.8,0.6,7.1,58.3
福澤達哉,01,パナソニックパンサーズ,15,24,114,52,12,45.6,35.1,18,11,4,15,64,3,7,8,129,48,40,70,61.1,2.2,0.6,5.1,52.7
福澤達哉,10,パナソニックパンサーズ,15,11,64,31,1,48.4,46.9,12,5,1,4,37,2,6,5,72,28,24,37,41.7,2.8,0.4,4.7,55.6
福澤達哉,11,パナソニックパンサーズ,15,25,136,82,8,60.3,54.4,22,15,1,4,52,0,10,5,108,35,28,86,68.2,3.3,0.2,-2.4,45.4
福澤達哉,12,パナソニックパンサーズ,15,14,64,36,2,56.2,53.1,7,6,0,4,39,1,4,5,70,24,17,41,85.7,2.6,0.3,3.2,46.4
秦耕介,01,サントリーサンバーズ,11,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
竹元裕太郎,01,堺ブレイザーズ,21,20,16,9,1,56.2,50.0,0,0,0,9,40,0,4,11,0,0,0,18,,0.4,0.4,4.4,
竹元裕太郎,10,堺ブレイザーズ,21,5,8,3,1,37.5,25.0,0,0,0,3,12,0,0,3,0,0,0,6,,0.6,0.6,6.2,
竹元裕太郎,11,堺ブレイザーズ,21,21,30,13,2,43.3,36.7,0,0,0,6,37,0,3,4,4,1,0,19,,0.6,0.3,0.7,25.0
竹元裕太郎,12,堺ブレイザーズ,21,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
竹浪貴志,01,FC東京,5,17,28,11,0,39.3,39.3,0,0,0,4,36,2,2,10,3,1,1,17,,0.6,0.2,11.1,50.0
竹浪貴志,10,FC東京,5,10,16,9,1,56.2,50.0,0,0,0,5,43,1,6,4,1,0,1,15,,0.9,0.5,1.2,50.0
竹浪貴志,11,FC東京,5,26,30,14,2,46.7,40.0,0,0,0,12,88,4,10,20,4,1,0,30,,0.5,0.5,7.4,25.0
竹浪貴志,12,FC東京,5,5,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
筧本翔昂,01,JTサンダーズ,20,11,14,6,1,42.9,35.7,0,0,0,3,22,0,1,5,5,0,1,9,,0.5,0.3,4.5,10.0
筧本翔昂,10,JTサンダーズ,20,13,22,9,1,40.9,36.4,0,0,0,6,43,0,1,7,3,1,0,15,,0.7,0.5,3.5,33.3
筧本翔昂,11,JTサンダーズ,20,18,29,15,1,51.7,48.3,0,0,0,12,55,1,1,11,4,2,1,28,,0.8,0.7,6.4,62.5
筧本翔昂,12,JTサンダーズ,20,14,22,13,1,59.1,54.5,0,0,0,6,43,1,4,5,6,1,3,20,,0.9,0.4,2.9,41.7
米山裕太,01,東レアローズ,5,26,92,35,3,38.0,34.8,8,3,1,4,74,0,5,20,156,80,40,39,37.5,1.3,0.2,5.1,64.1
米山裕太,10,東レアローズ,5,8,35,9,0,25.7,25.7,5,1,0,2,17,1,6,4,51,24,12,12,20.0,1.1,0.2,2.9,58.8
米山裕太,11,東レアローズ,5,16,56,22,2,39.3,35.7,4,2,0,1,52,3,5,6,88,39,24,26,50.0,1.4,0.1,6.2,58.0
米山裕太,12,東レアローズ,5,9,29,14,0,48.3,48.3,2,0,0,2,21,0,3,5,61,27,18,16,0.0,1.6,0.2,2.4,59.0
米山達也,01,サントリーサンバーズ,20,22,13,6,0,46.2,46.2,0,0,0,0,33,3,4,7,25,7,7,9,,0.3,0.0,11.4,42.0
米山達也,10,サントリーサンバーズ,20,9,33,16,1,48.5,45.5,2,1,1,0,18,1,3,5,36,12,10,17,50.0,1.8,0.0,8.3,47.2
米山達也,11,サントリーサンバーズ,20,24,125,58,4,46.4,43.2,6,4,0,1,85,3,7,23,133,71,26,62,66.7,2.4,0.0,8.2,63.2
米山達也,12,サントリーサンバーズ,20,15,8,2,0,25.0,25.0,0,0,0,0,28,0,4,7,11,4,5,2,,0.1,0.0,2.7,59.1
興梠亮,01,ジェイテクトSTINGS,12,26,0,0,0,,,0,0,0,0,0,0,0,0,148,74,38,0,,0.0,0.0,,62.8
興梠亮,10,ジェイテクトSTINGS,12,11,0,0,0,,,0,0,0,0,0,0,0,0,25,10,5,0,,0.0,0.0,,50.0
興梠亮,11,ジェイテクトSTINGS,12,26,0,0,0,,,0,0,0,0,0,0,0,0,81,36,28,0,,0.0,0.0,,61.7
興梠亮,12,ジェイテクトSTINGS,12,15,0,0,0,,,0,0,0,0,0,0,0,0,56,26,20,0,,0.0,0.0,,64.3
落合一貴,01,東レアローズ,16,3,10,4,1,40.0,30.0,4,2,0,1,5,0,2,0,0,0,0,5,50.0,1.3,0.3,-10.0,
落合一貴,11,東レアローズ,16,3,0,0,0,,,0,0,0,0,3,0,2,1,0,0,0,0,,0.0,0.0,-8.3,
落合一貴,12,東レアローズ,16,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
藤中謙也,01,サントリーサンバーズ,10,29,129,55,12,42.6,33.3,9,5,1,4,75,3,4,13,172,84,42,62,55.6,1.9,0.1,7.0,61.0
藤中謙也,10,サントリーサンバーズ,10,13,70,27,5,38.6,31.4,7,2,3,4,31,1,5,2,85,27,38,32,28.6,2.1,0.3,0.8,54.1
