名前,チーム,背番号,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
上道映人,トヨタ自動車サンホークス,13,16,106,39,16,36.8,21.7,15,8,2,7,62,1,9,20,22,11,0,53.3,2.4,0.4,6.0,50.0
下田健一,警視庁フォートファイターズ,11,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
中村成輔,兵庫デルフィーノ,21,14,15,5,1,33.3,26.7,0,0,0,1,43,0,3,17,0,0,0,,0.4,0.1,8.1,
中江康剛,兵庫デルフィーノ,7,14,105,32,10,30.5,21.0,7,1,0,4,39,0,2,14,77,59,0,14.3,2.3,0.3,7.7,76.6
中沢敏浩,東京トヨペットグリーンスパークル,4,17,0,0,0,,,0,0,0,0,0,0,0,0,135,90,0,,0.0,0.0,,66.7
中田学,警視庁フォートファイターズ,24,4,19,13,2,68.4,57.9,5,3,1,0,13,0,3,3,19,12,0,60.0,3.2,0.0,0.0,63.2
中道元貴,警視庁フォートファイターズ,14,7,50,19,8,38.0,22.0,8,2,4,1,36,2,5,15,29,18,0,25.0,2.7,0.1,12.5,62.1
井上人哉,警視庁フォートファイターズ,7,3,0,0,0,,,0,0,0,0,3,0,0,1,0,0,0,,0.0,0.0,8.3,
井上佑馬,東京トヨペットグリーンスパークル,13,15,9,6,1,66.7,55.6,0,0,0,0,30,0,2,4,0,0,0,,0.4,0.0,1.7,
井上優人,兵庫デルフィーノ,1,14,54,27,3,50.0,44.4,2,1,1,14,46,1,4,15,2,2,0,50.0,1.9,1.0,8.2,100.0
井上周二,兵庫デルフィーノ,6,14,112,46,4,41.1,37.5,14,8,1,5,55,1,7,11,83,60,0,57.1,3.3,0.4,3.6,72.3
伊藤優介,東京トヨペットグリーンスパークル,1,17,115,39,9,33.9,26.1,4,1,0,9,61,3,10,21,20,12,0,25.0,2.3,0.5,9.4,60.0
伊藤勲男,近畿クラブスフィーダ,19,5,30,8,3,26.7,16.7,1,1,0,2,16,0,7,3,5,2,0,100.0,1.6,0.4,-6.2,40.0
北山宏樹,兵庫デルフィーノ,23,7,3,0,2,0.0,-66.7,0,0,0,0,2,0,0,0,0,0,0,,0.0,0.0,0.0,
半田剛史,兵庫デルフィーノ,5,14,58,27,6,46.6,36.2,5,3,1,9,63,1,2,24,1,1,0,60.0,1.9,0.6,10.3,100.0
塩崎健一,兵庫デルフィーノ,10,14,0,0,0,,,0,0,0,0,0,0,0,0,93,67,0,,0.0,0.0,,72.0
大野晃義,トヨタ自動車サンホークス,2,5,20,8,0,40.0,40.0,1,1,0,0,15,0,6,2,0,0,0,100.0,1.6,0.0,-6.7,
大隈慎也,トヨタ自動車サンホークス,12,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
太田有紀,トヨタ自動車サンホークス,1,16,131,65,14,49.6,38.9,32,17,6,4,53,1,12,14,168,98,0,53.1,4.1,0.2,2.8,58.3
宮村俊一,警視庁フォートファイターズ,1,3,12,1,2,8.3,-8.3,2,0,1,0,11,0,1,5,0,0,0,0.0,0.3,0.0,9.1,
小山喬大,近畿クラブスフィーダ,14,6,16,10,1,62.5,56.2,0,0,0,2,10,1,1,2,2,2,0,,1.7,0.3,12.5,100.0
小野義隆,近畿クラブスフィーダ,11,5,0,0,0,,,0,0,0,1,7,0,2,1,0,0,0,,0.0,0.2,-3.6,
山本一総,トヨタ自動車サンホークス,8,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
山本健登,近畿クラブスフィーダ,13,10,43,12,4,27.9,18.6,0,0,0,3,28,1,3,14,8,6,0,,1.2,0.3,13.4,75.0
山近哲,近畿クラブスフィーダ,2,14,75,32,13,42.7,25.3,13,2,5,9,46,2,2,16,0,0,0,15.4,2.3,0.6,12.0,
岩佐隆太,トヨタ自動車サンホークス,9,1,0,0,0,,,0,0,0,0,1,0,0,1,0,0,0,,0.0,0.0,25.0,
岩知道呂夫,警視庁フォートファイターズ,10,13,1,0,0,0.0,0.0,0,0,0,3,46,1,7,13,1,0,0,,0.0,0.2,5.4,0.0
岩谷徹也,トヨタ自動車サンホークス,7,11,4,2,0,50.0,50.0,0,0,0,0,44,2,3,13,1,0,0,,0.2,0.0,10.2,0.0
川北陽介,トヨタ自動車サンホークス,5,13,42,21,5,50.0,38.1,0,0,0,6,32,1,1,7,1,0,0,,1.6,0.5,7.8,0.0
川越裕康,近畿クラブスフィーダ,1,13,35,9,3,25.7,17.1,0,0,0,3,26,1,3,6,21,15,0,,0.7,0.2,6.7,71.4
平林康裕,警視庁フォートファイターズ,5,8,46,19,5,41.3,30.4,0,0,0,2,27,0,0,7,15,9,0,,2.4,0.2,6.5,60.0
平田英貴,近畿クラブスフィーダ,7,6,9,4,0,44.4,44.4,1,0,0,3,12,0,3,2,1,1,0,0.0,0.7,0.5,-2.1,100.0
当間重泰,警視庁フォートファイターズ,3,1,0,0,0,,,0,0,0,0,2,0,1,1,0,0,0,,0.0,0.0,0.0,
戸田昭宏,警視庁フォートファイターズ,13,6,0,0,0,,,0,0,0,0,10,0,1,3,0,0,0,,0.0,0.0,5.0,
有薗亮平,近畿クラブスフィーダ,22,6,0,0,0,,,0,0,0,0,0,0,0,0,26,11,0,,0.0,0.0,,42.3
木原恵一,兵庫デルフィーノ,14,4,0,0,0,,,0,0,0,0,7,0,1,0,6,4,0,,0.0,0.0,-3.6,66.7
木原賢児,兵庫デルフィーノ,11,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
木村友宣,トヨタ自動車サンホークス,15,16,0,0,0,,,0,0,0,0,0,0,0,0,121,73,0,,0.0,0.0,,60.3
本多尚也,近畿クラブスフィーダ,16,7,51,17,4,33.3,25.5,0,0,0,3,26,1,3,8,91,63,0,,2.4,0.4,8.7,69.2
松本幸博,警視庁フォートファイターズ,6,13,102,50,16,49.0,33.3,7,1,3,7,60,1,2,8,103,78,0,14.3,3.8,0.5,4.2,75.7
松枝寿明,東京トヨペットグリーンスパークル,11,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
栗栖徹,兵庫デルフィーノ,12,1,5,0,1,0.0,-20.0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
梶野喜宏,近畿クラブスフィーダ,17,9,12,3,2,25.0,8.3,0,0,0,0,33,0,2,14,0,0,0,,0.3,0.0,9.1,
梶野昭宏,近畿クラブスフィーダ,18,7,46,23,6,50.0,37.0,2,1,0,4,19,1,1,1,56,31,0,50.0,3.3,0.6,5.3,55.4
橋本和浩,東京トヨペットグリーンスパークル,12,17,82,33,8,40.2,30.5,0,0,0,14,40,2,3,9,1,0,0,,1.9,0.8,8.8,0.0
武本泰幸,近畿クラブスフィーダ,4,5,1,0,0,0.0,0.0,0,0,0,0,7,0,2,2,0,0,0,,0.0,0.0,0.0,
池田正一,東京トヨペットグリーンスパークル,10,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
浅見冬樹,東京トヨペットグリーンスパークル,5,15,9,1,1,11.1,0.0,0,0,0,3,36,2,1,14,0,0,0,,0.1,0.2,14.6,
浦田哲平,兵庫デルフィーノ,19,4,0,0,0,,,0,0,0,0,6,0,0,2,0,0,0,,0.0,0.0,8.3,
清水大輔,警視庁フォートファイターズ,2,13,48,28,0,58.3,58.3,0,0,0,19,34,0,1,6,0,0,0,,2.2,1.5,3.7,
渡邉敬太,トヨタ自動車サンホークス,4,16,125,51,15,40.8,28.8,17,5,5,2,57,1,11,14,10,6,0,29.4,3.2,0.1,3.1,60.0
田中則雄,トヨタ自動車サンホークス,16,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
田中淳一,東京トヨペットグリーンスパークル,9,17,92,28,9,30.4,20.7,1,0,1,2,49,0,1,13,64,41,0,0.0,1.6,0.1,6.1,64.1
田内卓,近畿クラブスフィーダ,12,6,2,0,0,0.0,0.0,0,0,0,1,20,0,1,10,0,0,0,,0.0,0.2,11.2,
田端久貴,東京トヨペットグリーンスパークル,14,13,23,11,2,47.8,39.1,0,0,0,0,25,0,4,10,0,0,0,,0.8,0.0,6.0,
白川佑樹,兵庫デルフィーノ,2,14,117,46,11,39.3,29.9,49,14,9,4,54,4,8,22,0,0,0,28.6,3.3,0.3,13.9,
石川俊輔,警視庁フォートファイターズ,8,13,0,0,0,,,0,0,0,0,0,0,0,0,59,48,0,,0.0,0.0,,81.4
石木裕也,兵庫デルフィーノ,18,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
石田純一,近畿クラブスフィーダ,20,2,0,0,0,,,0,0,0,0,3,0,0,0,0,0,0,,0.0,0.0,0.0,
石田裕矢,トヨタ自動車サンホークス,3,16,60,24,3,40.0,35.0,0,0,0,6,52,0,3,12,2,0,0,,1.5,0.4,4.3,0.0
福田健太,警視庁フォートファイターズ,4,13,43,22,5,51.2,39.5,1,0,1,10,45,1,9,12,10,3,0,0.0,1.7,0.8,3.9,30.0
笠島彰悟,兵庫デルフィーノ,4,9,6,1,0,16.7,16.7,0,0,0,1,8,0,3,1,0,0,0,,0.1,0.1,-6.2,
筆脇ウィリアン,近畿クラブスフィーダ,15,6,56,22,2,39.3,35.7,7,3,1,3,26,1,2,6,4,2,0,42.9,3.7,0.5,7.7,50.0
篠田竜司,トヨタ自動車サンホークス,11,6,4,2,0,50.0,50.0,0,0,0,1,20,0,0,9,0,0,0,,0.3,0.2,11.2,
織田康宏,兵庫デルフィーノ,8,5,11,3,1,27.3,18.2,3,0,0,0,3,0,3,0,0,0,0,0.0,0.6,0.0,-25.0,
荒川崇,東京トヨペットグリーンスパークル,15,11,13,3,1,23.1,15.4,0,0,0,1,20,0,2,3,6,5,0,,0.3,0.1,1.2,83.3
西片圭佑,東京トヨペットグリーンスパークル,8,12,83,22,5,26.5,20.5,10,1,2,4,27,1,7,7,25,12,0,10.0,1.8,0.3,3.7,48.0
西畑達也,近畿クラブスフィーダ,3,9,76,36,7,47.4,38.2,1,1,0,6,36,1,6,11,26,16,0,100.0,4.0,0.7,6.2,61.5
迫谷竜児,近畿クラブスフィーダ,21,7,0,0,0,,,0,0,0,0,0,0,0,0,34,27,0,,0.0,0.0,,79.4
酒巻宝久,兵庫デルフィーノ,16,1,0,0,0,,,0,0,0,0,1,0,0,1,0,0,0,,0.0,0.0,25.0,
金丸将大,警視庁フォートファイターズ,25,12,79,34,5,43.0,36.7,36,18,4,4,36,0,4,7,0,0,0,50.0,2.8,0.3,2.1,
鈴木雅史,警視庁フォートファイターズ,20,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
馬場裕峰,東京トヨペットグリーンスパークル,3,17,113,37,10,32.7,23.9,11,1,2,6,57,1,3,24,97,60,0,9.1,2.2,0.4,11.0,61.9
