名前,年月,チーム,背番号,月,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
大原萌,2017-12,GSS東京サンビームズ,19,12,1,0,0,0,,,0,0,0,0,0,0,0,0,3,1,0,,0.0,0.0,,33.3
大原萌,2018-01,GSS東京サンビームズ,19,2,2,0,0,0,,,0,0,0,0,0,0,0,0,3,0,1,,0.0,0.0,,16.7
大原萌,2018-02,GSS東京サンビームズ,19,4,6,0,0,0,,,0,0,0,0,0,0,0,0,11,6,2,,0.0,0.0,,63.6
安福若菜,2018-01,群馬銀行グリーンウイングス,16,2,4,10,5,1,50.0,40.0,0,0,0,3,7,0,1,1,1,1,0,,1.25,0.75,0.0,100.0
安福若菜,2018-02,群馬銀行グリーンウイングス,16,6,5,4,2,0,50.0,50.0,0,0,0,1,8,0,0,2,0,0,0,,0.4,0.2,6.2,
寺坂茜,2017-11,群馬銀行グリーンウイングス,7,66,22,194,68,10,35.1,29.9,8,1,0,8,64,6,7,14,2,0,0,12.5,3.09,0.36,12.1,0.0
寺坂茜,2017-12,群馬銀行グリーンウイングス,7,24,10,72,21,2,29.2,26.4,2,0,0,0,24,1,6,1,0,0,0,0.0,2.1,0.0,-1.0,
寺坂茜,2018-01,群馬銀行グリーンウイングス,7,4,14,128,44,7,34.4,28.9,1,0,1,3,36,0,2,7,0,0,0,0.0,3.14,0.21,3.5,
寺坂茜,2018-02,群馬銀行グリーンウイングス,7,6,13,104,46,10,44.2,34.6,0,0,0,3,25,0,6,2,0,0,0,,3.54,0.23,-4.0,
寺田遥,2017-11,大阪スーペリアーズ,5,66,5,0,0,0,,,0,0,0,0,0,0,0,0,17,7,3,,0.0,0.0,,50.0
寺田遥,2017-12,大阪スーペリアーズ,5,24,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
寺田遥,2018-01,大阪スーペリアーズ,5,2,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
寺田遥,2018-02,大阪スーペリアーズ,5,4,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
小松沙季,2017-11,ブレス浜松,15,66,15,44,8,3,18.2,11.4,0,0,0,0,46,2,3,13,50,20,16,,0.53,0.0,9.8,56.0
小松沙季,2017-12,ブレス浜松,15,48,16,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
小松沙季,2018-01,ブレス浜松,15,2,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
小松沙季,2018-02,ブレス浜松,15,6,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
小林愛里,2017-11,群馬銀行グリーンウイングス,4,66,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
小林愛里,2017-12,群馬銀行グリーンウイングス,4,24,5,35,7,3,20.0,11.4,0,0,0,1,6,1,0,2,30,10,7,,1.4,0.2,25.0,45.0
小林愛里,2018-01,群馬銀行グリーンウイングス,4,4,4,6,1,0,16.7,16.7,0,0,0,0,2,0,0,1,4,2,0,,0.25,0.0,12.5,50.0
小林愛里,2018-02,群馬銀行グリーンウイングス,4,6,6,68,19,7,27.9,17.6,1,0,0,0,32,3,1,16,52,13,11,0.0,3.17,0.0,21.1,35.6
小清水茉弥,2017-11,柏エンゼルクロス,17,66,22,128,49,3,38.3,35.9,2,0,0,5,95,8,3,34,2,2,0,0.0,2.23,0.23,16.6,100.0
小清水茉弥,2017-12,柏エンゼルクロス,17,24,6,36,15,2,41.7,36.1,0,0,0,2,26,3,2,5,0,0,0,,2.5,0.33,14.4,
小清水茉弥,2018-01,柏エンゼルクロス,17,3,12,75,22,4,29.3,24.0,0,0,0,3,53,2,5,15,0,0,0,,1.83,0.25,8.5,
小清水茉弥,2018-02,柏エンゼルクロス,17,8,14,76,30,6,39.5,31.6,0,0,0,8,54,3,6,11,0,0,0,,2.14,0.57,7.9,
山本直美,2017-11,柏エンゼルクロス,3,66,11,135,33,8,24.4,18.5,1,0,0,1,51,4,0,11,41,17,6,0.0,3.0,0.09,13.2,48.8
山本直美,2017-12,柏エンゼルクロス,3,12,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
山本直美,2018-01,柏エンゼルクロス,3,3,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
山本直美,2018-02,柏エンゼルクロス,3,6,2,7,1,1,14.3,0.0,0,0,0,2,0,0,0,0,0,0,0,,0.5,1.0,,
山本紗良,2017-11,大阪スーペリアーズ,7,66,20,167,44,16,26.3,16.8,2,0,1,8,53,4,5,15,4,2,1,0.0,2.2,0.4,12.3,62.5
山本紗良,2017-12,大阪スーペリアーズ,7,48,13,106,33,4,31.1,27.4,0,0,0,6,39,4,3,15,1,0,0,,2.54,0.46,17.9,0.0
山本紗良,2018-01,大阪スーペリアーズ,7,2,6,32,5,2,15.6,9.4,0,0,0,5,20,2,0,8,2,0,0,,0.83,0.83,20.0,0.0
山本紗良,2018-02,大阪スーペリアーズ,7,6,9,48,15,2,31.2,27.1,0,0,0,3,17,0,5,5,1,0,1,,1.67,0.33,0.0,50.0
岩本梨音,2017-11,大阪スーペリアーズ,20,22,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
岩本梨音,2017-12,大阪スーペリアーズ,20,24,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
岩本梨音,2018-01,大阪スーペリアーズ,20,2,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
岩本梨音,2018-02,大阪スーペリアーズ,20,6,2,6,0,1,0.0,-16.7,0,0,0,0,1,0,0,0,0,0,0,,0.0,0.0,0.0,
川満理子,2018-01,プレステージ・インターナショナルアランマーレ,7,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
川満理子,2018-02,プレステージ・インターナショナルアランマーレ,7,8,4,16,4,1,25.0,18.8,0,0,0,0,6,0,1,1,20,7,6,,1.0,0.0,0.0,50.0
平岩沙紀,2017-11,GSS東京サンビームズ,4,66,12,0,0,0,,,0,0,0,0,0,0,0,0,50,23,15,,0.0,0.0,,61.0
平岩沙紀,2017-12,GSS東京サンビームズ,4,24,9,0,0,0,,,0,0,0,0,0,0,0,0,42,24,3,,0.0,0.0,,60.7
平岩沙紀,2018-01,GSS東京サンビームズ,4,3,12,0,0,0,,,0,0,0,0,0,0,0,0,57,16,27,,0.0,0.0,,51.8
平岩沙紀,2018-02,GSS東京サンビームズ,4,8,17,0,0,0,,,0,0,0,0,0,0,0,0,71,38,15,,0.0,0.0,,64.1
平川里菜,2017-11,大阪スーペリアーズ,2,33,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
平川里菜,2017-12,大阪スーペリアーズ,2,24,6,1,1,0,100.0,100.0,0,0,0,0,14,1,1,3,1,0,0,,0.17,0.0,10.7,0.0
平川里菜,2018-02,大阪スーペリアーズ,2,4,3,1,1,0,100.0,100.0,0,0,0,0,7,0,0,0,0,0,0,,0.33,0.0,0.0,
張心穆意,2017-11,GSS東京サンビームズ,21,22,6,48,21,1,43.8,41.7,0,0,0,4,27,3,0,10,0,0,0,,3.5,0.67,20.4,
張心穆意,2017-12,GSS東京サンビームズ,21,24,9,68,39,2,57.4,54.4,0,0,0,3,27,1,2,16,0,0,0,,4.33,0.33,16.7,
張心穆意,2018-01,GSS東京サンビームズ,21,3,12,100,47,5,47.0,42.0,0,0,0,7,46,1,7,16,1,0,1,,3.92,0.58,7.1,50.0
張心穆意,2018-02,GSS東京サンビームズ,21,8,17,130,64,3,49.2,46.9,0,0,0,14,66,2,7,20,0,0,0,,3.76,0.82,8.0,
張歓歓,2017-11,大阪スーペリアーズ,9,44,13,119,26,7,21.8,16.0,4,0,0,5,49,6,2,17,50,7,18,0.0,2.0,0.38,19.9,32.0
張歓歓,2017-12,大阪スーペリアーズ,9,48,10,94,26,6,27.7,21.3,1,1,0,1,29,1,3,7,11,5,0,100.0,2.6,0.1,6.9,45.5
張歓歓,2018-01,大阪スーペリアーズ,9,2,6,67,23,2,34.3,31.3,10,2,0,0,27,1,2,10,12,3,3,20.0,3.83,0.0,11.1,37.5
張歓歓,2018-02,大阪スーペリアーズ,9,6,9,88,24,7,27.3,19.3,8,0,0,0,31,1,3,10,13,6,2,0.0,2.67,0.0,8.9,53.8
徳田亜留美,2017-11,ブレス浜松,7,66,21,0,0,0,,,0,0,0,0,0,0,0,0,127,62,24,,0.0,0.0,,58.3
徳田亜留美,2017-12,ブレス浜松,7,48,16,0,0,0,,,0,0,0,0,0,0,0,0,90,48,21,,0.0,0.0,,65.0
徳田亜留美,2018-01,ブレス浜松,7,2,7,0,0,0,,,0,0,0,0,0,0,0,0,47,21,10,,0.0,0.0,,55.3
徳田亜留美,2018-02,ブレス浜松,7,6,12,0,0,0,,,0,0,0,0,0,0,0,0,67,19,28,,0.0,0.0,,49.3
愛宕諒子,2017-11,群馬銀行グリーンウイングス,13,66,6,15,5,0,33.3,33.3,0,0,0,1,5,0,0,4,0,0,0,,0.83,0.17,20.0,
愛宕諒子,2017-12,群馬銀行グリーンウイングス,13,24,2,10,4,1,40.0,30.0,0,0,0,0,4,0,0,0,0,0,0,,2.0,0.0,0.0,
愛宕諒子,2018-01,群馬銀行グリーンウイングス,13,4,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
愛宕諒子,2018-02,群馬銀行グリーンウイングス,13,6,4,18,10,1,55.6,50.0,0,0,0,2,0,0,0,0,0,0,0,,2.5,0.5,,
戸澤舞,2017-11,群馬銀行グリーンウイングス,14,66,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
戸澤舞,2018-01,群馬銀行グリーンウイングス,14,2,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
戸田さやか,2017-11,プレステージ・インターナショナルアランマーレ,9,66,24,61,24,2,39.3,36.1,0,0,0,10,96,8,14,39,4,0,1,,1.0,0.42,14.8,12.5
戸田さやか,2017-12,プレステージ・インターナショナルアランマーレ,9,24,8,30,11,0,36.7,36.7,0,0,0,4,36,3,4,17,1,0,1,,1.38,0.5,17.4,50.0
戸田さやか,2018-01,プレステージ・インターナショナルアランマーレ,9,2,9,19,7,1,36.8,31.6,0,0,0,11,34,1,6,14,2,1,0,,0.78,1.22,8.8,50.0
戸田さやか,2018-02,プレステージ・インターナショナルアランマーレ,9,10,19,67,33,3,49.3,44.8,0,0,0,15,78,6,7,26,5,3,1,,1.74,0.79,13.8,70.0
播磨若奈,2017-12,ブレス浜松,3,24,3,0,0,0,,,0,0,0,0,3,0,1,1,0,0,0,,0.0,0.0,0.0,
播磨若奈,2018-01,ブレス浜松,3,2,6,4,1,0,25.0,25.0,0,0,0,0,12,1,1,1,0,0,0,,0.17,0.0,8.3,
播磨若奈,2018-02,ブレス浜松,3,6,4,0,0,0,,,0,0,0,0,5,0,1,1,0,0,0,,0.0,0.0,0.0,
春田詩織,2017-11,ブレス浜松,18,66,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
春田詩織,2017-12,ブレス浜松,18,48,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
春田詩織,2018-01,ブレス浜松,18,2,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
春田詩織,2018-02,ブレス浜松,18,6,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
有川由季乃,2017-11,GSS東京サンビームズ,3,66,19,130,40,7,30.8,25.4,0,0,0,8,51,2,2,14,74,33,20,,2.11,0.42,9.8,58.1
有川由季乃,2017-12,GSS東京サンビームズ,3,24,9,46,12,5,26.1,15.2,0,0,0,5,20,1,0,7,36,13,3,,1.33,0.56,13.8,40.3
有川由季乃,2018-01,GSS東京サンビームズ,3,3,10,67,19,5,28.4,20.9,0,0,0,7,32,0,1,6,82,18,31,,1.9,0.7,3.9,40.9
有川由季乃,2018-02,GSS東京サンビームズ,3,8,17,99,27,4,27.3,23.2,0,0,0,9,53,2,3,11,140,58,28,,1.59,0.53,7.5,51.4
木村友里,2018-01,プレステージ・インターナショナルアランマーレ,20,2,9,79,24,3,30.4,26.6,0,0,0,0,38,2,2,7,34,12,9,,2.67,0.0,8.6,48.5
木村友里,2018-02,プレステージ・インターナショナルアランマーレ,20,10,18,159,53,4,33.3,30.8,0,0,0,7,74,6,2,24,115,44,34,,2.94,0.39,15.5,53.0
木村汐里,2017-12,柏エンゼルクロス,13,12,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
木村汐里,2018-02,柏エンゼルクロス,13,4,4,19,4,2,21.1,10.5,0,0,0,0,6,0,0,2,7,4,1,,1.0,0.0,8.3,64.3
末代真歩,2017-11,柏エンゼルクロス,8,66,22,127,55,4,43.3,40.2,0,0,0,15,49,2,3,16,1,0,0,,2.5,0.68,10.7,0.0
末代真歩,2017-12,柏エンゼルクロス,8,24,6,39,19,1,48.7,46.2,0,0,0,5,15,0,1,4,0,0,0,,3.17,0.83,5.0,
末代真歩,2018-01,柏エンゼルクロス,8,3,12,90,35,5,38.9,33.3,0,0,0,11,28,2,1,12,2,0,1,,2.92,0.92,17.0,25.0
末代真歩,2018-02,柏エンゼルクロス,8,8,14,80,24,7,30.0,21.2,0,0,0,9,26,0,2,6,0,0,0,,1.71,0.64,3.8,
本間有貴,2018-01,プレステージ・インターナショナルアランマーレ,18,2,1,4,0,0,0.0,0.0,0,0,0,0,2,0,1,0,1,1,0,,0.0,0.0,-12.5,100.0
