試合日,月,チーム,相手チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,総得点
2004-02-27,02,堺ブレイザーズ,JTサンダーズ,0,,小西健太,3,□,□,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,3,0,2,0,0.0,0,0,0,-,0
2004-02-27,02,堺ブレイザーズ,JTサンダーズ,1,,澤畠雄一郎,4,■,■,■,■,nan,18,12,1,66.7,61.1,3.00,0,0,0,-,0,-,11,0,1,2,4.5,1,1,0,100.0,12
2004-02-27,02,堺ブレイザーズ,JTサンダーズ,3,,増村雅尚,2,□,nan,nan,□,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2004-02-27,02,堺ブレイザーズ,JTサンダーズ,4,,中垣内祐一,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2004-02-27,02,堺ブレイザーズ,JTサンダーズ,5,,市橋祐之,4,■,■,■,□,nan,1,0,0,0.0,0.0,-,0,0,0,-,0,-,14,0,0,4,7.1,0,0,0,-,0
2004-02-27,02,堺ブレイザーズ,JTサンダーズ,6,,千葉進也,4,□,□,□,□,nan,5,2,1,40.0,20.0,0.50,2,1,1,50.0,0,-,9,2,0,3,30.6,5,2,0,40.0,4
2004-02-27,02,堺ブレイザーズ,JTサンダーズ,8,,成田貴志,1,nan,nan,nan,■,nan,0,0,0,,,-,0,0,0,-,0,-,4,0,0,1,6.2,0,0,0,-,0
2004-02-27,02,堺ブレイザーズ,JTサンダーズ,10,,甲斐祐之,4,■,■,■,■,nan,38,11,2,28.9,23.7,2.75,8,0,1,0.0,3,0.75,18,1,3,5,12.5,17,12,0,70.6,15
2004-02-27,02,堺ブレイザーズ,JTサンダーズ,11,L,増野彰,4,●,●,●,●,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,31,20,0,64.5,0
2004-02-27,02,堺ブレイザーズ,JTサンダーズ,15,,伊藤信博,4,■,■,■,■,nan,9,4,1,44.4,33.3,1.00,0,0,0,-,4,1.00,14,1,4,2,9.3,0,0,0,-,9
2004-02-27,02,堺ブレイザーズ,JTサンダーズ,17,,杉山マルコス,4,■,■,■,■,nan,34,15,4,44.1,32.4,3.75,7,4,1,57.1,1,0.25,12,2,3,2,19.2,41,34,0,82.9,18
2004-02-27,02,堺ブレイザーズ,JTサンダーズ,19,,ビリングスブルック,4,■,■,■,■,nan,34,14,3,41.2,32.4,3.50,15,8,1,53.3,3,0.75,12,0,3,1,2.1,0,0,0,-,17
2004-02-27,02,JTサンダーズ,堺ブレイザーズ,1,,宮下雅寛,4,□,■,■,■,nan,9,2,1,22.2,11.1,0.50,0,0,0,-,6,1.50,22,1,1,6,11.4,1,1,0,100.0,9
2004-02-27,02,JTサンダーズ,堺ブレイザーズ,2,,平野信孝,3,□,nan,□,■,nan,7,3,0,42.9,42.9,1.00,0,0,0,-,1,0.33,12,0,1,3,6.2,5,2,0,40.0,4
2004-02-27,02,JTサンダーズ,堺ブレイザーズ,3,,苅谷淳司,4,■,■,■,■,nan,8,6,0,75.0,75.0,1.50,0,0,0,-,6,1.50,15,0,1,1,1.7,1,1,0,100.0,12
2004-02-27,02,JTサンダーズ,堺ブレイザーズ,6,,臺光章,4,■,■,■,■,nan,0,0,0,,,-,0,0,0,-,1,0.25,11,0,4,0,0.0,0,0,0,-,1
2004-02-27,02,JTサンダーズ,堺ブレイザーズ,8,,徳元幸人,3,■,■,■,nan,nan,20,9,2,45.0,35.0,3.00,0,0,0,-,0,-,10,0,0,3,7.5,14,12,0,85.7,9
2004-02-27,02,JTサンダーズ,堺ブレイザーズ,10,,直弘龍治,4,■,■,■,■,nan,31,12,2,38.7,32.3,3.00,10,5,1,50.0,2,0.50,14,0,0,4,7.1,0,0,0,-,14
2004-02-27,02,JTサンダーズ,堺ブレイザーズ,11,,前田悟,3,□,nan,□,□,nan,1,0,0,0.0,0.0,-,0,0,0,-,0,-,3,0,1,1,8.3,0,0,0,-,0
2004-02-27,02,JTサンダーズ,堺ブレイザーズ,12,L,山本健之,4,●,●,●,●,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,22,18,0,81.8,0
2004-02-27,02,JTサンダーズ,堺ブレイザーズ,16,,日高誠,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2004-02-27,02,JTサンダーズ,堺ブレイザーズ,17,,内冨寛法,1,nan,nan,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2004-02-27,02,JTサンダーズ,堺ブレイザーズ,20,,尾上健司,1,■,nan,nan,nan,nan,5,2,0,40.0,40.0,2.00,0,0,0,-,0,-,5,0,0,1,5.0,0,0,0,-,2
2004-02-27,02,JTサンダーズ,堺ブレイザーズ,21,,サベリエフイリア,4,■,■,■,■,nan,43,22,4,51.2,41.9,5.50,9,4,1,44.4,1,0.25,16,2,3,6,20.6,34,21,0,61.8,25
2004-02-27,02,サントリーサンバーズ,パナソニックパンサーズ,1,,山村宏太,3,■,■,■,nan,nan,5,3,0,60.0,60.0,1.00,0,0,0,-,1,0.33,5,0,0,0,0.0,1,0,0,0.0,4
2004-02-27,02,サントリーサンバーズ,パナソニックパンサーズ,2,,佐々木太一,5,■,■,■,■,■,12,8,1,66.7,58.3,1.60,0,0,0,-,3,0.60,14,1,3,2,10.7,4,4,0,100.0,12
2004-02-27,02,サントリーサンバーズ,パナソニックパンサーズ,3,,坂本雄一郎,3,□,nan,nan,■,■,5,4,0,80.0,80.0,1.33,0,0,0,-,1,0.33,8,0,0,3,9.4,0,0,0,-,5
2004-02-27,02,サントリーサンバーズ,パナソニックパンサーズ,4,,清水雅之,1,nan,nan,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0,0,-,0
2004-02-27,02,サントリーサンバーズ,パナソニックパンサーズ,6,,栗原圭介,5,■,■,■,■,■,1,0,0,0.0,0.0,-,0,0,0,-,1,0.20,20,2,0,6,16.5,0,0,0,-,3
2004-02-27,02,サントリーサンバーズ,パナソニックパンサーズ,7,,越川優,5,■,■,■,■,■,19,7,2,36.8,26.3,1.40,4,1,2,25.0,2,0.40,21,1,4,10,15.7,28,13,0,46.4,10
2004-02-27,02,サントリーサンバーズ,パナソニックパンサーズ,8,,西田靖宏,2,nan,□,□,nan,nan,4,1,1,25.0,0.0,0.50,1,0,1,0.0,0,-,2,0,1,0,0.0,0,0,0,-,1
2004-02-27,02,サントリーサンバーズ,パナソニックパンサーズ,9,,桑田鎮典,2,nan,□,□,nan,nan,6,2,1,33.3,16.7,1.00,0,0,0,-,1,0.50,2,1,0,1,62.5,4,2,0,50.0,4
