試合日,チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
2020-02-23,東京ヴェルディ,1,,與崎風人,5,■,■,■,■,■,26,9,2,0.34615384615384615,0.2692307692307692,1.80,5,3,1,60.0,1,0.20,13,0,1,5,7.7,14,6,5,60.7
2020-02-23,東京ヴェルディ,2,L,浅岡遥太,1,nan,nan,nan,〇,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,3,1,0,33.3
2020-02-23,東京ヴェルディ,4,L,宮田航輔,5,●,●,●,●,●,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,31,11,10,51.6
2020-02-23,東京ヴェルディ,6,,中村龍哉,1,nan,nan,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0,0,-
2020-02-23,東京ヴェルディ,7,,北崎文弥,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2020-02-23,東京ヴェルディ,11,,熊谷勇人,2,□,nan,nan,□,nan,1,0,0,0.0,0.0,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2020-02-23,東京ヴェルディ,12,,澤瑞貴,5,■,■,■,■,■,31,11,4,0.3548387096774194,0.22580645161290322,2.20,1,0,0,0.0,3,0.60,11,0,1,0,-2.3,33,13,9,53.0
2020-02-23,東京ヴェルディ,14,,山下道生,5,■,■,■,■,■,12,7,1,0.5833333333333334,0.5,1.40,0,0,0,-,6,1.20,24,5,1,4,24.0,2,1,1,75.0
2020-02-23,東京ヴェルディ,17,,田中拓海,5,■,■,■,■,■,3,2,1,0.6666666666666666,0.3333333333333333,0.40,0,0,0,-,0,-,16,0,0,2,3.1,0,0,0,-
2020-02-23,東京ヴェルディ,18,,大下将,1,nan,□,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2020-02-23,東京ヴェルディ,19,,奈琳剣,2,nan,□,nan,□,nan,4,1,1,0.25,0.0,0.50,1,0,1,0.0,0,-,2,0,1,0,-12.5,0,0,0,-
2020-02-23,東京ヴェルディ,20,,蔵田大輝,5,■,■,■,■,■,38,14,5,0.3684210526315789,0.23684210526315788,2.80,12,5,2,41.7,0,-,18,2,3,6,15.3,1,1,0,100.0
2020-02-23,東京ヴェルディ,24,,増田純平,5,□,□,□,□,□,6,2,0,0.3333333333333333,0.3333333333333333,0.40,1,0,0,0.0,0,-,4,0,0,1,6.2,7,2,3,50.0
2020-02-23,東京ヴェルディ,26,,渡辺周馬,5,■,■,■,■,■,29,10,1,0.3448275862068966,0.3103448275862069,2.00,0,0,0,-,2,0.40,15,0,0,0,0.0,4,2,1,62.5
2020-02-23,東京ヴェルディ,チーム合計,チーム合計,チーム合計,5,nan,nan,nan,nan,nan,150,56,15,0.37333333333333335,0.2733333333333333,11.20,20,8,4,40.0,12,2.40,104,7,7,18,9.4,95,37,29,54.2
