試合日,チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,相手アタック打数,相手アタック得点,相手アタック失点,相手アタック決定率,相手ブロック得点,相手ブロックセット平均,相手サーブ効果率,相手サーブレシーブ成功率
2020-11-01,JAぎふリオレーナ,3,,梅田莉樹子,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-11-01,JAぎふリオレーナ,5,,山本裕香,3,■,■,■,nan,nan,30,14,6,46.7,26.7,4.67,5,1,2,20.0,3,1.00,9,0,0,4,11.1,6,5,1,91.7,,,,,,,,
2020-11-01,JAぎふリオレーナ,6,,宮井遥,2,■,■,nan,nan,nan,22,4,5,18.2,-4.5,2.00,5,0,0,0.0,0,-,3,0,0,0,0.0,3,1,0,33.3,,,,,,,,
2020-11-01,JAぎふリオレーナ,8,,岩永明奈,1,□,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,3,1,0,2,50.0,0,0,0,-,,,,,,,,
2020-11-01,JAぎふリオレーナ,9,,本間真樹子,3,■,■,■,nan,nan,23,13,0,56.5,56.5,4.33,0,0,0,-,1,0.33,8,1,0,3,21.9,2,1,1,75.0,,,,,,,,
2020-11-01,JAぎふリオレーナ,10,,高橋侑里,3,■,■,■,nan,nan,32,9,4,28.1,15.6,3.00,2,0,0,0.0,0,-,12,1,1,6,18.8,16,7,3,53.1,,,,,,,,
2020-11-01,JAぎふリオレーナ,11,,野村美友,3,■,■,■,nan,nan,14,4,0,28.6,28.6,1.33,0,0,0,-,2,0.67,12,0,1,5,8.3,0,0,0,-,,,,,,,,
2020-11-01,JAぎふリオレーナ,12,,井上実咲,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-11-01,JAぎふリオレーナ,13,L,岡田倫奈,3,〇,〇,〇,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-11-01,JAぎふリオレーナ,15,,齊藤望,1,□,nan,nan,nan,nan,4,1,0,25.0,25.0,1.00,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-11-01,JAぎふリオレーナ,16,L,目加田莉央,3,●,●,●,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,12,9,2,83.3,,,,,,,,
2020-11-01,JAぎふリオレーナ,17,,唐川愛璃,3,■,■,■,nan,nan,1,0,0,0.0,0.0,-,0,0,0,-,0,-,15,3,2,4,23.3,0,0,0,-,,,,,,,,
2020-11-01,JAぎふリオレーナ,19,,柳沼優花,2,nan,□,■,nan,nan,17,6,1,35.3,29.4,3.00,1,1,0,100.0,0,-,11,0,0,3,6.8,11,6,4,72.7,,,,,,,,
2020-11-01,JAぎふリオレーナ,チーム合計,チーム合計,チーム合計,3,nan,nan,nan,nan,nan,143,51,16,35.7,24.5,17.00,13,2,2,15.4,6,2.00,73,6,4,27,16.1,50,29,11,69.0,130,30,9,23.1,1,0.33,3.3,49.3
