名前,チーム,背番号,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
小川将司,つくばユナイテッドSunGAIA,4,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
小川直紀,富士通カワサキレッドスピリッツ,18,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
小松高則,ジェイテクトSTINGS,7,17,44,25,0,56.8,56.8,0,0,0,6,58,1,1,5,1,1,0,,1.5,0.4,3.4,100.0
小林雅也,大同特殊鋼レッドスター,15,14,60,35,3,58.3,53.3,0,0,0,11,49,1,2,14,4,3,0,,2.5,0.8,8.2,75.0
小橋口祐嗣,つくばユナイテッドSunGAIA,8,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
小野孝宏,ジェイテクトSTINGS,3,3,5,1,2,20.0,-20.0,0,0,0,1,1,0,1,0,0,0,0,,0.3,0.3,-25.0,
山下栄和,きんでんトリニティーブリッツ,13,19,0,0,0,,,0,0,0,0,0,0,0,0,133,84,0,,0.0,0.0,,63.2
山下秀人,大同特殊鋼レッドスター,18,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
山下裕之,東京ヴェルディ,16,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
山原健太,きんでんトリニティーブリッツ,6,5,4,2,0,50.0,50.0,0,0,0,1,10,0,2,1,6,4,0,,0.4,0.2,-2.5,66.7
山口純平,大同特殊鋼レッドスター,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
岩井浩二,富士通カワサキレッドスピリッツ,14,20,192,83,12,43.2,37.0,31,13,2,5,76,6,11,20,57,30,0,41.9,4.2,0.2,10.9,52.6
岩田岳大,つくばユナイテッドSunGAIA,7,11,2,2,0,100.0,100.0,0,0,0,1,37,2,0,11,0,0,0,,0.2,0.1,12.8,
川波博次,大同特殊鋼レッドスター,2,19,109,49,7,45.0,38.5,2,0,1,3,51,2,9,16,104,67,0,0.0,2.6,0.2,7.4,64.4
平井銀次,大同特殊鋼レッドスター,11,19,0,0,0,,,0,0,0,0,0,0,0,0,105,68,0,,0.0,0.0,,64.8
平澤徹,富士通カワサキレッドスピリッツ,9,20,56,23,3,41.1,35.7,0,0,0,14,48,2,3,15,1,1,0,,1.2,0.7,10.4,100.0
廣本遥,富士通カワサキレッドスピリッツ,8,20,0,0,0,,,0,0,0,0,31,2,4,10,0,0,0,,0.0,0.0,11.3,
引田康介,きんでんトリニティーブリッツ,22,8,35,14,4,40.0,28.6,0,0,0,1,28,0,3,9,4,2,0,,1.8,0.1,5.4,50.0
徳武正哉,富士通カワサキレッドスピリッツ,2,6,11,5,0,45.5,45.5,0,0,0,2,8,0,0,3,0,0,0,,0.8,0.3,9.4,
木村朋浩,きんでんトリニティーブリッツ,3,9,0,0,0,,,0,0,0,0,13,2,2,4,0,0,0,,0.0,0.0,19.2,
松原広輔,ジェイテクトSTINGS,10,17,100,54,9,54.0,45.0,26,13,4,6,66,11,18,24,38,20,0,50.0,3.2,0.4,18.9,52.6
松本健作,富士通カワサキレッドスピリッツ,12,6,0,0,0,,,0,0,0,0,6,0,0,1,0,0,0,,0.0,0.0,4.2,
栗山雅史,東京ヴェルディ,12,1,0,0,0,,,0,0,0,0,2,1,1,0,0,0,0,,0.0,0.0,37.5,
根岸慎紘,東京ヴェルディ,5,10,0,0,0,,,0,0,0,0,12,1,2,2,0,0,0,,0.0,0.0,8.3,
槌尾健,東京ヴェルディ,9,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
橋本峻介,きんでんトリニティーブリッツ,19,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
橋満裕也,大同特殊鋼レッドスター,8,12,28,13,0,46.4,46.4,0,0,0,4,30,0,1,7,0,0,0,,1.1,0.3,5.0,
毛利光生,きんでんトリニティーブリッツ,20,3,0,0,0,,,0,0,0,0,5,0,1,0,0,0,0,,0.0,0.0,-5.0,
淡田智行,大同特殊鋼レッドスター,9,14,3,1,0,33.3,33.3,0,0,0,4,48,1,1,8,0,0,0,,0.1,0.3,5.7,
渡辺聖太,富士通カワサキレッドスピリッツ,13,10,0,0,0,,,0,0,0,0,18,1,3,1,0,0,0,,0.0,0.0,2.8,
渡邊友嗣,東京ヴェルディ,7,18,139,53,18,38.1,25.2,30,15,7,6,52,2,6,11,53,32,0,50.0,2.9,0.3,6.2,60.4
溝口信二,東京ヴェルディ,21,18,76,40,5,52.6,46.1,1,0,1,16,52,2,3,17,0,0,0,0.0,2.2,0.9,10.6,
濱口純一,東京ヴェルディ,1,18,62,27,4,43.5,37.1,1,0,0,4,79,1,5,23,212,167,0,0.0,1.5,0.2,7.0,78.8
王金剛,つくばユナイテッドSunGAIA,14,17,20,8,0,40.0,40.0,1,0,0,9,54,3,8,16,0,0,0,0.0,0.5,0.5,9.3,
田中紳太,大同特殊鋼レッドスター,3,6,2,1,0,50.0,50.0,0,0,0,3,19,0,1,2,0,0,0,,0.2,0.5,1.3,
矢作拓也,東京ヴェルディ,26,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
矢島優一,きんでんトリニティーブリッツ,23,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
石川健,つくばユナイテッドSunGAIA,5,21,57,30,8,52.6,38.6,0,0,0,20,87,2,3,26,8,5,0,,1.4,1.0,8.9,62.5
石田敬喜,ジェイテクトSTINGS,9,17,118,59,5,50.0,45.8,13,5,0,3,68,2,8,18,183,127,0,38.5,3.5,0.2,6.6,69.4
神山哲郎,富士通カワサキレッドスピリッツ,1,19,98,41,9,41.8,32.7,4,0,0,5,77,1,4,7,161,105,0,0.0,2.2,0.3,2.3,65.2
福冨和志,きんでんトリニティーブリッツ,1,19,176,59,23,33.5,20.5,16,7,4,4,64,0,14,24,14,5,0,43.8,3.1,0.2,3.9,35.7
竹田昭徳,東京ヴェルディ,28,3,8,4,1,50.0,37.5,0,0,0,6,9,0,1,0,0,0,0,,1.3,2.0,-2.8,
興梠亮,ジェイテクトSTINGS,12,17,0,0,0,,,0,0,0,0,0,0,0,0,96,67,0,,0.0,0.0,,69.8
若山智昭,ジェイテクトSTINGS,15,16,156,76,15,48.7,39.1,54,32,7,5,53,4,8,11,0,0,0,59.3,4.8,0.3,9.0,
菊池孝一,つくばユナイテッドSunGAIA,1,21,62,35,2,56.5,53.2,1,0,0,12,68,3,15,13,5,5,0,0.0,1.7,0.6,3.7,100.0
藤島謙裕,きんでんトリニティーブリッツ,9,11,0,0,0,,,0,0,0,0,13,0,2,3,14,9,0,,0.0,0.0,1.9,64.3
藤森圭,富士通カワサキレッドスピリッツ,17,20,0,0,0,,,0,0,0,0,0,0,0,0,122,83,0,,0.0,0.0,,68.0
西久保亮太,大同特殊鋼レッドスター,7,18,14,7,1,50.0,42.9,0,0,0,0,29,0,6,9,60,44,0,,0.4,0.0,2.6,73.3
西藤禎浩,きんでんトリニティーブリッツ,15,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
豊田昇平,ジェイテクトSTINGS,5,3,0,0,0,,,0,0,0,0,3,0,0,0,0,0,0,,0.0,0.0,0.0,
赤木貴雅,つくばユナイテッドSunGAIA,13,21,0,0,0,,,0,0,0,0,0,0,0,0,184,135,0,,0.0,0.0,,73.4
辰巳佳靖,大同特殊鋼レッドスター,6,15,135,57,16,42.2,30.4,40,17,5,5,52,1,16,14,2,1,0,42.5,3.8,0.3,1.0,50.0
野沢憲治,ジェイテクトSTINGS,4,1,1,0,0,0.0,0.0,0,0,0,0,2,0,0,1,0,0,0,,0.0,0.0,12.5,
金丸晃大,ジェイテクトSTINGS,2,17,55,31,1,56.4,54.5,0,0,0,14,72,0,7,19,2,1,0,,1.8,0.8,4.2,50.0
長友真伍,ジェイテクトSTINGS,16,1,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,,0.0,0.0,0.0,
間瀬公平,東京ヴェルディ,19,6,3,1,1,33.3,0.0,0,0,0,1,4,0,0,0,0,0,0,,0.2,0.2,0.0,
鞍掛勇樹,つくばユナイテッドSunGAIA,16,1,0,0,0,,,0,0,0,0,1,0,0,1,0,0,0,,0.0,0.0,25.0,
飯塚俊彦,東京ヴェルディ,14,16,138,64,12,46.4,37.7,56,23,8,3,61,2,9,15,0,0,0,41.1,4.0,0.2,5.7,
馬場信介,大同特殊鋼レッドスター,10,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
高橋慎治,ジェイテクトSTINGS,6,17,12,6,0,50.0,50.0,0,0,0,1,78,2,12,25,1,0,0,,0.4,0.1,6.7,0.0
高橋正,きんでんトリニティーブリッツ,8,18,97,39,12,40.2,27.8,10,3,2,5,43,0,2,7,28,14,0,30.0,2.2,0.3,2.9,50.0
高橋洋史,東京ヴェルディ,6,5,0,0,0,,,0,0,0,0,8,0,1,2,0,0,0,,0.0,0.0,3.1,
鬼頭浩幸,ジェイテクトSTINGS,18,7,0,0,0,,,0,0,0,1,0,0,0,0,0,0,0,,0.0,0.1,,
鮎川輝丈,きんでんトリニティーブリッツ,7,19,83,35,14,42.2,25.3,4,2,1,5,46,2,12,10,158,111,0,50.0,1.8,0.3,3.3,70.3
齋藤義人,大同特殊鋼レッドスター,14,4,0,0,0,,,0,0,0,0,6,0,0,2,0,0,0,,0.0,0.0,8.3,
