試合日,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
2020-02-09,1,,浅田潮,5,■,■,■,■,■,38,9,1,0.23684210526315788,0.21052631578947367,1.80,1,0,0,0.0,0,-,16,1,3,5,9.4,21,10,3,54.8
2020-02-09,2,,鰐川怜児,5,■,■,■,■,■,14,9,1,0.6428571428571429,0.5714285714285714,1.80,0,0,0,-,5,1.00,12,1,5,4,6.2,5,1,1,30.0
2020-02-09,3,,清水一生,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2020-02-09,4,,横瀬将,3,□,□,,,□,0,0,0,,,-,0,0,0,-,0,-,4,0,0,2,12.5,0,0,0,-
2020-02-09,5,,松橋拓也,5,■,■,■,□,■,29,8,4,0.27586206896551724,0.13793103448275862,1.60,7,2,0,28.6,3,0.60,14,0,5,1,-7.1,0,0,0,-
2020-02-09,7,,青木宏門,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2020-02-09,9,,石坂ハスナヌ,5,■,■,■,■,■,14,5,0,0.35714285714285715,0.35714285714285715,1.00,0,0,0,-,4,0.80,19,1,1,2,6.6,3,0,0,0.0
2020-02-09,10,,坂口舜,4,,□,■,■,■,7,5,0,0.7142857142857143,0.7142857142857143,1.25,0,0,0,-,1,0.25,11,2,1,2,20.5,0,0,0,-
2020-02-09,11,,松下祐太,3,,□,□,,□,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,5,2,2,60.0
2020-02-09,12,L,山田広大,5,●,●,●,●,●,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,21,7,6,47.6
2020-02-09,13,L,三角尚久,5,〇,〇,〇,〇,〇,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2020-02-09,15,,高瀬太一,1,,,,■,,1,0,0,0.0,0.0,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2020-02-09,18,,酒井駿,5,■,■,■,■,■,38,10,4,0.2631578947368421,0.15789473684210525,2.00,2,0,1,0.0,1,0.20,24,1,2,10,12.5,39,15,13,55.1
2020-02-09,19,,渡部勇人,3,■,■,,□,,0,0,0,,,-,0,0,0,-,0,-,5,0,0,3,15.0,0,0,0,-
2020-02-09,チーム合計,チーム合計,チーム合計,5,,,,,,141,46,10,0.3262411347517731,0.2553191489361702,9.20,10,2,1,20.0,14,2.80,105,6,17,29,8.6,94,35,25,50.5
