月,チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
11,ルートインホテルズブリリアントアリーズ,4,,佐々木里菜,24,6,6,6,4,2,29,11,4,37.9,24.1,0.5,1,0,1,0.0,3,0.1,79,4,2,34,15.2,2,0,1,25.0
12,ルートインホテルズブリリアントアリーズ,4,,佐々木里菜,30,7,7,7,6,3,21,10,0,47.6,47.6,0.3,0,0,0,,3,0.1,100,7,5,38,15.2,0,0,0,
01,ルートインホテルズブリリアントアリーズ,4,,佐々木里菜,15,4,4,4,2,1,11,4,1,36.4,27.3,0.3,0,0,0,,2,0.1,41,1,6,6,2.4,1,0,0,0.0
02,ルートインホテルズブリリアントアリーズ,4,,佐々木里菜,18,3,3,4,4,2,20,8,1,40.0,35.0,0.4,0,0,0,,6,0.3,54,2,4,17,9.7,2,0,0,0.0
