月,チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
11,ルートインホテルズブリリアントアリーズ,12,,綱田愛,24,6,6,6,4,2,184,69,6,37.5,34.2,2.9,0,0,0,,3,0.1,84,0,1,21,6.0,120,41,36,49.2
12,ルートインホテルズブリリアントアリーズ,12,,綱田愛,28,6,6,4,3,3,216,89,12,41.2,35.6,3.2,0,0,0,,3,0.1,91,1,2,25,7.4,156,79,31,60.6
01,ルートインホテルズブリリアントアリーズ,12,,綱田愛,15,4,3,3,2,1,126,41,4,32.5,29.4,2.7,0,0,0,,3,0.2,38,2,1,6,8.6,84,31,23,50.6
02,ルートインホテルズブリリアントアリーズ,12,,綱田愛,11,3,2,2,2,1,100,35,5,35.0,30.0,3.2,1,0,1,0.0,2,0.2,31,1,0,5,7.3,31,17,6,64.5
