大会,チーム,出場,出場,アタック,アタック,アタック,アタック,バックアタック,バックアタック,バックアタック,バックアタック,アタック決定本数,ブロック,ブロック,サーブ,サーブ,サーブ,サーブ,サーブ,サーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,総得点,総得点,総得点,総得点
大会,チーム,試合数,セット数,打数,得点,失点,決定率,打数,得点,失点,決定率,セット平均,得点,セット平均,打数,ノータッチ,エース,失点,効果,効果率,受数,成功・優,成功・良,成功率,アタック,ブロック,サーブ,得点合計
2019-20 V.LEAGUE DIVISION1 WOMEN,NECレッドロケッツ,24,84,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,425,208,116,62.6,0,0,0,0
プレミアカンファレンス,NECレッドロケッツ,15,49,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,260,122,79,62.1,0,0,0,0
交流戦,NECレッドロケッツ,6,21,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,95,47,19,59.5,0,0,0,0
ファイナル８・Ａグループ,NECレッドロケッツ,3,14,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,70,39,18,68.6,0,0,0,0
V.LEAGUE DIVISION1 WOMEN 2018-19,NECレッドロケッツ,27,67,1,0,0,0.0,1,0,0,0.0,-,0,-,0,0,0,0,0,-,127,50,39,54.7,0,0,0,0
Eastern Conference,NECレッドロケッツ,10,19,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,36,18,8,61.1,0,0,0,0
交流戦,NECレッドロケッツ,10,25,1,0,0,0.0,1,0,0,0.0,-,0,-,0,0,0,0,0,-,55,17,23,51.8,0,0,0,0
ファイナル８,NECレッドロケッツ,7,23,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,36,15,8,52.8,0,0,0,0
Ｖ・プレミアリーグ女子 2017/18,NECレッドロケッツ,26,30,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,39,13,9,44.9,0,0,0,0
レギュラーラウンド,NECレッドロケッツ,21,28,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,35,13,8,48.6,0,0,0,0
ファイナル６,NECレッドロケッツ,5,2,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,4,0,1,12.5,0,0,0,0
皇后杯全日本選手権大会,,1,2,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,1,1,0,100.0,0,0,0,0
レギュラーラウンド,,1,2,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,1,1,0,100.0,0,0,0,0
レギュラーシーズン通算,,62,142,1,0,0,0.0,1,0,0,0.0,-,0,-,0,0,0,0,0,-,481,217,137,59.4,0,0,0,0
通算,,78,183,1,0,0,0.0,1,0,0,0.0,-,0,-,0,0,0,0,0,-,592,272,164,59.8,0,0,0,0
