大会,チーム,出場,出場,アタック,アタック,アタック,アタック,バックアタック,バックアタック,バックアタック,バックアタック,アタック決定本数,ブロック,ブロック,サーブ,サーブ,サーブ,サーブ,サーブ,サーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,総得点,総得点,総得点,総得点
大会,チーム,試合数,セット数,打数,得点,失点,決定率,打数,得点,失点,決定率,セット平均,得点,セット平均,打数,ノータッチ,エース,失点,効果,効果率,受数,成功・優,成功・良,成功率,アタック,ブロック,サーブ,得点合計
2019-20 V.LEAGUE DIVISION1 WOMEN,NECレッドロケッツ,24,55,288,108,19,37.5,1,0,0,0.0,1.96,17,0.31,149,1,2,26,26,2.0,11,5,1,50.0,108,17,3,128
プレミアカンファレンス,NECレッドロケッツ,15,37,193,75,12,38.9,1,0,0,0.0,2.03,13,0.35,101,0,1,16,19,1.7,7,2,1,35.7,75,13,1,89
交流戦,NECレッドロケッツ,6,17,94,32,7,34.0,0,0,0,-,1.88,3,0.18,47,1,1,10,7,2.7,4,3,0,75.0,32,3,2,37
ファイナル８・Ａグループ,NECレッドロケッツ,3,1,1,1,0,100.0,0,0,0,-,1.00,1,1.00,1,0,0,0,0,0.0,0,0,0,-,1,1,0,2
V.LEAGUE DIVISION1 WOMEN 2018-19,NECレッドロケッツ,27,34,112,46,8,41.1,2,1,0,50.0,1.35,14,0.41,69,0,4,19,21,6.5,3,0,0,0.0,46,14,4,64
Eastern Conference,NECレッドロケッツ,10,17,49,24,3,49.0,1,1,0,100.0,1.41,12,0.71,41,0,4,8,17,15.2,1,0,0,0.0,24,12,4,40
交流戦,NECレッドロケッツ,10,16,59,20,5,33.9,1,0,0,0.0,1.25,2,0.12,26,0,0,10,4,-5.8,1,0,0,0.0,20,2,0,22
ファイナル８,NECレッドロケッツ,7,1,4,2,0,50.0,0,0,0,-,2.00,0,-,2,0,0,1,0,-12.5,1,0,0,0.0,2,0,0,2
Ｖ・プレミアリーグ女子 2017/18,NECレッドロケッツ,26,50,159,68,12,42.8,2,0,1,0.0,1.36,11,0.22,126,7,0,25,28,6.2,8,2,3,43.8,68,11,7,86
