大会,チーム,出場,出場,アタック,アタック,アタック,アタック,バックアタック,バックアタック,バックアタック,バックアタック,アタック決定本数,ブロック,ブロック,サーブ,サーブ,サーブ,サーブ,サーブ,サーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,総得点,総得点,総得点,総得点
大会,チーム,試合数,セット数,打数,得点,失点,決定率,打数,得点,失点,決定率,セット平均,得点,セット平均,打数,ノータッチ,エース,失点,効果,効果率,受数,成功・優,成功・良,成功率,アタック,ブロック,サーブ,得点合計
2019-20 V.LEAGUE DIVISION1 WOMEN,NECレッドロケッツ,7,10,8,2,0,25.0,1,1,0,100.0,0.20,1,0.10,1,0,0,1,0,-25.0,0,0,0,-,2,1,0,3
プレミアカンファレンス,NECレッドロケッツ,7,10,8,2,0,25.0,1,1,0,100.0,0.20,1,0.10,1,0,0,1,0,-25.0,0,0,0,-,2,1,0,3
V.LEAGUE DIVISION1 WOMEN 2018-19,NECレッドロケッツ,18,49,513,178,42,34.7,119,34,15,28.6,3.63,14,0.29,161,6,11,41,43,10.9,3,2,0,66.7,178,14,17,209
Eastern Conference,NECレッドロケッツ,6,11,129,53,11,41.1,27,11,3,40.7,4.82,1,0.09,41,3,3,8,12,17.1,0,0,0,-,53,1,6,60
交流戦,NECレッドロケッツ,5,14,156,55,14,35.3,40,9,6,22.5,3.93,2,0.14,47,1,5,12,12,12.8,0,0,0,-,55,2,6,63
ファイナル８,NECレッドロケッツ,7,24,228,70,17,30.7,52,14,6,26.9,2.92,11,0.46,73,2,3,21,19,6.2,3,2,0,66.7,70,11,5,86
Ｖ・プレミアリーグ女子 2017/18,NECレッドロケッツ,24,57,326,118,22,36.2,64,23,9,35.9,2.07,11,0.19,78,2,3,30,14,1.3,23,8,6,47.8,118,11,5,134
レギュラーラウンド,NECレッドロケッツ,19,50,320,118,21,36.9,64,23,9,35.9,2.36,11,0.22,78,2,3,30,14,1.3,23,8,6,47.8,118,11,5,134
ファイナル６,NECレッドロケッツ,5,7,6,0,1,0.0,0,0,0,-,-,0,-,0,0,0,0,0,-,0,0,0,-,0,0,0,0
Ｖ・プレミアリーグ女子 2016/17,NECレッドロケッツ,23,40,2,1,0,50.0,1,1,0,100.0,0.03,0,-,62,3,0,7,28,16.1,0,0,0,-,1,0,3,4
レギュラーラウンド,NECレッドロケッツ,21,40,2,1,0,50.0,1,1,0,100.0,0.03,0,-,62,3,0,7,28,16.1,0,0,0,-,1,0,3,4
ファイナル６,NECレッドロケッツ,2,0,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,0,0,0,-,0,0,0,0
皇后杯全日本選手権大会,,1,2,0,0,0,-,0,0,0,-,-,0,-,2,0,0,2,0,0.0,0,0,0,-,0,0,0,0
レギュラーラウンド,,1,2,0,0,0,-,0,0,0,-,-,0,-,2,0,0,2,0,0.0,0,0,0,-,0,0,0,0
レギュラーシーズン通算,,58,125,615,229,46,37.2,133,45,18,33.8,1.83,15,0.12,229,9,11,58,66,9.6,23,8,6,47.8,229,15,20,264
通算,,73,158,849,299,64,35.2,185,59,24,31.9,1.89,26,0.16,304,11,14,81,85,8.6,26,10,6,50.0,299,26,25,350
