大会,チーム,出場,出場,アタック,アタック,アタック,アタック,バックアタック,バックアタック,バックアタック,バックアタック,アタック決定本数,ブロック,ブロック,サーブ,サーブ,サーブ,サーブ,サーブ,サーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,総得点,総得点,総得点,総得点
大会,チーム,試合数,セット数,打数,得点,失点,決定率,打数,得点,失点,決定率,セット平均,得点,セット平均,打数,ノータッチ,エース,失点,効果,効果率,受数,成功・優,成功・良,成功率,アタック,ブロック,サーブ,得点合計
2019-20 V.LEAGUE DIVISION1 WOMEN,NECレッドロケッツ,24,38,0,0,0,-,0,0,0,-,-,1,0.03,60,0,2,3,12,7.1,0,0,0,-,0,1,2,3
プレミアカンファレンス,NECレッドロケッツ,15,20,0,0,0,-,0,0,0,-,-,1,0.05,33,0,2,2,7,9.8,0,0,0,-,0,1,2,3
交流戦,NECレッドロケッツ,6,15,0,0,0,-,0,0,0,-,-,0,-,23,0,0,1,4,3.3,0,0,0,-,0,0,0,0
ファイナル８・Ａグループ,NECレッドロケッツ,3,3,0,0,0,-,0,0,0,-,-,0,-,4,0,0,0,1,6.2,0,0,0,-,0,0,0,0
V.LEAGUE DIVISION1 WOMEN 2018-19,NECレッドロケッツ,27,29,6,3,0,50.0,0,0,0,-,0.10,4,0.14,100,1,1,4,35,9.8,2,0,0,0.0,3,4,2,9
Eastern Conference,NECレッドロケッツ,10,15,4,1,0,25.0,0,0,0,-,0.07,3,0.20,62,1,0,3,20,8.5,2,0,0,0.0,1,3,1,5
交流戦,NECレッドロケッツ,10,7,2,2,0,100.0,0,0,0,-,0.29,0,-,18,0,1,1,9,16.7,0,0,0,-,2,0,1,3
ファイナル８,NECレッドロケッツ,7,7,0,0,0,-,0,0,0,-,-,1,0.14,20,0,0,0,6,7.5,0,0,0,-,0,1,0,1
Ｖ・プレミアリーグ女子 2017/18,NECレッドロケッツ,26,74,9,6,0,66.7,0,0,0,-,0.08,4,0.05,181,1,5,3,67,12.2,2,0,0,0.0,6,4,6,16
レギュラーラウンド,NECレッドロケッツ,21,65,9,6,0,66.7,0,0,0,-,0.09,4,0.06,177,1,4,3,66,11.7,2,0,0,0.0,6,4,5,15
ファイナル６,NECレッドロケッツ,5,9,0,0,0,-,0,0,0,-,-,0,-,4,0,1,0,1,31.2,0,0,0,-,0,0,1,1
皇后杯全日本選手権大会,,1,4,1,1,0,100.0,0,0,0,-,0.25,0,-,8,0,0,0,4,12.5,0,0,0,-,1,0,0,1
レギュラーラウンド,,1,4,1,1,0,100.0,0,0,0,-,0.25,0,-,8,0,0,0,4,12.5,0,0,0,-,1,0,0,1
レギュラーシーズン通算,,62,122,15,9,0,60.0,0,0,0,-,0.07,8,0.07,313,2,7,10,106,10.5,4,0,0,0.0,9,8,9,26
通算,,78,145,16,10,0,62.5,0,0,0,-,0.07,9,0.06,349,2,8,10,118,10.6,4,0,0,0.0,10,9,10,29
