大会,チーム,出場,出場,アタック,アタック,アタック,アタック,バックアタック,バックアタック,バックアタック,バックアタック,アタック決定本数,ブロック,ブロック,サーブ,サーブ,サーブ,サーブ,サーブ,サーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,総得点,総得点,総得点,総得点
大会,チーム,試合数,セット数,打数,得点,失点,決定率,打数,得点,失点,決定率,セット平均,得点,セット平均,打数,ノータッチ,エース,失点,効果,効果率,受数,成功・優,成功・良,成功率,アタック,ブロック,サーブ,得点合計
2019-20 V.LEAGUE DIVISION1 WOMEN,NECレッドロケッツ,24,69,488,180,21,36.9,31,7,4,22.6,2.61,8,0.12,211,1,9,30,69,9.4,179,38,43,33.2,180,8,10,198
プレミアカンファレンス,NECレッドロケッツ,15,44,303,128,14,42.2,13,3,3,23.1,2.91,5,0.11,117,1,7,16,43,12.6,90,19,24,34.4,128,5,8,141
交流戦,NECレッドロケッツ,6,16,124,40,6,32.3,14,3,1,21.4,2.50,3,0.19,62,0,2,9,19,7.3,63,7,15,23.0,40,3,2,45
ファイナル８・Ａグループ,NECレッドロケッツ,3,9,61,12,1,19.7,4,1,0,25.0,1.33,0,-,32,0,0,5,7,1.6,26,12,4,53.8,12,0,0,12
V.LEAGUE DIVISION1 WOMEN 2018-19,NECレッドロケッツ,27,91,753,263,34,34.9,82,20,6,24.4,2.89,16,0.18,325,3,7,45,103,7.5,336,124,81,49.0,263,16,10,289
Eastern Conference,NECレッドロケッツ,10,30,249,87,12,34.9,22,5,3,22.7,2.90,5,0.17,130,2,1,14,45,8.3,93,36,23,51.1,87,5,3,95
交流戦,NECレッドロケッツ,10,37,300,107,13,35.7,33,10,3,30.3,2.89,4,0.11,126,1,4,17,38,8.1,123,39,37,46.7,107,4,5,116
ファイナル８,NECレッドロケッツ,7,24,204,69,9,33.8,27,5,0,18.5,2.88,7,0.29,69,0,2,14,20,5.1,120,49,21,49.6,69,7,2,78
Ｖ・プレミアリーグ女子 2017/18,NECレッドロケッツ,26,85,771,266,39,34.5,101,30,6,29.7,3.13,14,0.16,253,2,14,34,84,11.3,84,33,18,50.0,266,14,16,296
レギュラーラウンド,NECレッドロケッツ,21,67,593,194,26,32.7,69,19,3,27.5,2.90,13,0.19,192,2,12,23,71,13.5,82,32,17,49.4,194,13,14,221
ファイナル６,NECレッドロケッツ,5,18,178,72,13,40.4,32,11,3,34.4,4.00,1,0.06,61,0,2,11,13,4.1,2,1,1,75.0,72,1,2,75
皇后杯全日本選手権大会,,1,4,49,16,4,32.7,2,0,1,0.0,4.00,0,-,11,0,1,3,4,11.4,0,0,0,-,16,0,1,17
レギュラーラウンド,,1,4,49,16,4,32.7,2,0,1,0.0,4.00,0,-,11,0,1,3,4,11.4,0,0,0,-,16,0,1,17
Ｖ・プレミアリーグ女子 2016/17,NECレッドロケッツ,28,91,574,193,27,33.6,108,28,13,25.9,2.12,13,0.14,228,7,10,24,105,18.1,9,8,0,88.9,193,13,17,223
レギュラーラウンド,NECレッドロケッツ,21,69,521,179,22,34.4,91,24,11,26.4,2.59,13,0.19,203,7,10,21,93,18.8,8,7,0,87.5,179,13,17,209
ファイナル６,NECレッドロケッツ,5,15,46,12,5,26.1,16,4,2,25.0,0.80,0,-,17,0,0,2,11,16.2,1,1,0,100.0,12,0,0,12
ファイナル,NECレッドロケッツ,2,7,7,2,0,28.6,1,0,0,0.0,0.29,0,-,8,0,0,1,1,3.1,0,0,0,-,2,0,0,2
皇后杯全日本選手権大会,,1,4,58,24,3,41.4,11,1,2,9.1,6.00,0,-,14,1,0,0,5,16.1,0,0,0,-,24,0,1,25
レギュラーラウンド,,1,4,58,24,3,41.4,11,1,2,9.1,6.00,0,-,14,1,0,0,5,16.1,0,0,0,-,24,0,1,25
