名前,チーム,背番号,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
松崎廣光,サントリーサンバーズ,21,39,1,1,0,100.0,100.0,0,0,0,0,56,1,8,17,0,0,0,,0.0,0.0,5.8,
松本慶彦,堺ブレイザーズ,1,87,228,117,16,51.3,44.3,0,0,0,60,331,13,17,81,21,18,0,,1.3,0.7,8.8,85.7
枩田優介,パナソニックパンサーズ,13,73,93,47,3,50.5,47.3,0,0,0,25,187,3,14,52,4,2,0,,0.6,0.3,6.7,50.0
柴小屋康行,サントリーサンバーズ,5,52,60,24,5,40.0,31.7,11,5,0,3,35,1,8,5,21,11,0,45.5,0.5,0.1,0.7,52.4
栗山雅史,サントリーサンバーズ,19,33,187,91,20,48.7,38.0,75,39,13,6,88,5,14,28,1,0,0,52.0,2.8,0.2,9.7,0.0
梅野聡,東レアローズ,9,30,3,0,0,0.0,0.0,0,0,0,2,56,2,4,21,1,0,0,,0.0,0.1,11.2,0.0
森田亜貴斗,パナソニックパンサーズ,12,5,5,3,0,60.0,60.0,0,0,0,1,9,0,2,2,0,0,0,,0.6,0.2,0.0,
横田一義,堺ブレイザーズ,12,101,322,166,33,51.6,41.3,1,1,0,65,310,10,23,110,12,6,0,100.0,1.6,0.6,10.2,50.0
橋場正裕,FC東京,17,67,325,133,33,40.9,30.8,33,11,6,11,164,7,42,51,362,220,0,33.3,2.0,0.2,5.6,60.8
橘裕也,大分三好ヴァイセアドラー,12,106,0,0,0,,,0,0,0,0,0,0,0,0,582,386,0,,0.0,0.0,,66.3
武市康,サントリーサンバーズ,3,7,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
永野健,パナソニックパンサーズ,17,101,0,0,0,,,0,0,0,0,0,0,0,0,481,371,0,,0.0,0.0,,77.1
浜崎勇矢,大分三好ヴァイセアドラー,5,8,0,0,0,,,0,0,0,0,11,2,3,0,0,0,0,,0.0,0.0,11.4,
深津旭弘,JTサンダーズ,17,72,8,2,0,25.0,25.0,0,0,0,20,225,2,9,61,1,0,0,,0.0,0.3,6.7,0.0
深津英臣,パナソニックパンサーズ,10,13,3,1,0,33.3,33.3,1,0,0,1,37,1,1,18,0,0,0,0.0,0.1,0.1,14.2,
深津貴之,豊田合成トレフェルサ,2,5,0,0,0,,,0,0,0,0,6,1,3,1,0,0,0,,0.0,0.0,8.3,
清水邦広,パナソニックパンサーズ,1,83,658,330,63,50.2,40.6,265,133,33,24,363,26,72,147,0,0,0,50.2,4.0,0.3,12.3,
渡辺俊介,東レアローズ,6,33,0,0,0,,,0,0,0,0,0,0,0,0,185,110,0,,0.0,0.0,,59.5
渡辺奏吾,パナソニックパンサーズ,14,25,3,0,1,0.0,-33.3,2,0,1,0,30,1,2,18,9,6,0,0.0,0.0,0.0,16.7,66.7
瀬戸口竜矢,東レアローズ,8,32,36,12,2,33.3,27.8,0,0,0,2,35,0,2,8,96,66,0,,0.4,0.1,4.3,68.8
王金剛,東レアローズ,11,10,10,7,1,70.0,60.0,0,0,0,1,24,1,4,7,4,2,0,,0.7,0.1,7.3,50.0
田中挙章,大分三好ヴァイセアドラー,15,8,9,6,0,66.7,66.7,0,0,0,4,14,0,1,3,0,0,0,,0.8,0.5,3.6,
田辺修,東レアローズ,2,75,0,0,0,,,0,0,0,0,0,0,0,0,446,310,0,,0.0,0.0,,69.5
甲斐祐之,JTサンダーズ,9,43,168,53,14,31.5,23.2,10,4,3,10,89,1,21,24,125,68,0,40.0,1.2,0.2,2.0,54.4
町野仁志,JTサンダーズ,2,84,177,93,6,52.5,49.2,1,0,0,51,203,0,4,57,35,28,0,0.0,1.1,0.6,6.5,80.0
白岩直也,豊田合成トレフェルサ,9,19,99,35,6,35.4,29.3,9,2,3,4,48,1,9,13,107,78,0,22.2,1.8,0.2,4.2,72.9
白澤健児,パナソニックパンサーズ,6,98,251,129,15,51.4,45.4,2,0,0,101,261,4,24,83,40,32,0,0.0,1.3,1.0,7.2,80.0
盛重龍,豊田合成トレフェルサ,1,70,230,95,16,41.3,34.3,20,9,3,18,167,1,11,33,363,231,0,45.0,1.4,0.3,3.9,63.6
相澤寿,東レアローズ,7,52,120,64,5,53.3,49.2,1,0,0,37,140,2,6,36,5,2,0,0.0,1.2,0.7,6.8,40.0
石垣公也,大分三好ヴァイセアドラー,8,52,205,73,13,35.6,29.3,14,4,1,9,154,4,16,38,131,67,0,28.6,1.4,0.2,6.2,51.1
石島雄介,堺ブレイザーズ,3,93,461,186,34,40.3,33.0,43,8,5,44,334,14,48,74,635,378,0,18.6,2.0,0.5,6.1,59.5
石橋健,JTサンダーズ,18,2,8,2,1,25.0,12.5,1,1,0,0,5,0,0,1,1,1,0,100.0,1.0,0.0,5.0,100.0
神田聖馬,JTサンダーズ,5,47,28,8,4,28.6,14.3,12,2,3,0,61,4,14,22,0,0,0,16.7,0.2,0.0,9.8,
福澤達哉,パナソニックパンサーズ,15,100,771,413,47,53.6,47.5,217,137,23,48,348,18,82,103,478,293,0,63.1,4.1,0.5,6.7,61.3
福田誉,FC東京,3,59,0,0,0,,,0,0,0,0,0,0,0,0,145,96,0,,0.0,0.0,,66.2
筧本翔昂,JTサンダーズ,20,54,134,66,3,49.3,47.0,0,0,0,42,171,5,10,58,14,12,0,,1.2,0.8,9.9,85.7
篠田歩,東レアローズ,17,75,167,100,6,59.9,56.3,1,0,0,46,297,6,18,68,14,9,0,0.0,1.3,0.6,6.2,64.3
米山裕太,東レアローズ,5,97,625,241,17,38.6,35.8,74,37,5,25,366,11,48,94,734,501,0,50.0,2.5,0.3,6.1,68.3
米山達也,サントリーサンバーズ,20,82,331,161,11,48.6,45.3,49,24,5,13,301,15,30,115,308,200,0,49.0,2.0,0.2,12.0,64.9
細川優樹,大分三好ヴァイセアドラー,7,69,451,204,34,45.2,37.7,57,22,7,11,210,11,53,64,247,96,0,38.6,3.0,0.2,6.5,38.9
舩越満,大分三好ヴァイセアドラー,11,78,17,8,0,47.1,47.1,1,0,0,0,119,6,29,30,33,16,0,0.0,0.1,0.0,5.3,48.5
菅直哉,JTサンダーズ,6,42,3,1,0,33.3,33.3,0,0,0,11,115,2,0,28,5,0,0,,0.0,0.3,7.8,0.0
衛藤英興,FC東京,15,35,33,17,4,51.5,39.4,0,0,0,10,68,2,0,9,4,2,0,,0.5,0.3,6.2,50.0
西尾太作,FC東京,24,67,401,145,34,36.2,27.7,84,30,7,23,179,3,41,33,45,17,0,35.7,2.2,0.3,0.6,37.8
角田辰徳,東レアローズ,16,65,453,193,41,42.6,33.6,68,33,6,15,158,1,9,47,221,117,0,48.5,3.0,0.2,6.6,52.9
谷村孝,パナソニックパンサーズ,18,46,39,18,3,46.2,38.5,0,0,0,3,77,4,8,9,132,89,0,,0.4,0.1,5.5,67.4
越川優,サントリーサンバーズ,7,96,623,283,54,45.4,36.8,110,48,17,42,375,33,90,134,540,345,0,43.6,2.9,0.4,11.7,63.9
近藤茂,東レアローズ,4,103,23,9,0,39.1,39.1,0,0,0,34,313,7,18,109,6,0,0,,0.1,0.3,9.5,0.0
近裕崇,豊田合成トレフェルサ,6,102,316,184,15,58.2,53.5,0,0,0,72,375,21,28,121,30,25,0,,1.8,0.7,11.8,83.3
迫谷竜児,大分三好ヴァイセアドラー,16,13,0,0,0,,,0,0,0,0,3,0,1,2,35,23,0,,0.0,0.0,8.3,65.7
酒井大祐,JTサンダーズ,3,108,0,0,0,,,0,0,0,0,0,0,0,0,568,398,0,,0.0,0.0,,70.1
重村健太,豊田合成トレフェルサ,3,72,6,5,0,83.3,83.3,0,0,0,9,46,1,4,10,0,0,0,,0.1,0.1,5.4,
金子隆行,サントリーサンバーズ,8,62,285,119,16,41.8,36.1,43,19,6,16,165,4,22,44,268,174,0,44.2,1.9,0.3,5.8,64.9
鈴木寛史,サントリーサンバーズ,2,92,180,98,6,54.4,51.1,0,0,0,66,280,3,11,68,13,12,0,,1.1,0.7,6.2,92.3
鈴木悠二,東レアローズ,18,90,160,77,8,48.1,43.1,21,16,0,3,174,12,44,55,94,50,0,76.2,0.9,0.0,8.5,53.2
長山拓未,豊田合成トレフェルサ,15,1,1,1,0,100.0,100.0,0,0,0,0,1,0,0,1,0,0,0,,1.0,0.0,25.0,
阿部裕太,サントリーサンバーズ,9,72,19,13,0,68.4,68.4,1,0,0,19,218,1,10,28,6,0,0,0.0,0.2,0.3,2.5,0.0
阿部領太,大分三好ヴァイセアドラー,3,11,8,4,1,50.0,37.5,1,0,1,0,12,1,0,2,4,0,0,0.0,0.4,0.0,12.5,0.0
高松卓矢,豊田合成トレフェルサ,12,86,612,260,44,42.5,35.3,129,47,13,23,280,13,67,82,248,108,0,36.4,3.0,0.3,6.0,43.5
高橋和人,大分三好ヴァイセアドラー,4,108,722,335,63,46.4,37.7,105,46,19,42,379,25,80,122,1043,667,0,43.8,3.1,0.4,9.4,64.0
高橋寛記,大分三好ヴァイセアドラー,14,46,26,8,4,30.8,15.4,0,0,0,5,113,4,7,48,0,0,0,,0.2,0.1,12.6,
高橋賢,サントリーサンバーズ,13,101,0,0,0,,,0,0,0,0,0,0,0,0,615,392,0,,0.0,0.0,,63.7
高橋駿,FC東京,16,36,12,6,1,50.0,41.7,0,0,0,6,94,0,8,18,2,0,0,,0.2,0.2,2.7,0.0
