名前,チーム,背番号,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
ウォレスマルティンス,サントリーサンバーズ,18,93,859,443,63,51.6,44.2,424,219,39,35,324,25,71,97,1,0,0,51.7,4.8,0.4,9.7,0.0
オムルチェンイゴール,JTサンダーズ,15,104,1175,488,106,41.5,32.5,523,199,64,39,380,34,106,142,1,1,0,38.0,4.7,0.4,11.3,100.0
グラディナロフミロスラフ,FC東京,11,102,923,427,63,46.3,39.4,278,132,33,48,381,14,98,130,693,371,0,47.5,4.2,0.5,5.8,53.5
タヴァレスジョンパウロ,パナソニックパンサーズ,11,68,529,256,34,48.4,42.0,130,84,8,22,297,25,49,123,376,218,0,64.6,3.8,0.3,14.6,58.0
チェモスマイケル,大分三好ヴァイセアドラー,20,108,1136,508,137,44.7,32.7,460,198,74,29,378,15,111,88,2,2,0,43.0,4.7,0.3,2.4,100.0
ベゼラジュニオル,JTサンダーズ,12,11,20,9,0,45.0,45.0,0,0,0,3,28,1,1,3,3,2,0,,0.8,0.3,5.4,66.7
ペピチミラン,堺ブレイザーズ,6,100,1051,527,98,50.1,40.8,424,207,51,63,377,34,116,118,0,0,0,48.8,5.3,0.6,9.2,
ボヨビッチデヤン,東レアローズ,12,96,939,460,58,49.0,42.8,343,169,33,39,393,16,75,103,2,1,0,49.3,4.8,0.4,5.9,50.0
レオナルドメロ,豊田合成トレフェルサ,8,90,947,471,76,49.7,41.7,368,185,35,51,353,10,77,98,0,0,0,50.3,5.2,0.6,4.3,
三上圭治郎,FC東京,2,57,0,0,0,,,0,0,0,0,0,0,0,0,307,191,0,,0.0,0.0,,62.2
中島悠樹,大分三好ヴァイセアドラー,13,77,112,63,7,56.2,50.0,0,0,0,31,165,0,8,46,14,9,0,,0.8,0.4,5.8,64.3
二木健太,サントリーサンバーズ,14,21,28,17,3,60.7,50.0,0,0,0,8,65,0,4,14,4,3,0,,0.8,0.4,3.8,75.0
井上俊輔,JTサンダーズ,19,21,5,2,0,40.0,40.0,0,0,0,5,54,2,3,17,1,0,0,,0.1,0.2,10.2,0.0
井上崇昭,豊田合成トレフェルサ,10,86,111,56,8,50.5,43.2,2,0,0,37,227,11,40,66,9,5,0,0.0,0.7,0.4,7.7,55.6
井上裕介,堺ブレイザーズ,2,101,0,0,0,,,0,0,0,0,0,0,0,0,461,304,0,,0.0,0.0,,65.9
井口拓也,大分三好ヴァイセアドラー,9,41,0,0,0,,,0,0,0,0,54,3,10,17,0,0,0,,0.0,0.0,8.8,
今村駿,堺ブレイザーズ,19,93,26,13,1,50.0,46.2,0,0,0,22,307,6,11,83,3,0,0,,0.1,0.2,7.8,0.0
今田祐介,東レアローズ,14,45,23,6,4,26.1,8.7,8,2,4,2,72,3,15,23,2,1,0,25.0,0.1,0.0,6.9,50.0
伊東勇樹,パナソニックパンサーズ,4,8,3,0,1,0.0,-33.3,0,0,0,0,2,0,1,1,0,0,0,,0.0,0.0,0.0,
伊藤康貴,堺ブレイザーズ,11,35,124,55,9,44.4,37.1,1,1,0,8,94,2,15,22,179,99,0,100.0,1.6,0.2,4.0,55.3
佐々木恵三,豊田合成トレフェルサ,18,3,23,8,2,34.8,26.1,9,4,0,0,7,0,2,0,0,0,0,44.4,2.7,0.0,-7.1,
佐別當賢治,サントリーサンバーズ,15,22,0,0,0,,,0,0,0,0,0,0,0,0,4,3,0,,0.0,0.0,,75.0
佐川翔,堺ブレイザーズ,8,5,1,1,0,100.0,100.0,0,0,0,1,5,0,1,1,2,0,0,,0.2,0.2,0.0,0.0
佐藤大佑,FC東京,20,5,9,6,0,66.7,66.7,2,1,0,0,9,1,3,3,1,0,0,50.0,1.2,0.0,11.1,0.0
八子大輔,JTサンダーズ,7,100,795,327,50,41.1,34.8,154,62,13,30,308,16,74,85,426,222,0,40.3,3.3,0.3,6.1,52.1
内山正平,豊田合成トレフェルサ,4,100,7,4,0,57.1,57.1,1,1,0,29,327,3,9,97,3,0,0,100.0,0.0,0.3,7.6,0.0
内藤和也,堺ブレイザーズ,5,88,26,14,0,53.8,53.8,0,0,0,5,153,8,34,54,0,0,0,,0.2,0.1,8.5,
冨士田裕大,サントリーサンバーズ,10,9,16,7,0,43.8,43.8,0,0,0,2,16,1,4,1,1,1,0,,0.8,0.2,1.6,100.0
前田和樹,FC東京,28,91,376,177,23,47.1,41.0,49,21,4,50,333,18,71,98,99,57,0,42.9,1.9,0.5,7.4,57.6
加藤伊織,豊田合成トレフェルサ,16,44,38,15,5,39.5,26.3,1,0,0,31,108,1,9,27,5,5,0,0.0,0.3,0.7,5.1,100.0
北島武,堺ブレイザーズ,4,21,46,22,3,47.8,41.3,1,0,0,2,39,0,9,12,94,53,0,0.0,1.0,0.1,1.9,56.4
千々木駿介,堺ブレイザーズ,10,84,496,205,29,41.3,35.5,90,48,6,16,307,11,43,81,507,277,0,53.3,2.4,0.2,6.7,54.6
古賀太一郎,豊田合成トレフェルサ,19,15,0,0,0,,,0,0,0,0,0,0,0,0,78,53,0,,0.0,0.0,,67.9
古賀幸一郎,豊田合成トレフェルサ,7,92,0,0,0,,,0,0,0,0,0,0,0,0,452,330,0,,0.0,0.0,,73.0
國近公太,JTサンダーズ,4,78,279,103,19,36.9,30.1,10,3,0,15,268,4,15,101,642,410,0,30.0,1.3,0.2,9.5,63.9
土屋雄太,FC東京,13,20,14,4,1,28.6,21.4,1,1,0,1,20,2,3,4,26,14,0,100.0,0.2,0.0,11.2,53.8
坂梨朋彦,堺ブレイザーズ,14,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
塚崎祐平,JTサンダーズ,16,13,72,26,5,36.1,29.2,13,5,3,6,27,2,3,5,28,15,0,38.5,2.0,0.5,9.3,53.6
塩田達也,サントリーサンバーズ,12,8,1,1,0,100.0,100.0,0,0,0,0,10,0,2,4,0,0,0,,0.1,0.0,5.0,
大上正裕,JTサンダーズ,21,55,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
大木貴之,東レアローズ,20,34,81,29,4,35.8,30.9,16,7,0,4,67,2,15,17,15,7,0,43.8,0.9,0.1,3.7,46.7
大竹貴久,パナソニックパンサーズ,16,32,1,0,0,0.0,0.0,0,0,0,6,62,0,2,15,1,0,0,,0.0,0.2,5.2,0.0
大道大輔,堺ブレイザーズ,18,18,13,7,1,53.8,46.2,0,0,0,2,11,0,0,1,0,0,0,,0.4,0.1,2.3,
宇佐美大輔,パナソニックパンサーズ,2,81,19,13,2,68.4,57.9,0,0,0,31,244,6,52,67,3,0,0,,0.2,0.4,4.0,0.0
安井勇誠,JTサンダーズ,11,71,33,9,3,27.3,18.2,7,2,2,0,97,4,31,33,21,11,0,28.6,0.1,0.0,4.6,52.4
安永拓弥,JTサンダーズ,1,78,195,97,10,49.7,44.6,1,0,0,45,228,4,7,58,16,6,0,0.0,1.2,0.6,7.3,37.5
富松崇彰,東レアローズ,1,81,209,117,12,56.0,50.2,0,0,0,87,220,4,30,67,8,7,0,,1.4,1.1,6.0,87.5
小川貴史,大分三好ヴァイセアドラー,1,83,97,43,5,44.3,39.2,0,0,0,33,113,1,8,26,10,6,0,,0.5,0.4,4.9,60.0
小澤翔,JTサンダーズ,10,36,158,64,12,40.5,32.9,30,14,4,2,90,7,23,24,198,112,0,46.7,1.8,0.1,8.1,56.6
山岡祐也,FC東京,10,81,18,7,0,38.9,38.9,0,0,0,6,273,5,6,63,5,0,0,,0.1,0.1,7.1,0.0
山本拓矢,パナソニックパンサーズ,7,12,0,0,0,,,0,0,0,0,0,0,0,0,10,9,0,,0.0,0.0,,90.0
山本洋平,FC東京,23,42,0,0,0,,,0,0,0,0,0,0,0,0,174,107,0,,0.0,0.0,,61.5
山本隆弘,パナソニックパンサーズ,5,86,65,20,8,30.8,18.5,24,7,6,3,130,5,26,42,2,0,0,29.2,0.2,0.0,6.9,0.0
山本雄史,FC東京,18,60,131,67,3,51.1,48.9,2,2,0,35,179,6,7,41,13,7,0,100.0,1.1,0.6,8.1,53.8
山村宏太,サントリーサンバーズ,1,91,186,108,7,58.1,54.3,0,0,0,72,317,5,15,111,7,6,0,,1.2,0.8,9.1,85.7
山添信也,パナソニックパンサーズ,3,54,108,44,9,40.7,32.4,0,0,0,15,165,4,15,47,14,11,0,,0.8,0.3,7.3,78.6
山田要平,大分三好ヴァイセアドラー,10,94,59,33,4,55.9,49.2,0,0,0,10,296,8,24,109,4,0,0,,0.4,0.1,9.9,0.0
山近哲,豊田合成トレフェルサ,11,7,34,12,7,35.3,14.7,15,6,4,2,16,0,4,3,0,0,0,40.0,1.7,0.3,-1.6,
岡崎将司,FC東京,1,14,7,3,0,42.9,42.9,0,0,0,0,15,2,6,4,9,6,0,,0.2,0.0,10.0,66.7
岡本祥吾,サントリーサンバーズ,6,50,4,4,0,100.0,100.0,0,0,0,17,150,1,43,32,4,0,0,,0.1,0.3,-1.2,0.0
岡本秀明,豊田合成トレフェルサ,13,42,90,34,5,37.8,32.2,11,4,1,3,87,4,21,34,183,122,0,36.4,0.8,0.1,8.3,66.7
川村慎二,パナソニックパンサーズ,8,73,206,96,17,46.6,38.3,26,11,10,11,175,5,19,42,254,150,0,42.3,1.3,0.2,6.1,59.1
巴特,FC東京,4,55,57,23,3,40.4,35.1,0,0,0,7,96,0,7,26,17,12,0,,0.4,0.1,4.9,70.6
幡司一貴,豊田合成トレフェルサ,14,18,35,19,3,54.3,45.7,1,0,0,14,43,0,3,9,5,5,0,0.0,1.1,0.8,3.5,100.0
徳丸善基,大分三好ヴァイセアドラー,2,101,239,111,7,46.4,43.5,1,0,0,39,325,6,13,119,28,22,0,0.0,1.1,0.4,10.0,78.6
手塚大,FC東京,30,79,516,214,57,41.5,30.4,107,42,17,39,260,18,88,89,85,34,0,39.3,2.7,0.5,7.0,40.0
星野秀知,東レアローズ,10,32,144,66,9,45.8,39.6,6,4,1,7,86,6,17,17,119,66,0,66.7,2.1,0.2,7.0,55.5
木場田和希,堺ブレイザーズ,15,20,4,1,0,25.0,25.0,0,0,0,3,48,0,1,12,0,0,0,,0.0,0.2,5.7,
木村泰輔,FC東京,26,50,74,35,6,47.3,39.2,0,0,0,14,87,2,13,27,12,9,0,,0.7,0.3,6.3,75.0
杉山マルコス,豊田合成トレフェルサ,17,62,277,120,35,43.3,30.7,16,2,7,12,189,12,47,48,477,344,0,12.5,1.9,0.2,6.5,72.1
杉崎大和,FC東京,25,13,0,0,0,,,0,0,0,0,20,0,7,5,0,0,0,,0.0,0.0,-2.5,
松岡祐太,堺ブレイザーズ,13,14,50,23,2,46.0,42.0,23,8,2,4,14,0,7,3,0,0,0,34.8,1.6,0.3,-7.1,
