試合日,年月,チーム,相手チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,総得点
2012-11-03,2012-11,JTサンダーズ,堺ブレイザーズ,1,,安永拓弥,4,■,■,■,■,,11,6,1,54.5,45.5,1.50,0,0,0,-,0,-,9,0,0,3,8.3,0,0,0,-,6
2012-11-03,2012-11,JTサンダーズ,堺ブレイザーズ,3,L,酒井大祐,4,●,●,●,●,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,28,22,0,78.6,0
2012-11-03,2012-11,JTサンダーズ,堺ブレイザーズ,4,,國近公太,1,,,,□,,0,0,0,,,-,0,0,0,-,0,-,1,0,0,0,0.0,1,1,0,100.0,0
2012-11-03,2012-11,JTサンダーズ,堺ブレイザーズ,5,,神田聖馬,2,□,,,□,,0,0,0,,,-,0,0,0,-,0,-,2,0,1,0,0.0,0,0,0,-,0
2012-11-03,2012-11,JTサンダーズ,堺ブレイザーズ,6,,菅直哉,4,■,■,■,■,,1,1,0,100.0,100.0,0.25,0,0,0,-,0,-,13,1,0,3,11.9,2,0,0,0.0,2
2012-11-03,2012-11,JTサンダーズ,堺ブレイザーズ,7,,八子大輔,4,■,■,■,■,,23,14,1,60.9,56.5,3.50,6,2,0,33.3,0,-,14,1,4,3,11.1,32,16,0,50.0,15
2012-11-03,2012-11,JTサンダーズ,堺ブレイザーズ,9,,甲斐祐之,4,■,■,■,■,,21,8,2,38.1,28.6,2.00,1,1,0,100.0,1,0.25,14,0,3,3,5.4,12,8,0,66.7,9
2012-11-03,2012-11,JTサンダーズ,堺ブレイザーズ,10,,小澤翔,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2012-11-03,2012-11,JTサンダーズ,堺ブレイザーズ,11,,安井勇誠,3,□,□,□,,,0,0,0,,,-,0,0,0,-,0,-,4,0,2,1,6.2,0,0,0,-,0
2012-11-03,2012-11,JTサンダーズ,堺ブレイザーズ,12,,ベゼラジュニオル,3,,■,■,■,,7,4,0,57.1,57.1,1.33,0,0,0,-,0,-,12,1,1,0,8.3,2,2,0,100.0,5
2012-11-03,2012-11,JTサンダーズ,堺ブレイザーズ,15,,オムルチェンイゴール,4,■,■,■,■,,39,19,2,48.7,43.6,4.75,19,8,0,42.1,1,0.25,18,2,6,4,14.4,0,0,0,-,22
2012-11-03,2012-11,JTサンダーズ,堺ブレイザーズ,17,,深津旭弘,1,,,,□,,0,0,0,,,-,0,0,0,-,1,1.00,1,0,1,0,0.0,0,0,0,-,1
2012-11-03,2012-11,JTサンダーズ,堺ブレイザーズ,18,,石橋健,1,■,,,,,5,1,1,20.0,0.0,1.00,1,1,0,100.0,0,-,3,0,0,0,0.0,1,1,0,100.0,1
2012-11-03,2012-11,JTサンダーズ,堺ブレイザーズ,21,L,大上正裕,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2012-11-03,2012-11,堺ブレイザーズ,JTサンダーズ,1,,松本慶彦,4,■,■,■,■,,11,11,0,100.0,100.0,2.75,0,0,0,-,0,-,13,0,0,3,5.8,0,0,0,-,11
2012-11-03,2012-11,堺ブレイザーズ,JTサンダーズ,2,L,井上裕介,4,●,●,●,●,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,26,21,0,80.8,0
