大会,チーム,出場,出場,アタック,アタック,アタック,アタック,バックアタック,バックアタック,バックアタック,バックアタック,アタック決定本数,ブロック,ブロック,サーブ,サーブ,サーブ,サーブ,サーブ,サーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,総得点,総得点,総得点,総得点
大会,チーム,試合数,セット数,打数,得点,失点,決定率,打数,得点,失点,決定率,セット平均,得点,セット平均,打数,ノータッチ,エース,失点,効果,効果率,受数,成功・優,成功・良,成功率,アタック,ブロック,サーブ,得点合計
2019-20 V.LEAGUE DIVISION2 MEN,富士通カワサキレッドスピリッツ,20,63,184,103,7,56.0,0,0,0,-,1.63,53,0.84,202,1,6,11,51,8.4,21,5,11,50.0,103,53,7,163
レギュラーラウンド,富士通カワサキレッドスピリッツ,20,63,184,103,7,56.0,0,0,0,-,1.63,53,0.84,202,1,6,11,51,8.4,21,5,11,50.0,103,53,7,163
V.LEAGUE DIVISION2 MEN 2018-19,富士通カワサキレッドスピリッツ,23,83,174,91,10,52.3,0,0,0,-,1.1,73,0.88,254,0,5,21,76,7.4,20,7,10,60.0,91,73,5,169
レギュラーラウンド,富士通カワサキレッドスピリッツ,23,83,174,91,10,52.3,0,0,0,-,1.1,73,0.88,254,0,5,21,76,7.4,20,7,10,60.0,91,73,5,169
Ｖ・チャレンジリーグⅠ男子 2017/18,富士通カワサキレッドスピリッツ,15,27,58,27,7,46.6,0,0,0,-,1.0,16,0.59,53,1,0,7,12,4.2,1,0,1,50.0,27,16,1,44
レギュラーラウンド,富士通カワサキレッドスピリッツ,15,27,58,27,7,46.6,0,0,0,-,1.0,16,0.59,53,1,0,7,12,4.2,1,0,1,50.0,27,16,1,44
レギュラーシーズン通算,,58,173,416,221,24,53.1,0,0,0,-,1.28,142,0.82,509,2,11,39,139,7.5,42,12,22,54.8,221,142,13,376
通算,,58,173,416,221,24,53.1,0,0,0,-,1.28,142,0.82,509,2,11,39,139,7.5,42,12,22,54.8,221,142,13,376
