大会,チーム,出場,出場,アタック,アタック,アタック,アタック,バックアタック,バックアタック,バックアタック,バックアタック,アタック決定本数,ブロック,ブロック,サーブ,サーブ,サーブ,サーブ,サーブ,サーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,総得点,総得点,総得点,総得点
大会,チーム,試合数,セット数,打数,得点,失点,決定率,打数,得点,失点,決定率,セット平均,得点,セット平均,打数,ノータッチ,エース,失点,効果,効果率,受数,成功・優,成功・良,成功率,アタック,ブロック,サーブ,得点合計
2019-20 V.LEAGUE DIVISION2 MEN,富士通カワサキレッドスピリッツ,20,44,1,1,0,100.0,0,0,0,-,0.02,2,0.05,90,0,2,3,15,5.6,0,0,0,-,1,2,2,5
レギュラーラウンド,富士通カワサキレッドスピリッツ,20,44,1,1,0,100.0,0,0,0,-,0.02,2,0.05,90,0,2,3,15,5.6,0,0,0,-,1,2,2,5
V.LEAGUE DIVISION2 MEN 2018-19,富士通カワサキレッドスピリッツ,6,16,0,0,0,-,0,0,0,-,-,0,-,25,0,0,1,11,10.0,0,0,0,-,0,0,0,0
レギュラーラウンド,富士通カワサキレッドスピリッツ,6,16,0,0,0,-,0,0,0,-,-,0,-,25,0,0,1,11,10.0,0,0,0,-,0,0,0,0
Ｖ・チャレンジリーグⅠ男子 2017/18,富士通カワサキレッドスピリッツ,20,42,0,0,0,-,0,0,0,-,-,0,-,56,0,0,2,8,2.7,0,0,0,-,0,0,0,0
レギュラーラウンド,富士通カワサキレッドスピリッツ,20,42,0,0,0,-,0,0,0,-,-,0,-,56,0,0,2,8,2.7,0,0,0,-,0,0,0,0
Ｖ・チャレンジリーグⅠ男子 2016/17,富士通カワサキレッドスピリッツ,21,57,0,0,0,-,0,0,0,-,-,0,-,79,1,1,5,28,11.1,0,0,0,-,0,0,2,2
レギュラーラウンド,富士通カワサキレッドスピリッツ,21,57,0,0,0,-,0,0,0,-,-,0,-,79,1,1,5,28,11.1,0,0,0,-,0,0,2,2
チャレンジマッチ男子2016/17,富士通カワサキレッドスピリッツ,2,3,0,0,0,-,0,0,0,-,-,0,-,4,0,0,1,2,12.5,0,0,0,-,0,0,0,0
チャレンジマッチ,富士通カワサキレッドスピリッツ,2,3,0,0,0,-,0,0,0,-,-,0,-,4,0,0,1,2,12.5,0,0,0,-,0,0,0,0
Ｖ・チャレンジリーグⅠ男子 2015/16,富士通カワサキレッドスピリッツ,3,3,0,0,0,-,0,0,0,-,-,0,-,3,0,0,1,0,0.0,0,0,0,-,0,0,0,0
レギュラーラウンド,富士通カワサキレッドスピリッツ,3,3,0,0,0,-,0,0,0,-,-,0,-,3,0,0,1,0,0.0,0,0,0,-,0,0,0,0
レギュラーシーズン通算,,70,162,1,1,0,100.0,0,0,0,-,0.01,2,0.01,253,1,3,12,62,6.5,0,0,0,-,1,2,4,7
通算,,72,165,1,1,0,100.0,0,0,0,-,0.01,2,0.01,257,1,3,13,64,6.5,0,0,0,-,1,2,4,7
