大会,チーム,出場,出場,アタック,アタック,アタック,アタック,バックアタック,バックアタック,バックアタック,バックアタック,アタック決定本数,ブロック,ブロック,サーブ,サーブ,サーブ,サーブ,サーブ,サーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,総得点,総得点,総得点,総得点
大会,チーム,試合数,セット数,打数,得点,失点,決定率,打数,得点,失点,決定率,セット平均,得点,セット平均,打数,ノータッチ,エース,失点,効果,効果率,受数,成功・優,成功・良,成功率,アタック,ブロック,サーブ,得点合計
2019-20 V.LEAGUE DIVISION2 MEN,富士通カワサキレッドスピリッツ,19,57,183,111,10,60.7,0,0,0,-,1.95,40,0.70,123,1,0,13,24,3.0,6,3,1,58.3,111,40,1,152
レギュラーラウンド,富士通カワサキレッドスピリッツ,19,57,183,111,10,60.7,0,0,0,-,1.95,40,0.70,123,1,0,13,24,3.0,6,3,1,58.3,111,40,1,152
V.LEAGUE DIVISION2 MEN 2018-19,富士通カワサキレッドスピリッツ,20,54,171,99,8,57.9,0,0,0,-,1.83,39,0.72,150,1,1,13,36,5.2,3,1,2,66.7,99,39,2,140
レギュラーラウンド,富士通カワサキレッドスピリッツ,20,54,171,99,8,57.9,0,0,0,-,1.83,39,0.72,150,1,1,13,36,5.2,3,1,2,66.7,99,39,2,140
Ｖ・チャレンジリーグⅠ男子 2017/18,富士通カワサキレッドスピリッツ,19,67,208,128,10,61.5,1,0,0,0.0,1.91,44,0.66,202,3,1,16,32,4.0,7,3,0,42.9,128,44,4,176
レギュラーラウンド,富士通カワサキレッドスピリッツ,19,67,208,128,10,61.5,1,0,0,0.0,1.91,44,0.66,202,3,1,16,32,4.0,7,3,0,42.9,128,44,4,176
Ｖ・チャレンジリーグⅠ男子 2016/17,富士通カワサキレッドスピリッツ,21,81,285,178,13,62.5,1,1,0,100.0,2.2,68,0.84,284,0,4,15,101,10.0,2,2,0,100.0,178,68,4,250
レギュラーラウンド,富士通カワサキレッドスピリッツ,21,81,285,178,13,62.5,1,1,0,100.0,2.2,68,0.84,284,0,4,15,101,10.0,2,2,0,100.0,178,68,4,250
Ｖ・チャレンジリーグⅠ男子 2015/16,富士通カワサキレッドスピリッツ,20,59,200,108,13,54.0,1,0,0,0.0,1.83,42,0.71,154,1,0,7,31,5.7,3,2,0,66.7,108,42,1,151
レギュラーラウンド,富士通カワサキレッドスピリッツ,20,59,200,108,13,54.0,1,0,0,0.0,1.83,42,0.71,154,1,0,7,31,5.7,3,2,0,66.7,108,42,1,151
チャレンジマッチ男子2015/16,富士通カワサキレッドスピリッツ,2,6,20,7,1,35.0,0,0,0,-,1.17,3,0.50,14,0,0,1,2,3.6,0,0,0,-,7,3,0,10
チャレンジマッチ,富士通カワサキレッドスピリッツ,2,6,20,7,1,35.0,0,0,0,-,1.17,3,0.50,14,0,0,1,2,3.6,0,0,0,-,7,3,0,10
Ｖ・チャレンジリーグ男子 2014/15,富士通カワサキレッドスピリッツ,21,64,247,138,12,55.9,1,0,0,0.0,2.16,80,1.25,159,1,4,17,52,10.8,6,1,0,16.7,138,80,5,223
レギュラーラウンド,富士通カワサキレッドスピリッツ,21,64,247,138,12,55.9,1,0,0,0.0,2.16,80,1.25,159,1,4,17,52,10.8,6,1,0,16.7,138,80,5,223
チャレンジマッチ男子2014/15,富士通カワサキレッドスピリッツ,2,7,41,19,1,46.3,0,0,0,-,2.71,3,0.43,19,0,1,2,9,16.1,2,1,0,50.0,19,3,1,23
チャレンジマッチ,富士通カワサキレッドスピリッツ,2,7,41,19,1,46.3,0,0,0,-,2.71,3,0.43,19,0,1,2,9,16.1,2,1,0,50.0,19,3,1,23
Ｖ・チャレンジリーグ男子 2013/14,富士通カワサキレッドスピリッツ,3,3,5,4,0,80.0,0,0,0,-,1.33,1,0.33,2,0,0,0,1,12.5,0,0,0,-,4,1,0,5
レギュラーラウンド,富士通カワサキレッドスピリッツ,3,3,5,4,0,80.0,0,0,0,-,1.33,1,0.33,2,0,0,0,1,12.5,0,0,0,-,4,1,0,5
Ｖ・チャレンジリーグ男子 2012/13,富士通カワサキレッドスピリッツ,20,63,155,70,13,45.2,1,0,0,0.0,1.11,47,0.75,168,2,4,12,56,11.4,4,4,0,100.0,70,47,6,123
レギュラーラウンド,富士通カワサキレッドスピリッツ,20,63,155,70,13,45.2,1,0,0,0.0,1.11,47,0.75,168,2,4,12,56,11.4,4,4,0,100.0,70,47,6,123
Ｖ・チャレンジリーグ男子 2011/12,富士通カワサキレッドスピリッツ,15,28,43,21,1,48.8,0,0,0,-,0.75,12,0.43,50,0,0,2,15,7.5,1,1,0,100.0,21,12,0,33
レギュラーラウンド,富士通カワサキレッドスピリッツ,10,21,38,20,0,52.6,0,0,0,-,0.95,12,0.57,41,0,0,2,14,8.5,1,1,0,100.0,20,12,0,32
上位リーグ,富士通カワサキレッドスピリッツ,5,7,5,1,1,20.0,0,0,0,-,0.14,0,-,9,0,0,0,1,2.8,0,0,0,-,1,0,0,1
レギュラーシーズン通算,,153,469,1492,856,79,57.4,5,1,0,20.0,1.83,373,0.80,1283,9,14,95,347,6.7,32,17,3,57.8,856,373,23,1252
通算,,162,489,1558,883,82,56.7,5,1,0,20.0,1.81,379,0.78,1325,9,15,98,359,6.7,34,18,3,57.4,883,379,24,1286
