名前,チーム,背番号,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
ソロカイテインドレ,デンソーエアリービーズ,1,56,608,259,32,42.6,37.3,115,44,15,35,193,25,40,53,43,21,0,38.3,4.6,0.6,14.6,48.8
ドリスジェニファー,PFUブルーキャッツ,2,63,290,150,4,51.7,50.3,0,0,0,67,138,10,3,49,11,9,0,,2.4,1.1,15.6,81.8
メットカフナンシー,埼玉上尾メディックス,12,56,768,376,37,49.0,44.1,306,131,21,44,230,12,18,103,5,5,0,42.8,6.7,0.8,14.5,100.0
七種友紀子,埼玉上尾メディックス,22,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
三浦あゆみ,GSS東京サンビームズ,8,57,439,116,60,26.4,12.8,37,8,6,2,158,12,27,52,710,465,0,21.6,2.0,0.0,11.6,65.5
三浦茉実,埼玉上尾メディックス,9,60,118,48,5,40.7,36.4,0,0,0,30,172,6,8,53,39,21,0,,0.8,0.5,10.0,53.8
中村愛理,JAぎふリオレーナ,18,27,0,0,0,,,0,0,0,0,36,0,1,12,37,17,0,,0.0,0.0,7.6,45.9
中村早紀子,JAぎふリオレーナ,10,51,288,87,18,30.2,24.0,41,10,5,7,77,4,1,27,391,243,0,24.4,1.7,0.1,13.6,62.1
中野清香,仙台ベルフィーユ,8,66,678,215,35,31.7,26.5,92,16,6,32,235,5,19,63,480,270,0,17.4,3.3,0.5,6.8,56.2
丸山祐希,柏エンゼルクロス,11,19,2,1,0,50.0,50.0,0,0,0,0,38,1,2,13,0,0,0,,0.1,0.0,9.9,
丸山裕子,埼玉上尾メディックス,20,62,241,107,12,44.4,39.4,0,0,0,49,158,5,22,54,8,3,0,,1.7,0.8,8.2,37.5
井上奈々朱,デンソーエアリービーズ,11,12,25,17,0,68.0,68.0,0,0,0,7,27,2,2,11,2,0,0,,1.4,0.6,15.7,0.0
井上香織,デンソーエアリービーズ,8,56,216,108,10,50.0,45.4,0,0,0,39,85,4,6,11,2,1,0,,1.9,0.7,6.2,50.0
伊東千寿留,埼玉上尾メディックス,14,6,5,2,0,40.0,40.0,0,0,0,2,6,0,1,2,0,0,0,,0.3,0.3,4.2,
伊藤彩夏,フォレストリーヴズ熊本,16,6,0,0,0,,,0,0,0,0,5,0,0,1,0,0,0,,0.0,0.0,5.0,
伊藤智美,KUROBEアクアフェアリーズ,1,36,281,81,12,28.8,24.6,29,5,3,6,148,3,9,46,234,109,0,17.2,2.2,0.2,8.3,46.6
伊藤綾子,柏エンゼルクロス,6,59,232,81,11,34.9,30.2,1,0,0,20,194,8,10,56,3,1,0,0.0,1.4,0.3,10.1,33.3
位田愛,KUROBEアクアフェアリーズ,9,0,3,2,0,66.7,66.7,0,0,0,0,30,0,0,12,0,0,0,,inf,,10.0,
佐々木夏希,PFUブルーキャッツ,6,14,0,0,0,,,0,0,0,0,23,1,0,10,0,0,0,,0.0,0.0,15.2,
佐々木香織,仙台ベルフィーユ,15,66,21,6,1,28.6,23.8,1,0,1,9,258,10,13,95,1,0,0,0.0,0.1,0.1,11.8,0.0
佐藤みなみ,フォレストリーヴズ熊本,8,60,0,0,0,,,0,0,0,0,0,0,0,0,188,110,0,,0.0,0.0,,58.5
佐藤奈美,PFUブルーキャッツ,11,55,147,60,14,40.8,31.3,0,0,0,26,129,1,5,43,4,2,0,,1.1,0.5,8.1,50.0
佐藤舞,柏エンゼルクロス,12,32,46,10,4,21.7,13.0,0,0,0,9,37,3,0,10,1,1,0,,0.3,0.3,14.9,100.0
佐野優子,デンソーエアリービーズ,5,18,0,0,0,,,0,0,0,0,0,0,0,0,71,47,0,,0.0,0.0,,66.2
前田舞,フォレストリーヴズ熊本,15,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
古屋美紀,KUROBEアクアフェアリーズ,4,56,187,58,19,31.0,20.9,2,0,1,42,172,16,15,71,9,6,0,0.0,1.0,0.8,17.4,66.7
吉安遥,大野石油広島オイラーズ,8,68,636,232,56,36.5,27.7,3,1,2,19,258,9,7,103,626,422,0,33.3,3.4,0.3,12.8,67.4
吉川ひかる,KUROBEアクアフェアリーズ,13,43,19,3,2,15.8,5.3,2,0,2,1,51,4,3,17,4,3,0,0.0,0.1,0.0,14.7,75.0
和多桃子,フォレストリーヴズ熊本,13,63,22,6,0,27.3,27.3,0,0,0,0,167,7,9,53,3,1,0,,0.1,0.0,10.8,33.3
土田望未,埼玉上尾メディックス,1,62,21,12,1,57.1,52.4,0,0,0,7,280,23,21,106,1,0,0,,0.2,0.1,15.8,0.0
坂下麻衣子,PFUブルーキャッツ,10,55,497,197,22,39.6,35.2,107,33,10,40,174,10,12,74,4,2,0,30.8,3.6,0.7,14.7,50.0
坂本育美,JAぎふリオレーナ,6,26,12,5,0,41.7,41.7,0,0,0,3,94,0,9,32,0,0,0,,0.2,0.1,6.1,
堀江彩,デンソーエアリービーズ,9,2,0,0,0,,,0,0,0,0,4,0,0,2,0,0,0,,0.0,0.0,12.5,
塚本尚子,JAぎふリオレーナ,13,50,0,0,0,,,0,0,0,0,0,0,0,0,194,133,0,,0.0,0.0,,68.6
大内世莉香,仙台ベルフィーユ,13,66,0,0,0,,,0,0,0,0,4,0,1,1,377,251,0,,0.0,0.0,0.0,66.6
大内志織,埼玉上尾メディックス,13,26,0,0,0,,,0,0,0,0,28,1,2,8,0,0,0,,0.0,0.0,8.9,
大室璃紗,埼玉上尾メディックス,23,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
大宮里美,デンソーエアリービーズ,17,8,1,1,0,100.0,100.0,1,1,0,0,14,0,1,6,0,0,0,100.0,0.1,0.0,8.9,
大楠鼓雪,大野石油広島オイラーズ,5,60,327,123,24,37.6,30.3,0,0,0,40,161,11,10,67,21,9,0,,2.0,0.7,15.7,42.9
