試合日,チーム,相手チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,総得点
2000-03-11,ユニチカフェニックス,NECレッドロケッツ,1,,熊前知加子,4,■,■,■,■,nan,38,10,5,26.3,13.2,2.50,2,0,0,0.0,1,0.25,18,1,2,2,7.2,11,8,0,72.7,12
2000-03-11,ユニチカフェニックス,NECレッドロケッツ,2,,木村久美,4,■,■,■,■,nan,31,16,0,51.6,51.6,4.00,0,0,0,-,1,0.25,12,0,0,3,6.2,32,24,0,75.0,17
2000-03-11,ユニチカフェニックス,NECレッドロケッツ,3,,苧坂一美,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2000-03-11,ユニチカフェニックス,NECレッドロケッツ,4,,磯辺絵梨子,4,■,■,■,■,nan,9,2,1,22.2,11.1,0.50,1,0,0,0.0,0,-,15,0,0,3,5.0,0,0,0,-,2
2000-03-11,ユニチカフェニックス,NECレッドロケッツ,5,,内野由希,4,■,■,■,■,nan,25,13,2,52.0,44.0,3.25,0,0,0,-,2,0.50,15,0,2,5,8.3,8,6,0,75.0,15
2000-03-11,ユニチカフェニックス,NECレッドロケッツ,6,,向井久子,4,□,□,□,□,nan,14,3,1,21.4,14.3,0.75,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,3
2000-03-11,ユニチカフェニックス,NECレッドロケッツ,7,,上田かおり,4,■,■,■,■,nan,16,5,1,31.2,25.0,1.25,1,0,0,0.0,2,0.50,10,0,1,2,5.0,0,0,0,-,7
2000-03-11,ユニチカフェニックス,NECレッドロケッツ,8,,澤井美里,4,■,■,■,■,nan,14,8,0,57.1,57.1,2.00,0,0,0,-,1,0.25,11,1,0,3,14.1,0,0,0,-,10
2000-03-11,ユニチカフェニックス,NECレッドロケッツ,10,L,佐野優子,4,●,●,●,●,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,33,24,0,72.7,0
2000-03-11,ユニチカフェニックス,NECレッドロケッツ,13,,五十川葉子,2,□,□,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,2,0,1,0,0.0,0,0,0,-,0
2000-03-11,ユニチカフェニックス,NECレッドロケッツ,14,,中田美和,2,nan,nan,□,□,nan,0,0,0,,,-,0,0,0,-,0,-,2,0,1,1,12.5,0,0,0,-,0
2000-03-11,ユニチカフェニックス,NECレッドロケッツ,15,,芝田安希,3,□,□,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2000-03-11,ユニチカフェニックス,NECレッドロケッツ,チーム合計,チーム合計,チーム合計,4,nan,nan,nan,nan,nan,147,57,10,38.8,32.0,14.25,4,0,0,0.0,7,1.75,85,2,7,19,7.5,84,62,0,73.8,66
