試合日,チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
2019-12-15,JTマーヴェラス,1,,芥川愛加,3,■,■,■,nan,nan,9,4,0,0.4444444444444444,0.4444444444444444,1.33,0,0,0,-,0,-,8,0,2,4,6.2,0,0,0,-
2019-12-15,JTマーヴェラス,2,,林琴奈,3,■,■,■,nan,nan,23,8,0,0.34782608695652173,0.34782608695652173,2.67,3,1,0,33.3,0,-,10,0,0,3,7.5,14,5,4,50.0
2019-12-15,JTマーヴェラス,3,,小川杏奈,3,■,■,■,nan,nan,6,3,0,0.5,0.5,1.00,0,0,0,-,0,-,10,0,2,3,2.5,2,0,0,0.0
2019-12-15,JTマーヴェラス,4,,橘井友香,2,□,□,nan,nan,nan,6,1,0,0.16666666666666666,0.16666666666666666,0.50,0,0,0,-,0,-,2,0,0,1,12.5,0,0,0,-
2019-12-15,JTマーヴェラス,5,,柴田真果,2,□,□,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,2,0,0,0,0.0,0,0,0,-
2019-12-15,JTマーヴェラス,6,,田中瑞稀,3,■,■,■,nan,nan,25,8,0,0.32,0.32,2.67,1,1,0,100.0,2,0.67,17,1,2,4,8.8,22,8,12,63.6
2019-12-15,JTマーヴェラス,7,,田中美咲,1,nan,nan,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,2,0,0,1,12.5,0,0,0,-
2019-12-15,JTマーヴェラス,8,,カムンタラーケオカラヤー,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2019-12-15,JTマーヴェラス,10,,ドルーズアンドレア,3,■,■,■,nan,nan,30,18,3,0.6,0.5,6.00,9,3,2,33.3,3,1.00,8,2,2,3,28.1,1,1,0,100.0
2019-12-15,JTマーヴェラス,11,,目黒優佳,2,□,□,nan,nan,nan,1,0,1,0.0,-1.0,-,1,0,1,0.0,0,-,3,0,0,0,0.0,1,1,0,100.0
2019-12-15,JTマーヴェラス,13,,西川有喜,1,nan,nan,□,nan,nan,7,2,0,0.2857142857142857,0.2857142857142857,2.00,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2019-12-15,JTマーヴェラス,14,,ヒックマンジャスティス,1,nan,nan,□,nan,nan,1,1,0,1.0,1.0,1.00,0,0,0,-,0,-,4,1,0,1,31.2,0,0,0,-
2019-12-15,JTマーヴェラス,15,L,小幡真子,3,●,●,●,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,7,4,2,71.4
2019-12-15,JTマーヴェラス,19,,籾井あき,3,■,■,■,nan,nan,0,0,0,,,-,0,0,0,-,2,0.67,8,0,0,3,9.4,1,0,0,0.0
2019-12-15,JTマーヴェラス,チーム合計,チーム合計,チーム合計,3,nan,nan,nan,nan,nan,108,45,4,0.4166666666666667,0.37962962962962965,15.00,14,5,3,35.7,7,2.33,74,4,8,23,10.5,48,19,18,58.3
