試合日,チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
2019-12-07,サントリーサンバーズ,1,L,鶴田大樹,4,●,●,●,●,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,25,18,5,82.0
2019-12-07,サントリーサンバーズ,3,,小野遥輝,4,■,■,■,■,nan,11,8,0,0.7272727272727273,0.7272727272727273,2.00,0,0,0,-,1,0.25,15,0,4,4,0.0,0,0,0,-
2019-12-07,サントリーサンバーズ,5,,松林憲太郎,1,nan,□,nan,nan,nan,1,0,1,0.0,-1.0,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2019-12-07,サントリーサンバーズ,6,,季道帥,4,■,■,■,■,nan,27,14,2,0.5185185185185185,0.4444444444444444,3.50,6,3,1,50.0,4,1.00,15,0,3,4,1.7,33,8,9,37.9
2019-12-07,サントリーサンバーズ,7,,山本湧,3,nan,□,□,□,nan,0,0,0,,,-,0,0,0,-,0,-,2,0,0,1,12.5,0,0,0,-
2019-12-07,サントリーサンバーズ,9,,大宅真樹,4,■,■,■,■,nan,2,1,0,0.5,0.5,0.25,0,0,0,-,1,0.25,18,1,5,1,0.0,0,0,0,-
2019-12-07,サントリーサンバーズ,10,,藤中謙也,4,■,■,■,■,nan,27,15,2,0.5555555555555556,0.48148148148148145,3.75,7,3,1,42.9,2,0.50,21,0,3,2,-1.2,25,13,5,62.0
2019-12-07,サントリーサンバーズ,11,,秦耕介,2,□,nan,nan,□,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2019-12-07,サントリーサンバーズ,12,,塩田達也,4,■,■,■,■,nan,14,8,1,0.5714285714285714,0.5,2.00,0,0,0,-,0,-,13,0,0,4,7.7,1,1,0,100.0
2019-12-07,サントリーサンバーズ,13,,ムセルスキードミトリー,4,■,■,■,■,nan,45,21,1,0.4666666666666667,0.4444444444444444,5.25,16,8,1,50.0,3,0.75,18,1,7,9,8.3,0,0,0,-
2019-12-07,サントリーサンバーズ,15,L,喜入祥充,4,〇,〇,〇,〇,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2019-12-07,サントリーサンバーズ,17,,星谷健太朗,2,nan,nan,□,□,nan,0,0,0,,,-,0,0,0,-,1,0.50,3,1,0,1,41.7,0,0,0,-
2019-12-07,サントリーサンバーズ,19,,栗山雅史,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2019-12-07,サントリーサンバーズ,21,,佐藤謙次,2,□,□,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,2,0,1,0,-12.5,0,0,0,-
2019-12-07,サントリーサンバーズ,チーム合計,チーム合計,チーム合計,4,nan,nan,nan,nan,nan,127,67,7,0.5275590551181102,0.47244094488188976,16.75,29,14,3,48.3,12,3.00,107,3,23,26,3.5,84,40,19,58.9
