試合日,チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,相手アタック打数,相手アタック得点,相手アタック失点,相手アタック決定率,相手ブロック得点,相手ブロックセット平均,相手サーブ効果率,相手サーブレシーブ成功率
2021-02-06,サフィルヴァ北海道,3,,河西智洋,2,■,■,nan,nan,nan,8,2,1,25.0,12.5,1.00,0,0,0,-,0,-,6,1,2,0,8.3,10,5,3,65.0,,,,,,,,
2021-02-06,サフィルヴァ北海道,4,,奥田基嗣,3,■,■,■,nan,nan,7,4,0,57.1,57.1,1.33,0,0,0,-,1,0.33,8,0,2,1,-3.1,2,1,0,50.0,,,,,,,,
2021-02-06,サフィルヴァ北海道,6,,阿部誠樹,3,■,■,■,nan,nan,21,8,3,38.1,23.8,2.67,2,0,1,0.0,0,-,7,0,2,1,-3.6,22,12,5,65.9,,,,,,,,
2021-02-06,サフィルヴァ北海道,7,,笠原佑斗,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2021-02-06,サフィルヴァ北海道,8,,清水久雄,3,□,□,■,nan,nan,0,0,0,,,-,0,0,0,-,1,0.33,4,0,0,1,6.2,0,0,0,-,,,,,,,,
2021-02-06,サフィルヴァ北海道,9,,小林洸,1,nan,nan,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,1,0,-25.0,0,0,0,-,,,,,,,,
2021-02-06,サフィルヴァ北海道,11,,十良澤太一,2,■,■,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,4,0,0,2,12.5,0,0,0,-,,,,,,,,
2021-02-06,サフィルヴァ北海道,14,,山口拓馬,2,■,■,nan,nan,nan,7,3,1,42.9,28.6,1.50,0,0,0,-,0,-,7,0,3,1,-7.1,0,0,0,-,,,,,,,,
2021-02-06,サフィルヴァ北海道,16,L,桝谷周呈,1,nan,nan,〇,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,4,2,1,62.5,,,,,,,,
2021-02-06,サフィルヴァ北海道,18,L,藤村稜,3,●,●,●,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,14,5,3,46.4,,,,,,,,
2021-02-06,サフィルヴァ北海道,19,,柳川大知,1,□,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,1,0,-25.0,0,0,0,-,,,,,,,,
2021-02-06,サフィルヴァ北海道,21,,柿崎充,3,□,□,■,nan,nan,10,5,0,50.0,50.0,1.67,3,1,0,33.3,0,-,4,0,2,0,-12.5,0,0,0,-,,,,,,,,
2021-02-06,サフィルヴァ北海道,22,,柏田樹,3,■,■,■,nan,nan,10,5,2,50.0,30.0,1.67,0,0,0,-,4,1.33,11,0,2,1,-2.3,0,0,0,-,,,,,,,,
2021-02-06,サフィルヴァ北海道,27,,工藤泰我,2,nan,□,■,nan,nan,10,5,1,50.0,40.0,2.50,2,2,0,100.0,0,-,6,1,4,1,4.2,11,2,2,27.3,,,,,,,,
2021-02-06,サフィルヴァ北海道,チーム合計,チーム合計,チーム合計,3,nan,nan,nan,nan,nan,73,32,8,43.8,32.9,10.67,7,3,1,42.9,6,2.00,59,2,19,8,-1.3,63,27,14,54.0,76,37,8,48.7,3,1.00,11.1,62.8
