大会,チーム,出場,出場,アタック,アタック,アタック,アタック,バックアタック,バックアタック,バックアタック,バックアタック,アタック決定本数,ブロック,ブロック,サーブ,サーブ,サーブ,サーブ,サーブ,サーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,総得点,総得点,総得点,総得点
大会,チーム,試合数,セット数,打数,得点,失点,決定率,打数,得点,失点,決定率,セット平均,得点,セット平均,打数,ノータッチ,エース,失点,効果,効果率,受数,成功・優,成功・良,成功率,アタック,ブロック,サーブ,得点合計
V.LEAGUE DIVISION1 MEN 2018-19,FC東京,27,65,368,156,29,42.4,117,41,12,35.0,2.40,5,0.08,179,3,3,27,47,6.1,214,83,54,51.4,156,5,6,167
レギュラーラウンド,FC東京,27,65,368,156,29,42.4,117,41,12,35.0,2.40,5,0.08,179,3,3,27,47,6.1,214,83,54,51.4,156,5,6,167
Ｖ・プレミアリーグ男子 2017/18,FC東京,19,68,328,142,19,43.3,48,21,1,43.8,2.09,11,0.16,232,6,5,22,73,10.2,384,164,98,55.5,142,11,11,164
レギュラーラウンド,FC東京,19,68,328,142,19,43.3,48,21,1,43.8,2.09,11,0.16,232,6,5,22,73,10.2,384,164,98,55.5,142,11,11,164
Ｖ・プレミアリーグ男子 2016/17,FC東京,20,32,155,80,9,51.6,55,26,4,47.3,2.50,10,0.31,83,0,1,12,28,9.4,27,6,0,22.2,80,10,1,91
レギュラーラウンド,FC東京,20,32,155,80,9,51.6,55,26,4,47.3,2.50,10,0.31,83,0,1,12,28,9.4,27,6,0,22.2,80,10,1,91
チャレンジマッチ男子2016/17,FC東京,2,4,1,0,0,0.0,0,0,0,-,-,0,-,4,0,0,0,2,12.5,0,0,0,-,0,0,0,0
チャレンジマッチ,FC東京,2,4,1,0,0,0.0,0,0,0,-,-,0,-,4,0,0,0,2,12.5,0,0,0,-,0,0,0,0
Ｖ・プレミアリーグ男子 2015/16,FC東京,14,32,19,6,1,31.6,9,3,0,33.3,0.19,1,0.03,50,0,0,6,17,8.5,1,0,0,0.0,6,1,0,7
レギュラーラウンド,FC東京,14,32,19,6,1,31.6,9,3,0,33.3,0.19,1,0.03,50,0,0,6,17,8.5,1,0,0,0.0,6,1,0,7
Ｖ・プレミアリーグ男子 2014/15,FC東京,18,53,29,10,0,34.5,8,2,0,25.0,0.19,1,0.02,72,2,0,6,29,12.8,1,0,0,0.0,10,1,2,13
レギュラーラウンド,FC東京,18,53,29,10,0,34.5,8,2,0,25.0,0.19,1,0.02,72,2,0,6,29,12.8,1,0,0,0.0,10,1,2,13
チャレンジマッチ男子2014/15,FC東京,2,6,6,2,0,33.3,2,0,0,0.0,0.33,0,-,9,0,0,2,3,8.3,0,0,0,-,2,0,0,2
チャレンジマッチ,FC東京,2,6,6,2,0,33.3,2,0,0,0.0,0.33,0,-,9,0,0,2,3,8.3,0,0,0,-,2,0,0,2
レギュラーシーズン通算,,98,250,899,394,58,43.8,237,93,17,39.2,1.58,28,0.11,616,11,9,73,194,8.2,627,253,152,52.5,394,28,20,442
通算,,102,260,906,396,58,43.7,239,93,17,38.9,1.52,28,0.11,629,11,9,75,199,8.1,627,253,152,52.5,396,28,20,444
